ST	abcZ	bglA	cat	dapE	dat	ldh	lhkA	CC	Lineage
1251	1	193	11	11	2	1	5	CC2	I
1252	4	4	213	3	2	1	5	CC3	I
1253	17	13	3	6	5	403	1	CC20	II
1254	23	5	214	30	6	6	1	CC124	II
1255	8	6	13	6	5	2	187	CC14	II
1256	52	18	9	3	4	1	5	ST1256	I
1257	3	1	12	38	2	1	5	CC388	I
1258	1	1	12	267	69	1	3	CC1258	I
1259	226	30	215	268	169	405	188	ST1259	III
1260	5	8	17	5	6	404	1	CC1211	II
1261	7	5	10	21	1	4	189	CC11	II
1262	227	1	1	1	3	1	3	CC1	I
1263	129	71	216	269	170	406	190	ST1263	III
1264	74	168	32	37	171	73	24	ST1264	III
1265	65	95	33	130	45	263	1	CC731	L. innocua
1266	5	6	2	9	5	2	1	CC8	II
1267	2	1	30	3	3	1	7	CC5	I
1268	6	37	6	270	1	4	1	CC9	II
1269	34	39	11	15	172	1	2	CC288	I
1270	4	4	4	3	2	408	5	CC3	I
1271	4	4	4	3	2	1	191	CC3	I
1272	2	195	4	3	3	1	5	CC379	I
1273	127	33	72	24	173	123	55	ST1273	III
1274	4	4	4	3	174	197	5	CC1274	I
1275	5	8	5	271	6	2	1	CC7	II
1276	7	10	16	7	5	407	1	CC155	II
1277	5	10	8	21	6	84	1	CC26	II
1278	7	14	10	272	9	8	1	CC31	II
1279	7	6	10	6	1	2	192	CC11	II
1280	6	5	6	274	1	4	1	CC9	II
1281	85	19	91	100	58	178	72	CC562	IV
1282	11	1	57	3	98	94	5	ST1282	I
1283	44	196	217	273	16	409	3	CC1283	III
1284	1	1	220	11	2	1	5	CC2	I
1285	1	1	11	11	2	105	5	CC2	I
1286	1	1	12	17	2	9	3	CC54	I
1287	1	2	12	3	2	417	3	CC4	I
1288	1	2	12	3	2	418	3	CC4	I
1289	1	2	12	3	2	424	3	CC4	I
1290	1	9	1	3	7	430	3	CC217	I
1291	3	1	1	1	3	425	3	CC1	I
1292	3	9	9	3	3	1	195	CC6	I
1293	5	6	2	9	5	189	1	CC8	II
1294	5	6	2	9	5	411	1	CC8	II
1295	5	6	2	9	5	412	1	CC8	II
1296	5	6	2	9	5	413	1	CC8	II
1297	5	6	2	9	5	416	1	CC8	II
1298	5	6	2	9	5	428	1	CC8	II
1299	5	7	6	4	5	183	1	CC204	II
1300	5	8	5	7	6	419	1	CC7	II
1301	7	6	221	6	5	7	1	CC14	II
1302	7	7	3	10	5	172	1	CC21	II
1303	7	7	3	10	5	423	1	CC21	II
1304	7	7	10	4	5	420	1	CC403	II
1305	7	7	10	4	5	421	1	CC403	II
1306	7	7	10	4	5	422	1	CC403	II
1307	7	10	16	7	5	65	1	CC155	II
1308	7	13	19	6	1	426	1	CC19	II
1309	7	15	15	8	6	415	9	CC101	II
1310	7	15	15	8	6	431	9	CC101	II
1311	7	52	8	6	1	16	1	CC412	II
1312	7	52	8	6	1	92	1	CC412	II
1313	7	66	8	87	6	346	1	CC475	II
1314	8	6	13	6	5	414	1	CC14	II
1315	9	10	15	6	8	427	1	CC199	II
1316	11	1	12	16	3	101	7	CC59	I
1317	11	3	4	26	3	23	4	CC517	I
1318	15	10	18	18	1	416	1	CC29	II
1319	17	13	3	6	5	198	1	CC20	II
1320	51	33	219	24	22	123	13	CC1320	III
1321	138	47	16	6	176	2	1	CC1056	II
1322	229	1	1	1	3	1	3	CC1	I
1323	228	141	218	204	175	410	194	ST1323	III
1324	230	1	11	3	3	1	7	CC5	I
1325	3	1	222	1	3	1	3	CC1	I
1326	3	1	1	1	3	1	168	CC1	I
1327	1	1	11	11	2	236	5	CC2	I
1328	5	10	6	6	8	26	1	CC199	II
1329	53	46	140	18	1	3	1	ST1329	II
1330	2	1	11	275	3	1	7	CC5	I
1331	7	49	8	276	177	429	6	CC1331	II
1332	5	197	17	6	1	312	1	ST1332	II
1333	7	6	15	6	178	2	1	CC14	II
1334	126	7	3	5	1	8	6	CC37	II
1335	231	6	2	9	5	3	1	CC8	II
1336	3	198	1	1	3	1	3	CC1	I
1337	17	13	3	277	5	7	1	CC20	II
1338	1	2	223	3	2	5	3	CC4	I
1339	7	6	8	8	6	432	1	CC121	II
1340	1	1	11	11	2	408	5	CC2	I
1341	8	6	15	6	5	41	1	CC14	II
1342	4	4	224	3	2	1	5	CC3	I
1343	11	3	12	38	3	433	2	CC224	I
1344	15	10	66	18	1	3	167	CC29	II
1345	3	1	1	278	3	1	3	CC1	I
1346	5	7	6	279	5	4	1	CC204	II
1347	3	9	9	3	3	28	5	CC6	I
1348	12	1	4	14	3	434	4	CC87	I
1349	7	6	8	8	6	435	1	CC121	II
1350	5	10	8	179	6	2	1	CC26	II
1351	5	7	6	4	5	135	1	CC204	II
1352	5	7	6	4	5	57	1	CC204	II
1353	4	4	225	3	2	1	5	CC3	I
1354	1	1	11	16	2	1	5	CC2	I
1355	7	27	17	41	5	2	1	CC207	II
1356	5	6	2	9	5	3	196	CC8	II
1357	53	128	10	8	13	24	1	ST1357	II
1358	232	199	226	280	101	436	197	ST1358	III
1359	233	47	8	185	1	3	1	ST1359	II
1360	113	46	8	228	13	314	1	ST1360	II
1361	7	128	10	174	1	3	1	CC940	II
1362	5	6	8	7	1	26	6	CC787	II
1363	92	117	227	113	179	437	198	ST1363	III
1364	121	47	140	67	1	308	1	CC1364	II
1365	5	6	3	6	1	26	1	ST1365	II
1366	198	11	21	24	71	164	47	CC434	III
1367	5	10	6	7	1	6	1	ST1367	II
1368	5	10	3	30	6	6	1	CC906	II
1369	53	47	10	187	13	2	103	ST1369	II
1370	5	5	8	18	12	7	1	CC570	II
1371	53	13	10	68	13	3	85	ST1371	II
1372	121	5	140	68	1	3	1	ST1372	II
1373	92	200	228	281	180	437	199	ST1373	III
1374	234	29	8	67	13	3	103	ST1374	II
1375	235	1	9	1	3	5	5	CC554	I
1376	5	5	10	6	13	314	1	ST1376	II
1378	2	1	9	1	181	5	5	CC554	I
1381	7	201	2	68	182	2	6	ST1381	II
1382	97	11	21	24	17	123	55	CC1382	III
1383	5	202	10	173	13	2	1	CC912	II
1384	17	47	3	6	5	7	1	CC20	II
1385	53	6	10	282	5	4	1	ST1385	II
1386	121	47	17	67	1	308	1	CC1364	II
1387	53	203	6	6	5	6	1	ST1387	II
1388	7	6	17	30	5	2	1	CC14	II
1389	16	128	59	185	183	3	1	ST1389	II
1390	17	13	3	284	5	7	1	CC20	II
1391	8	6	13	6	5	84	1	CC14	II
1392	8	6	13	6	5	438	1	CC14	II
1393	41	33	43	144	70	111	28	CC641	III
1394	49	186	52	24	17	145	37	CC331	III
1395	3	9	9	3	3	127	5	CC6	I
1396	7	6	8	283	6	37	1	CC121	II
1397	5	204	2	9	5	3	1	CC8	II
1398	236	6	8	8	6	37	1	CC121	II
1399	203	8	5	7	6	2	1	CC7	II
1400	3	1	229	1	3	1	3	CC1	I
1401	3	1	1	1	184	1	3	CC1	I
1402	5	6	8	62	6	3	34	CC321	II
1403	5	6	2	9	5	218	1	CC8	II
1404	3	1	12	70	2	1	202	CC388	I
1405	237	206	32	286	27	442	203	ST1405	III
1406	7	207	37	6	1	27	1	CC193	II
1407	8	6	231	6	5	2	1	CC14	II
1408	17	208	3	6	5	7	1	CC20	II
1409	23	209	10	30	6	6	1	CC124	II
1410	238	6	15	18	12	6	1	CC18	II
1411	6	5	6	4	1	443	1	CC9	II
1412	7	6	15	287	12	6	1	CC18	II
1413	5	5	10	6	5	26	48	CC739	II
1414	7	6	15	6	5	92	1	CC14	II
1415	5	7	6	4	5	72	1	CC204	II
1416	7	210	19	6	1	24	1	CC19	II
1417	36	211	40	45	48	179	61	CC492	L. innocua
1418	7	212	8	8	6	37	1	CC121	II
1419	5	6	2	9	186	3	1	CC8	II
1420	3	1	1	1	3	1	204	CC1	I
1421	3	1	1	289	3	1	3	CC1	I
1422	5	7	6	4	187	4	1	CC204	II
1423	6	5	6	4	188	4	1	CC9	II
1424	3	213	9	3	3	1	5	CC6	I
1425	239	14	10	19	9	8	1	CC31	II
1426	2	1	11	3	3	445	7	CC5	I
1427	1	1	11	11	2	444	5	CC2	I
1428	2	1	11	288	3	1	7	CC5	I
1429	12	12	12	1	3	1	205	CC88	I
1430	1	1	232	11	2	1	5	CC2	I
1431	3	1	233	1	3	1	206	ST1439	I
1432	1	1	11	290	2	1	5	CC2	I
1433	7	6	8	8	6	439	1	CC121	II
1434	7	10	16	7	5	53	1	CC155	II
1435	4	4	4	3	2	104	5	CC3	I
1436	3	9	9	3	189	1	5	CC6	I
1437	7	14	10	19	9	8	208	CC31	II
1438	3	1	1	1	3	447	3	CC1	I
1439	5	177	2	9	5	3	1	CC8	II
1440	3	1	1	1	190	1	3	CC1	I
1441	11	1	12	16	3	448	7	CC59	I
1442	240	6	8	8	6	37	1	CC121	II
1443	5	8	5	7	6	449	1	CC7	II
1444	5	8	5	7	6	450	1	CC7	II
1445	2	4	12	3	3	451	2	CC392	I
1446	1	1	234	11	2	1	5	CC2	I
1447	5	8	5	7	6	2	207	CC7	II
1448	7	6	15	18	12	452	1	CC18	II
1449	7	6	15	18	12	453	1	CC18	II
1450	1	2	12	291	2	5	3	CC4	I
1451	2	1	11	3	3	1	209	CC5	I
1452	7	6	15	18	12	253	1	CC18	II
1453	7	5	8	87	6	37	1	CC475	II
1454	11	9	12	3	3	1	210	CC489	I
1455	7	5	17	21	1	4	1	CC11	II
1456	7	6	8	8	6	37	211	CC121	II
1457	1	2	9	1	2	5	212	CC4	I
1458	11	1	36	2	191	1	7	CC191	I
1459	12	1	4	14	192	39	4	CC87	I
1460	12	1	4	38	3	1	7	ST1460	I
1461	241	11	38	27	25	34	20	CC203	III
1462	242	6	2	9	5	3	1	CC8	II
1463	7	6	8	292	6	37	1	CC121	II
1464	7	10	16	293	5	2	1	CC155	II
1465	1	214	11	11	2	1	5	CC2	I
1466	243	187	10	6	1	2	1	CC11	II
1467	5	215	5	7	6	2	1	CC7	II
1468	7	6	235	6	10	8	213	ST1468	II
1470	7	14	37	6	193	27	1	CC193	II
1471	7	6	15	18	194	6	1	CC18	II
1472	11	3	4	26	3	454	4	CC517	I
1473	11	3	12	38	184	94	2	CC224	I
1474	2	1	11	3	3	1	2	CC5	I
1475	5	47	2	139	1	14	1	ST1475	II
1476	244	216	236	294	5	314	1	ST1476	II
1477	245	47	3	67	13	314	41	ST1477	II
1478	186	13	17	67	1	358	1	ST1478	II
1479	7	46	2	20	1	3	1	ST1479	II
1480	225	192	212	266	53	402	69	CC1480	L. innocua
1481	246	217	33	130	20	455	17	ST1481	L. innocua
1482	26	21	40	33	45	19	53	ST1482	L. innocua
1483	5	128	10	171	13	7	1	ST1483	II
1484	247	13	3	6	5	7	1	CC20	II
1485	248	218	237	295	195	456	214	ST1485	L. innocua
1486	249	219	219	296	196	457	177	ST1486	III
1487	113	46	10	6	13	3	1	ST1487	II
1488	163	164	96	297	64	239	215	ST1488	L. seeligeri
1489	250	21	83	298	20	458	216	CC1489	L. innocua
1490	171	220	155	299	128	244	128	CC1490	L. welshimeri
1491	7	10	10	300	6	7	1	ST1491	II
1492	7	5	59	21	1	3	1	ST1492	II
1493	251	221	238	301	197	244	217	ST1493	L. welshimeri
1494	7	10	10	179	1	459	103	ST1494	II
1495	28	23	33	35	23	460	16	CC140	L. innocua
1496	1	1	12	17	2	440	3	CC54	I
1497	3	1	1	285	3	1	3	CC1	I
1498	7	6	8	302	6	37	1	CC121	II
1499	3	1	1	1	198	1	3	CC1	I
1500	3	1	1	1	3	461	3	CC1	I
1501	5	7	3	5	199	8	6	CC37	II
1502	163	164	239	303	64	364	218	ST1502	L. seeligeri
1503	5	10	8	68	1	2	92	CC1503	II
1504	252	8	5	7	6	2	1	CC7	II
1505	235	6	2	29	5	3	1	CC8	II
1506	3	1	1	304	3	1	3	CC1	I
1507	49	33	219	24	22	123	13	CC1320	III
1508	17	49	3	6	5	7	1	CC20	II
1509	93	10	10	30	5	2	1	ST1509	II
1510	32	58	72	24	25	123	55	CC1510	III
1511	254	11	180	24	22	123	13	CC669	III
1512	204	33	118	144	32	246	28	CC1512	III
1513	49	58	204	305	32	164	46	CC1513	III
1514	7	8	17	5	1	2	1	ST1514	II
1515	5	10	240	20	6	2	1	CC1515	II
1516	51	58	52	306	22	123	46	CC433	III
1517	7	6	8	4	1	462	1	ST1517	II
1518	22	11	21	51	32	164	44	ST1518	III
1519	49	58	219	24	32	123	20	CC1519	III
1520	97	11	180	24	22	123	13	CC669	III
1521	255	138	239	307	200	239	215	ST1521	L. seeligeri
1522	3	1	1	1	3	1	201	CC1	I
1523	2	1	241	3	3	1	7	CC5	I
1524	7	10	16	308	5	2	1	CC155	II
1525	3	1	1	1	3	1	219	CC1	I
1526	34	1	57	3	201	1	2	CC5	I
1527	4	4	4	3	2	1	220	CC3	I
1528	210	6	15	18	12	6	1	CC18	II
1529	7	6	13	309	1	96	6	CC375	II
1530	4	4	4	3	202	1	5	CC3	I
1531	1	1	11	310	2	1	5	CC2	I
1532	5	6	242	7	5	2	1	CC8	II
1533	3	1	1	1	3	463	3	CC1	I
1534	5	8	5	7	6	2	15	CC7	II
1535	5	8	5	7	6	45	15	CC7	II
1536	5	8	5	7	6	49	15	CC7	II
1537	5	8	5	7	6	53	15	CC7	II
1538	5	8	5	7	6	65	1	CC7	II
1539	5	8	5	7	6	398	1	CC7	II
1540	5	8	5	7	6	465	1	CC7	II
1541	5	8	8	7	6	49	1	CC7	II
1542	5	10	17	20	1	466	1	CC177	II
1543	5	10	17	20	1	469	1	CC177	II
1544	7	6	15	311	12	6	1	CC18	II
1545	7	6	15	311	12	399	1	CC18	II
1546	7	6	19	6	1	464	1	CC19	II
1547	7	6	62	28	5	45	1	CC89	II
1548	7	15	15	8	204	77	9	CC101	II
1549	7	29	8	4	203	2	1	CC307	II
1550	23	5	10	30	6	453	1	CC124	II
1551	23	5	10	30	6	467	1	CC124	II
1552	23	5	10	30	6	468	1	CC124	II
1553	93	10	17	36	210	2	1	CC1553	II
1554	5	6	2	312	5	3	1	CC8	II
1555	5	8	5	7	6	2	221	CC7	II
1556	256	5	6	4	1	4	1	CC9	II
1557	2	4	12	3	205	94	2	CC392	I
1558	7	5	10	21	127	4	1	CC11	II
1559	7	6	13	313	1	96	6	CC375	II
1560	8	6	243	6	5	2	1	CC14	II
1561	11	1	12	16	7	1	7	CC59	I
1562	11	1	36	2	3	1	222	CC191	I
1563	8	6	15	6	206	2	1	CC14	II
1564	138	10	8	314	1	3	1	CC1055	II
1565	2	4	12	3	207	94	2	CC392	I
1566	7	222	244	315	1	3	1	ST1566	II
1567	7	223	19	6	1	24	1	CC19	II
1568	5	5	2	21	6	26	1	CC380	II
1569	257	224	8	21	208	470	223	ST1569	II
1570	258	11	245	316	209	471	224	ST1570	III
1571	204	225	10	317	1	26	225	ST1571	II
1572	76	226	246	218	16	206	226	ST1572	III
1573	3	1	12	38	2	5	5	CC388	I
1574	259	227	33	318	195	472	17	ST1574	L. innocua
1575	91	1	1	1	3	1	3	CC1	I
1576	3	1	1	319	3	1	3	CC1	I
1577	260	73	247	320	211	473	227	ST1577	L. innocua
1578	133	228	137	162	95	323	228	ST1578	L. ivanovii londoniensis
1579	133	229	137	162	95	323	101	CC127	L. ivanovii londoniensis
1580	261	230	165	321	64	239	156	ST1580	L. seeligeri
1581	262	231	239	322	64	474	156	ST1581	L. seeligeri
1582	263	231	248	322	64	239	229	ST1582	L. seeligeri
1583	163	164	165	322	64	239	156	ST1583	L. seeligeri
1584	2	1	57	3	3	1	2	CC5	I
1585	12	1	4	14	3	1	4	CC87	I
1586	7	1	16	7	5	2	1	CC155	II
1587	1	1	11	11	2	1	1	CC2	I
1588	1	1	11	15	2	1	5	CC2	I
1589	4	1	4	3	2	1	5	CC3	I
1590	58	60	68	48	41	349	44	ST1590	III
1591	12	1	4	14	3	476	4	CC87	I
1592	7	6	8	33	1	213	1	ST1592	II
1593	11	232	12	38	3	94	2	CC224	I
1594	3	1	1	1	3	1	232	CC1	I
1595	25	73	237	130	55	19	16	ST1595	L. innocua
1596	26	21	33	33	48	213	216	ST1596	L. innocua
1597	36	23	30	96	195	19	16	ST1597	L. innocua
1598	79	21	33	97	20	356	58	ST1598	L. innocua
1599	143	95	30	96	55	180	16	ST1599	L. innocua
1600	40	62	30	33	55	356	17	ST1600	L. innocua
1601	250	140	73	223	136	341	214	ST1601	L. innocua
1602	5	236	2	9	5	3	1	CC8	II
1603	5	237	2	9	5	3	1	CC8	II
1604	7	88	252	325	1	249	1	ST1604	II
1605	7	8	5	7	1	4	1	ST1605	II
1606	265	1	1	1	3	1	3	CC1	I
1607	7	238	15	6	5	2	1	CC14	II
1608	124	235	251	324	213	480	231	CC1608	L. innocua
1609	264	234	85	99	212	479	230	CC1609	L. innocua
1610	25	73	82	96	45	477	67	CC529	L. innocua
1611	163	233	250	323	64	478	215	ST1611	L. seeligeri
1612	3	1	1	326	3	1	3	CC1	I
1613	36	21	30	318	45	69	17	CC605	L. innocua
1614	72	241	75	35	49	192	16	CC493	L. innocua
1615	79	240	83	33	45	213	17	CC532	L. innocua
1616	124	242	254	99	216	483	159	ST1616	L. innocua
1617	124	235	251	324	213	480	69	CC1608	L. innocua
1618	133	239	137	164	95	323	101	CC127	L. ivanovii londoniensis
1619	143	243	30	96	217	180	234	ST1619	L. innocua
1620	267	234	85	99	212	479	230	CC1609	L. innocua
1621	268	21	33	33	20	482	16	ST1621	L. innocua
1622	269	244	255	99	218	293	159	ST1622	L. innocua
1623	22	33	258	24	17	31	13	CC131	III
1624	272	2	12	3	2	5	3	CC4	I
1625	3	1	1	329	3	1	3	CC1	I
1626	36	21	30	35	214	69	17	CC605	L. innocua
1627	1	245	11	11	2	1	5	CC2	I
1628	7	153	8	8	6	37	1	CC121	II
1629	6	5	6	330	1	4	1	CC9	II
1630	1	1	259	11	2	1	5	CC2	I
1631	5	246	3	5	1	8	6	CC37	II
1632	273	106	8	331	1	290	6	ST1632	II
1633	274	247	260	332	220	486	236	ST1633	III
1634	76	71	261	333	16	350	171	ST1634	III
1635	2	1	262	3	3	1	7	CC5	I
1636	275	30	263	334	221	313	26	ST1636	III
1637	5	7	6	4	5	15	1	CC204	II
1638	7	15	15	8	6	487	9	CC101	II
1639	97	11	53	24	32	123	55	CC1639	III
1640	120	6	10	6	1	2	1	CC11	II
1641	5	6	8	62	222	7	34	CC321	II
1642	6	5	264	4	1	4	1	CC9	II
1643	44	71	78	335	32	298	26	ST1643	III
1644	276	71	265	336	89	377	63	ST1644	III
1645	7	13	19	6	1	24	1	CC19	II
1646	123	248	266	63	61	150	237	ST1646	IV
1647	195	15	17	8	223	3	6	CC1647	II
1648	7	249	10	6	1	2	1	CC11	II
1649	277	250	2	242	1	2	1	ST1649	II
1650	7	5	10	337	1	4	1	CC11	II
1651	12	251	12	1	3	1	4	CC88	I
1652	2	1	11	3	3	488	7	CC5	I
1653	2	252	11	3	3	1	7	CC5	I
1654	7	253	15	8	6	2	14	CC90	II
1655	11	12	48	71	3	1	4	CC799	I
1656	113	47	10	338	13	314	1	ST1656	II
1657	1	32	176	38	18	1	5	ST1657	I
1658	7	10	16	7	224	2	1	CC155	II
1659	278	30	267	339	164	109	50	ST1659	III
1660	41	22	268	340	225	489	238	ST1660	III
1661	1	1	11	11	2	1	239	CC2	I
1662	11	12	4	341	3	1	2	CC195	I
1663	233	124	3	173	13	312	1	ST1663	II
1664	204	30	118	144	151	246	28	CC1512	III
1665	5	10	15	6	226	26	1	CC199	II
1666	6	5	6	4	1	490	1	CC9	II
1667	2	254	11	3	3	1	7	CC5	I
1668	2	1	11	3	3	1	240	CC5	I
1669	34	39	11	342	3	1	2	CC288	I
1670	5	27	6	6	13	3	6	CC1670	II
1671	279	30	269	343	75	491	94	ST1671	III
1672	280	250	270	344	24	492	26	ST1672	III
1673	2	4	12	345	3	94	2	CC392	I
1674	7	10	16	7	227	2	1	CC155	II
1675	2	255	11	3	3	1	7	CC5	I
1676	4	1	12	3	3	1	5	ST1676	I
1677	7	6	19	4	228	3	6	ST1677	II
1678	41	256	201	346	41	493	177	ST1678	III
1679	7	257	10	19	9	8	1	CC31	II
1680	5	47	10	173	1	2	104	ST1680	II
1681	1	2	9	3	2	5	3	CC4	I
1682	44	226	246	72	70	494	226	ST1682	III
1683	217	183	271	347	75	360	241	ST1683	III
1684	204	258	272	348	162	495	37	ST1684	III
1685	189	259	273	349	32	471	242	ST1685	III
1686	5	6	8	62	6	204	34	CC321	II
1687	281	141	13	350	89	496	50	ST1687	III
1688	11	1	4	15	2	1	4	ST1688	I
1689	7	46	8	241	1	2	1	ST1689	II
1690	282	260	274	351	27	497	243	ST1690	III
1691	5	6	275	7	5	2	1	CC8	II
1692	2	1	11	3	72	1	7	CC5	I
1693	4	4	4	3	2	1	244	CC3	I
1694	283	261	276	352	32	298	172	ST1694	III
1695	170	1	12	353	2	1	5	ST1695	I
1696	5	6	277	62	6	7	34	CC321	II
1697	284	79	12	3	18	1	5	CC663	I
1698	113	10	10	67	13	2	1	ST1698	II
1699	1	1	11	11	2	498	5	CC2	I
1700	189	39	99	354	229	471	245	ST1700	III
1701	285	10	16	7	5	2	1	CC155	II
1702	286	262	278	355	230	499	246	ST1702	III
1703	92	117	279	356	231	437	247	ST1703	III
1704	32	11	21	24	17	31	13	CC131	III
1705	7	263	56	6	1	2	1	CC11	II
1706	2	1	9	357	3	5	5	CC554	I
1707	49	11	21	358	32	123	46	ST1707	III
1708	5	264	2	5	1	6	1	ST1708	II
1709	287	265	280	113	16	500	248	ST1709	III
1710	15	10	18	18	232	3	1	CC29	II
1711	288	33	42	359	32	409	25	ST1711	III
1712	44	266	77	48	89	206	50	ST1712	III
1713	289	71	281	360	27	501	249	CC1713	III
1714	41	71	117	156	134	298	250	ST1714	III
1715	40	267	42	52	32	113	25	CC267	III
1716	5	10	2	7	1	502	48	ST1716	II
1717	58	206	32	25	89	503	24	ST1717	III
1718	290	268	282	361	32	504	251	ST1718	III
1719	291	269	283	362	233	505	252	ST1719	III
1720	292	186	284	360	16	457	177	ST1720	III
1721	198	270	218	350	234	300	194	ST1721	III
1722	41	30	142	363	101	246	28	ST1722	III
1723	293	271	44	364	235	506	29	ST1723	III
1724	3	1	285	1	3	1	3	CC1	I
1725	294	117	227	365	68	507	253	ST1725	III
1726	61	5	17	30	6	7	1	CC452	II
1727	295	101	91	63	58	149	38	ST1727	IV
1728	189	206	198	366	16	297	43	ST1728	III
1729	113	272	10	367	1	314	1	ST1729	II
1730	296	259	64	368	236	500	25	ST1730	III
1731	297	33	21	369	25	123	55	ST1731	III
1732	298	273	286	370	237	409	254	ST1732	III
1733	41	30	142	144	101	246	160	ST1733	III
1734	299	274	99	371	238	508	255	CC1734	III
1735	300	162	287	372	13	509	1	ST1735	II
1736	5	162	244	373	13	314	1	ST1736	II
1737	142	71	44	374	159	510	256	ST1737	III
1738	2	1	288	1	3	5	5	CC554	I
1739	85	44	29	31	61	228	39	ST1739	IV
1740	5	6	10	8	6	511	1	ST1740	II
1741	44	53	61	375	41	155	43	CC406	III
1742	108	2	12	3	2	5	3	CC4	I
1743	92	117	279	365	157	367	257	ST1743	III
1744	34	39	11	376	3	1	2	CC288	I
1745	205	85	8	8	1	26	103	CC1076	II
1746	7	13	19	6	1	7	15	CC19	II
1747	301	117	289	377	239	512	158	ST1747	III
1748	302	275	118	378	159	513	258	ST1748	III
1749	303	112	118	379	240	112	259	ST1749	III
1750	304	276	290	380	241	514	260	ST1750	III
1751	59	33	21	24	25	123	55	CC1751	III
1752	59	33	103	24	242	123	20	ST1752	III
1753	5	5	6	18	1	7	1	CC570	II
1754	127	30	291	381	70	111	28	ST1754	III
1755	305	71	203	382	169	285	145	ST1755	III
1756	7	128	10	383	1	515	1	ST1756	II
1757	17	13	16	6	5	7	1	CC20	II
1758	8	6	8	6	1	2	1	CC689	II
1759	306	277	119	384	243	361	13	ST1759	III
1760	93	10	8	8	210	516	1	ST1760	II
1761	7	47	10	139	1	517	1	CC838	II
1762	307	1	11	11	2	498	5	CC2	I
1763	113	71	129	48	86	298	261	ST1763	III
1764	3	278	135	3	3	1	4	ST1764	I
1765	129	71	129	48	41	298	98	CC880	III
1766	44	68	206	385	16	295	169	ST1766	III
1767	206	10	17	386	17	14	1	CC1767	II
1768	97	33	23	24	25	123	13	ST1768	III
1769	93	10	15	4	210	462	1	ST1769	II
1770	7	66	8	8	6	37	1	CC121	II
1771	113	173	10	6	13	314	1	CC1771	II
1772	8	6	15	387	5	2	1	CC14	II
1773	1	2	12	3	244	5	3	CC4	I
1774	41	226	292	388	16	457	177	ST1774	III
1775	20	32	77	389	41	109	51	ST1775	III
1776	59	11	201	24	173	164	20	ST1776	III
1777	5	15	3	390	6	7	1	ST1777	II
1778	3	1	293	70	2	1	5	CC388	I
1779	44	71	294	48	41	285	194	CC1779	III
1780	129	32	129	48	89	298	98	ST1780	III
1781	204	30	292	54	151	246	194	ST1781	III
1782	308	279	295	364	33	518	262	ST1782	III
1783	5	280	5	4	6	2	1	CC7	II
1784	5	97	17	367	1	26	6	ST1784	II
1785	5	46	3	391	1	2	1	ST1785	II
1786	92	281	296	392	245	519	198	ST1786	III
1787	1	1	9	14	2	1	5	CC2	I
1788	3	9	9	3	3	1	263	CC6	I
1789	309	58	204	24	32	164	20	CC1789	III
1790	5	5	17	393	12	96	1	CC1790	II
1791	7	84	101	6	1	251	1	CC665	II
1792	310	117	296	394	157	437	257	ST1792	III
1793	7	8	2	20	1	2	1	ST1793	II
1794	3	1	1	1	3	1	264	CC1	I
1795	311	282	99	395	246	113	238	ST1795	III
1796	6	5	8	4	1	302	6	CC831	II
1797	7	5	297	4	1	302	6	CC920	II
1798	312	101	29	101	36	283	72	ST1798	IV
1799	282	30	298	396	75	73	265	ST1799	III
1800	7	10	3	20	5	2	1	CC1800	II
1801	23	162	3	137	1	6	1	ST1801	II
1802	116	58	193	146	247	111	144	ST1802	III
1803	7	10	10	18	13	509	1	CC1803	II
1804	185	33	207	72	34	111	37	ST1804	III
1805	313	283	119	156	248	505	266	ST1805	III
1806	44	71	294	397	41	285	194	CC1779	III
1807	314	284	271	398	89	520	26	ST1807	III
1808	43	35	45	53	249	114	30	CC268	III
1809	204	71	218	360	250	501	249	ST1809	III
1810	5	27	19	139	13	3	1	ST1810	II
1811	1	32	9	399	7	1	5	ST1811	I
1812	2	285	11	3	3	1	7	CC5	I
1813	5	10	8	6	1	6	1	CC671	II
1814	7	6	17	36	6	37	1	ST1814	II
1815	3	1	1	16	2	1	2	ST1815	I
1816	41	68	149	220	41	505	63	ST1816	III
1817	326	117	296	415	258	539	278	ST1817	III
1818	92	292	134	113	220	380	279	ST1818	III
1819	3	1	135	15	3	1	2	ST1819	I
1820	327	293	42	416	259	409	150	ST1820	III
1821	328	107	77	93	41	313	175	ST1821	III
1822	206	10	17	417	17	14	1	CC1767	II
1823	289	71	281	360	250	501	249	CC1713	III
1824	3	1	12	418	2	5	5	CC388	I
1825	329	1	11	3	3	1	7	CC5	I
1826	41	71	129	220	16	206	280	ST1826	III
1827	316	71	43	419	70	527	28	ST1827	III
1828	17	6	3	6	6	7	1	ST1828	II
1829	330	71	198	420	169	285	281	ST1829	III
1830	315	30	117	400	251	521	267	ST1830	III
1831	316	33	299	251	70	522	28	ST1831	III
1832	5	13	8	6	1	6	1	CC671	II
1833	5	10	3	21	5	523	6	CC901	II
1834	7	5	3	5	5	2	1	ST1834	II
1835	92	117	227	401	252	524	268	ST1835	III
1836	5	10	3	402	1	2	6	ST1836	II
1837	7	29	3	8	6	525	6	ST1837	II
1838	86	75	92	101	253	526	73	ST1838	IV
1839	11	1	4	38	2	39	5	CC429	I
1840	113	71	194	403	70	111	175	CC1840	III
