ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
6384	565	36	207	87	67	16	4	ST349 Cplx
6385	579	24	9	13	17	11	25	ST73 Cplx
6386	10	11	4	8	8	13	456	
6387	6	11	4	671	7	8	6	
6388	43	41	15	90	11	8	457	ST101 Cplx
6389	10	11	4	8	8	479	2	
6390	6	845	4	8	187	8	2	
6391	10	11	4	8	24	2	14	
6392	10	11	4	8	8	8	458	
6393	112	11	159	12	112	1	86	
6395	10	27	5	10	8	18	2	
6396	6	11	5	8	8	8	2	
6397	101	88	4	108	26	79	2	
6398	207	297	260	254	1	1	2	
6399	580	7	5	10	8	1	2	
6400	8	7	4	8	519	18	6	
6401	6	4	544	18	9	26	7	
6402	6	4	14	16	520	8	14	
6403	581	4	4	16	24	8	14	ST155 Cplx
6404	6	579	3	18	11	122	2	
6405	136	11	5	12	7	409	2	
6406	10	23	109	673	8	8	2	
6407	6	23	5	1	7	38	459	
6408	80	23	3	26	11	8	2	
6409	6	846	12	1	20	2	44	
6410	10	11	4	8	8	480	2	
6411	6	4	22	18	521	26	7	
6412	98	4	4	18	24	5	14	ST155 Cplx
6413	203	847	181	212	166	1	73	
6414	6	95	4	674	7	7	7	
6415	6	848	33	1	24	8	7	
6416	288	11	109	399	7	481	2	
6417	6	6	5	16	522	8	14	
6418	6	19	3	18	523	13	6	
6419	6	19	3	16	7	8	2	
6420	24	11	4	8	230	8	2	
6421	6	849	12	1	20	12	7	ST23 Cplx
6422	6	29	3	18	11	8	6	
6423	154	187	22	675	130	129	4	
6424	8	7	1	8	8	18	460	
6425	582	13	9	13	16	10	9	ST12 Cplx
6426	6	29	14	16	11	40	2	
6427	34	36	545	87	67	16	4	ST349 Cplx
6428	18	106	17	6	5	40	4	ST31 Cplx
6429	6	850	3	17	7	7	6	ST20 Cplx
6430	13	13	9	13	16	482	9	ST12 Cplx
6431	10	11	4	8	25	8	2	
6432	100	131	4	8	42	18	6	
6433	8	131	4	8	8	18	6	
6434	6	4	15	112	9	2	7	
6436	168	371	225	30	442	22	461	
6438	6	11	103	113	8	1	2	
6439	6	11	15	9	91	18	7	
6440	8	7	12	8	8	8	6	
6441	129	15	546	150	91	14	25	
6442	76	43	547	37	30	1	25	
6443	6	158	6	677	13	3	50	ST245 Cplx
6444	6	61	6	11	525	3	50	ST245 Cplx
6445	137	29	4	18	9	8	6	
6446	583	4	4	83	69	8	462	
6447	10	404	57	8	7	18	6	
6448	6	4	32	1	9	8	6	
6449	10	852	5	10	8	1	2	
6450	21	35	27	6	5	483	4	
6451	92	390	87	96	70	58	2	ST648 Cplx
6452	6	11	4	10	526	8	463	
6453	10	11	4	8	8	8	17	
6454	14	853	10	14	17	7	74	ST14 Cplx
6455	4	26	2	25	5	12	19	ST38 Cplx
6456	37	38	19	37	527	11	26	ST95 Cplx
6457	13	108	10	97	18	484	93	
6458	13	854	10	14	17	25	17	
6459	174	210	185	25	5	5	19	
6460	14	855	10	14	17	7	10	ST14 Cplx
6461	12	12	8	12	528	2	2	ST11 Cplx
6462	6	107	1	95	529	8	7	ST399 Cplx
6463	10	27	5	199	12	8	2	
6464	53	40	47	13	36	28	464	
6465	6	856	1	678	7	1	2	
6466	64	11	5	8	7	8	2	
6467	584	531	73	441	56	485	465	
6468	10	857	4	8	8	8	2	
6469	92	858	87	96	70	58	91	ST648 Cplx
6470	53	40	47	13	36	486	29	ST131 Cplx
6471	585	26	2	363	5	5	19	ST38 Cplx
6472	16	4	12	16	9	487	7	ST29 Cplx
6473	6	4	12	1	9	488	7	
6474	586	170	85	207	477	119	106	
6475	52	859	46	48	35	8	38	
6476	35	860	17	679	5	5	39	
6477	16	4	12	16	9	7	466	ST29 Cplx
6478	6	861	32	16	11	8	44	
6479	1	46	69	1	530	34	7	
6480	14	14	10	200	17	489	10	ST14 Cplx
6481	6	4	12	16	11	7	14	
6482	6	862	57	1	8	8	2	
6483	13	13	548	13	16	10	9	ST12 Cplx
6484	587	95	33	18	9	8	6	
6485	36	24	9	172	17	11	25	ST73 Cplx
6486	6	863	12	1	20	13	7	ST23 Cplx
6487	588	4	12	16	9	7	7	
6488	6	4	33	16	11	8	7	
6489	10	11	4	113	8	8	2	
6490	375	86	265	12	55	8	6	
6491	10	11	4	8	531	8	2	
6492	498	54	440	680	532	40	43	
6493	34	218	22	49	37	5	182	
6494	589	4	33	16	7	8	6	
6495	51	694	45	681	235	42	37	
6496	6	4	4	16	24	7	14	
6497	6	23	12	1	7	7	7	
6498	13	44	247	13	16	14	158	
6499	51	468	45	47	235	42	37	
6500	590	48	220	287	235	229	37	
6501	54	864	549	177	533	16	4	
6502	6	8	32	682	9	23	7	
6503	6	30	15	18	9	8	7	
6504	6	6	15	9	43	13	2	
6505	484	468	45	266	235	490	37	
6506	35	143	52	52	5	91	87	
6507	21	35	61	683	5	5	4	
6508	6	4	3	16	11	491	6	
6509	6	865	3	26	9	8	6	
6510	9	8	12	684	9	12	6	
6511	9	23	64	18	11	492	6	ST278 Cplx
6512	6	11	4	8	534	8	2	
6513	13	43	550	685	17	493	136	
6514	10	11	163	8	8	8	2	
6515	10	27	4	8	8	142	2	
6516	6	866	5	10	9	8	6	
6517	6	867	7	1	8	8	20	
6518	10	11	4	686	8	18	2	
6519	20	45	41	43	535	32	2	
6520	13	868	13	13	36	28	30	
6521	83	93	136	30	1	162	2	
6522	8	7	551	8	8	18	6	
6523	163	869	552	687	68	66	176	
6524	6	4	12	688	20	12	7	
6525	64	4	188	1	24	494	6	
6526	13	24	19	36	536	11	25	
6527	76	195	19	13	17	28	467	
6528	51	870	456	287	235	42	37	
6529	591	4	3	18	7	7	6	ST20 Cplx
6530	14	14	10	689	17	11	85	ST14 Cplx
6531	137	29	5	26	11	8	6	
6532	592	7	1	8	8	18	6	
6533	10	11	4	12	8	495	2	ST10 Cplx
6534	6	8	553	159	9	23	7	
6535	6	4	4	690	24	8	14	
6536	6	6	5	16	9	13	468	
6537	13	475	49	691	17	64	25	
6538	6	4	4	18	24	111	14	ST155 Cplx
6539	6	29	554	26	24	8	6	
6540	175	871	184	206	150	496	130	
6541	6	282	230	692	8	8	173	
6542	6	6	4	693	20	193	7	
6543	6	11	62	109	7	8	2	
6544	136	11	4	1	537	18	2	
6545	92	4	87	96	538	58	91	ST648 Cplx
6546	216	331	6	285	539	2	317	
6547	8	872	5	1	7	18	6	
6548	6	6	4	654	20	193	7	
6549	83	23	42	694	15	2	17	
6550	64	873	1	561	8	8	6	
6551	10	94	154	8	12	8	2	
6552	13	44	49	13	16	10	15	
6553	13	21	13	22	429	14	15	ST28 Cplx
6554	13	14	19	22	17	14	469	
6555	6	29	555	18	11	8	6	
6556	111	23	109	695	8	8	2	
6557	9	23	32	26	9	497	6	
6558	593	4	12	1	20	13	7	ST23 Cplx
6559	6	23	32	18	11	8	14	
6560	80	4	3	18	167	8	41	
6561	6	31	75	696	540	22	2	
6562	6	19	3	16	11	7	6	
6563	9	23	556	18	11	8	6	ST278 Cplx
6564	364	874	557	697	346	112	470	
6565	82	875	558	79	349	425	471	
6566	10	11	4	698	8	8	2	
6567	64	7	1	1	8	8	472	
6568	82	531	559	699	541	498	473	
6569	6	29	3	26	542	8	6	
6570	88	43	9	36	17	44	96	
6571	6	11	4	8	8	499	2	
6572	13	13	9	13	16	10	474	ST12 Cplx
6573	130	67	56	106	7	50	46	
6574	373	414	264	283	224	282	232	
6575	503	4	12	10	24	18	7	
6576	8	7	1	8	8	2	2	
6577	36	24	10	13	17	500	25	ST73 Cplx
6578	594	4	347	1	7	35	285	
6579	6	4	12	16	9	13	7	
6580	6	819	4	16	24	8	14	
6581	10	7	4	700	12	8	2	
6582	77	7	560	18	54	18	7	
6583	6	4	3	17	7	501	6	ST20 Cplx
6584	595	740	266	701	180	282	182	
6585	13	40	93	13	543	28	30	
6586	6	7	561	1	8	18	2	ST206 Cplx
6587	43	41	15	702	11	7	6	ST101 Cplx
6588	596	100	28	212	5	138	19	
6589	83	93	110	12	15	1	165	
6590	36	24	9	703	17	11	25	ST73 Cplx
6591	597	876	562	704	544	1	2	
6592	10	877	4	8	8	8	2	
6593	10	27	563	10	12	8	2	ST165 Cplx
6594	6	23	15	231	9	18	6	
6595	6	4	3	88	7	8	6	
6596	76	39	9	394	16	146	28	
6597	285	224	564	320	252	502	221	
6598	598	6	33	705	24	8	7	ST86 Cplx
6599	35	310	157	6	5	16	4	
6600	6	6	15	16	43	8	7	
6601	599	11	4	8	8	8	2	
6602	43	41	15	706	11	7	6	ST101 Cplx
6603	373	414	264	283	224	282	221	
6604	290	473	55	324	545	323	38	
6605	222	11	4	8	8	8	6	
6606	6	295	12	1	20	12	7	ST23 Cplx
6607	347	513	75	141	27	1	2	
6608	20	45	41	707	5	32	2	
6609	6	4	5	708	8	8	2	
6610	6	4	14	16	546	8	14	
6611	600	412	565	709	196	2	317	
6612	8	878	57	1	547	18	6	
6613	10	7	154	8	548	8	2	
6614	83	34	415	710	159	356	2	
6615	8	11	57	1	549	18	6	
6616	6	11	4	8	8	244	2	
6617	10	11	4	88	8	8	2	
6618	101	88	97	108	26	146	2	
6619	136	879	4	1	8	18	2	
6620	6	4	12	1	20	12	475	ST23 Cplx
6621	41	31	83	28	1	1	2	ST350 Cplx
6622	10	11	4	607	8	8	2	
6623	6	95	4	18	11	26	476	
6624	528	7	1	8	469	8	6	
6625	16	4	566	16	9	7	7	ST29 Cplx
6626	16	880	12	16	9	7	7	ST29 Cplx
6627	215	7	4	8	12	8	2	
6628	6	4	12	16	550	7	12	
6629	231	4	567	711	20	7	7	
6630	601	88	167	29	7	158	381	
6631	62	302	2	6	45	16	304	
6632	6	462	348	9	551	292	7	
6633	76	103	247	335	552	503	228	
6634	12	58	54	10	1	35	6	
6635	602	11	4	10	7	8	2	
6636	54	310	157	27	5	16	4	
6637	4	881	2	25	5	8	19	ST38 Cplx
6638	6	882	5	16	9	8	44	
6639	603	95	15	18	9	8	14	
6640	604	4	4	18	24	8	14	ST155 Cplx
6641	605	65	32	26	9	8	2	
6642	6	4	4	18	553	8	14	
6643	6	4	4	1	22	47	7	
6644	6	883	4	10	7	8	6	
6645	87	385	32	669	1	2	477	
6646	162	203	8	712	1	2	2	
6647	606	4	3	16	11	8	6	
6648	6	884	158	56	11	8	41	
6649	607	11	4	1	8	9	2	
6650	13	14	19	36	23	11	478	
6651	6	767	4	8	8	8	2	
6652	6	885	3	17	7	7	6	ST20 Cplx
6653	16	4	12	713	9	7	7	
6654	608	4	3	17	7	7	6	ST20 Cplx
6655	18	559	17	6	5	5	4	
6656	609	24	10	13	16	37	25	
6657	6	886	4	1	22	8	7	
6658	10	11	4	8	8	504	2	
6660	6	4	568	16	9	7	12	ST29 Cplx
6661	6	359	5	1	9	8	156	
6662	610	888	13	96	26	9	479	
6663	218	187	157	52	5	16	95	
6664	21	35	27	52	5	5	4	
6665	10	889	4	8	8	8	2	
6666	6	61	6	714	51	3	60	ST245 Cplx
6667	12	12	8	12	15	505	2	ST11 Cplx
6668	611	7	72	18	53	56	7	
6669	170	43	10	715	17	44	26	
6670	6	4	3	17	554	7	6	ST20 Cplx
6671	1	890	69	1	20	34	480	
6672	6	65	569	1	11	13	6	
6673	1	10	1	1	555	1	1	ST243 Cplx
6674	612	45	41	22	7	50	45	
6675	13	14	19	22	17	506	481	
6676	6	61	6	11	13	507	50	ST245 Cplx
6677	613	61	6	11	13	3	50	ST245 Cplx
6678	6	4	4	18	24	508	14	ST155 Cplx
6679	603	95	15	18	9	8	482	
6680	91	4	3	17	556	7	6	ST20 Cplx
6681	614	12	8	12	15	2	2	ST11 Cplx
6682	615	41	15	18	11	7	6	ST101 Cplx
6683	9	6	15	26	11	26	6	
6684	6	186	54	16	27	1	6	
6685	13	195	30	22	23	1	10	
6686	38	24	84	13	17	509	34	
6687	76	18	10	15	18	14	25	
6688	616	4	12	16	9	7	12	ST29 Cplx
6689	100	891	68	45	1	35	7	
6690	10	11	15	1	8	9	2	
6691	137	4	5	26	7	13	6	
6692	83	34	530	716	1	2	2	
6693	204	11	4	1	557	8	2	
6694	6	6	14	10	9	7	483	
6695	617	4	12	16	9	7	7	
6697	6	7	5	1	8	18	194	ST206 Cplx
6698	76	43	571	37	30	1	25	
6699	6	11	95	8	8	8	2	
6700	10	892	5	8	8	7	2	
6701	10	70	292	8	8	1	2	
6702	10	7	572	8	12	8	2	
6703	6	6	270	1	9	13	6	
6704	10	27	5	618	12	1	2	
6705	6	7	4	1	8	18	484	
6706	6	11	4	8	354	8	2	
6707	8	7	4	1	558	18	6	
6708	618	11	4	8	8	8	2	
6709	10	11	5	717	8	1	2	
6710	6	29	22	18	11	8	6	
6711	6	11	4	10	7	217	2	
6712	6	893	4	10	7	8	2	
6713	6	894	5	8	7	8	2	
6714	498	54	55	424	40	40	223	
6715	10	7	4	8	559	8	2	
6716	6	4	15	16	9	8	14	
6717	6	27	4	10	560	8	2	
6718	64	7	5	1	8	18	2	
6719	6	4	15	16	24	8	7	
6720	619	11	4	8	8	8	2	
6721	6	4	14	718	24	8	14	
6722	6	7	5	1	8	7	2	
6723	498	54	55	719	40	40	38	
6724	10	11	4	8	8	8	485	
6725	6	895	5	1	8	18	2	ST206 Cplx
6726	10	11	420	10	7	8	2	
6727	6	11	4	720	8	8	2	
6728	10	6	4	12	8	45	7	
6729	35	896	29	25	4	5	73	ST405 Cplx
6730	10	11	292	1	8	8	2	
6731	271	26	39	25	5	510	19	ST38 Cplx
6732	288	11	1	399	7	8	2	
6733	620	11	573	8	8	2	2	
6734	10	897	5	8	8	8	2	
6735	203	898	250	27	240	232	182	
6736	12	192	8	254	27	1	2	
6737	64	899	1	1	8	8	6	
6739	10	374	4	10	12	8	2	
6740	8	7	4	8	8	8	2	
6741	6	12	155	30	1	1	17	
6742	6	4	14	16	24	8	486	
6743	6	29	3	16	11	8	6	
6745	58	53	231	140	1	434	2	
6746	6	7	4	8	8	8	2	
6747	10	23	109	350	8	8	487	
6748	6	4	188	1	24	8	6	
6750	6	902	4	8	8	8	2	
6751	621	903	4	8	8	8	2	
6752	6	904	1	109	7	8	86	
6753	6	11	4	8	8	8	133	
6754	43	41	574	18	11	8	6	
6755	10	11	4	8	8	365	2	
6756	136	7	4	8	561	8	2	
6757	622	11	4	8	8	2	2	
6758	6	11	4	721	8	8	2	
6759	6	905	12	1	20	18	7	
6760	77	11	4	8	8	8	2	
6761	9	6	15	131	24	7	2	
6762	431	654	167	506	401	40	307	
6763	10	7	575	8	8	8	2	
6764	10	11	5	10	12	8	6	
6765	12	192	4	254	27	1	2	
6766	6	29	4	136	11	8	6	
6767	37	38	19	37	562	11	26	ST95 Cplx
6768	8	11	4	8	8	193	2	
6769	1	251	207	25	180	5	488	
6770	136	11	576	1	8	8	2	
6771	6	11	4	8	563	8	6	
6772	6	4	12	9	9	12	489	
6773	10	906	57	8	7	18	6	
6774	83	907	155	322	24	1	2	
6775	288	11	109	399	7	1	2	
6776	10	27	5	10	12	511	48	
6777	8	7	577	722	8	512	6	
6778	6	29	15	18	11	8	41	
6779	52	908	440	53	40	40	43	
6780	112	757	5	12	8	8	86	
6781	10	11	4	8	8	513	2	
6782	6	11	4	8	564	8	2	
6783	6	11	4	1	11	8	2	
6784	10	23	109	8	565	8	2	
6785	6	11	4	8	8	8	490	
6786	112	11	5	12	179	8	86	
6787	6	909	12	16	11	8	6	
6788	64	910	578	1	8	8	6	
6789	10	11	4	723	8	8	2	
6790	10	27	125	12	12	18	161	
6791	6	911	4	8	8	8	6	
6792	10	11	4	724	12	8	2	
6793	10	7	579	725	12	8	2	
6794	6	4	5	26	566	8	14	
6795	112	11	5	346	8	8	491	
6796	6	879	4	8	8	8	2	
6797	10	11	5	1	63	8	2	
6798	288	912	1	399	7	8	2	
6799	6	4	4	16	567	8	14	
6800	6	11	5	1	8	514	2	
6801	6	11	4	8	8	8	492	
6802	35	913	29	25	4	5	73	ST405 Cplx
6803	8	11	4	8	8	1	2	
6805	6	7	5	1	8	18	493	ST206 Cplx
6806	598	6	33	131	24	8	7	ST86 Cplx
6807	6	165	4	10	568	8	6	
6808	10	914	4	8	8	8	2	
6809	10	27	4	8	569	8	2	
6810	10	11	4	107	8	8	2	
6811	8	7	1	8	11	8	2	
6812	10	7	5	8	8	2	494	
6814	10	7	4	8	570	8	2	
6815	10	11	4	8	8	515	2	
6816	10	11	581	8	7	219	2	
6817	80	95	33	18	11	25	333	
6818	112	11	5	8	11	8	86	
6819	13	38	93	13	17	516	109	
6821	10	11	4	727	7	8	2	
6822	623	11	4	12	291	45	2	ST10 Cplx
6823	6	8	3	16	9	8	6	
6824	10	916	4	8	8	8	2	
6825	10	917	4	8	8	8	2	
6826	10	11	4	8	8	8	295	
6827	10	27	14	10	12	8	6	ST165 Cplx
6828	624	11	4	8	8	8	495	
6829	6	11	4	8	8	8	108	
6830	6	11	4	8	452	8	6	
6831	10	27	5	10	12	8	86	ST165 Cplx
6832	6	23	347	45	77	35	7	
6833	625	7	1	1	8	8	6	
6834	10	918	4	8	12	8	2	
6835	6	919	5	8	7	109	2	
6836	10	920	5	10	12	8	6	ST165 Cplx
6837	6	95	33	18	9	456	14	
6839	136	7	4	8	571	8	2	
6840	203	557	390	728	40	1	302	
6841	626	4	12	1	20	12	7	ST23 Cplx
6842	6	4	159	729	112	1	17	
6843	627	4	583	18	572	239	7	
6844	6	7	5	1	291	18	2	ST206 Cplx
6845	10	827	4	8	12	8	2	
6846	6	7	584	730	573	8	2	
6847	10	11	4	8	574	8	2	
6848	36	24	10	13	17	318	25	ST73 Cplx
6849	92	4	87	96	70	58	496	ST648 Cplx
6850	6	11	4	731	8	8	2	
6851	76	921	13	15	30	14	2	
6852	10	11	585	8	8	8	2	
6853	6	11	4	10	7	8	7	
6854	18	922	17	6	5	5	4	
6855	10	7	4	10	575	8	86	
6856	6	11	4	732	8	8	2	
6857	80	95	3	18	388	8	333	
6858	62	363	398	108	576	9	91	
6859	176	11	4	8	8	8	2	
6860	12	192	8	254	402	1	2	
6861	10	7	5	8	356	8	2	
6862	628	88	78	29	59	58	62	ST354 Cplx
6864	8	7	4	734	8	8	2	
6865	6	11	14	8	24	8	2	
6866	208	4	15	16	9	8	6	
6867	6	7	4	1	577	18	2	
6868	502	4	3	17	7	7	6	ST20 Cplx
6869	6	4	586	16	9	7	12	ST29 Cplx
6870	10	4	87	96	70	58	2	ST648 Cplx
6871	12	12	587	12	15	2	2	ST11 Cplx
6872	274	4	96	735	24	8	6	
6873	6	4	12	736	9	7	7	
6874	629	38	86	37	17	11	26	ST95 Cplx
6875	92	924	87	96	70	58	2	ST648 Cplx
6876	96	925	13	100	23	28	66	
6878	6	19	15	16	11	8	7	
6879	630	93	336	84	1	2	17	
6880	76	43	9	737	17	14	10	
6881	10	11	4	8	578	8	2	
6882	64	11	5	8	7	133	2	
6883	6	4	347	10	7	518	7	
6884	10	7	588	8	12	8	2	
6885	4	26	2	25	5	85	19	ST38 Cplx
6886	53	40	47	13	579	28	29	ST131 Cplx
6887	18	22	537	6	5	5	497	
6888	4	2	2	738	4	18	154	
6889	6	11	4	618	8	8	2	
6890	79	84	71	78	52	519	2	
6891	10	11	5	8	580	219	2	
6892	631	11	4	8	8	8	2	
6893	6	927	32	16	11	8	44	
6894	632	11	4	8	8	8	73	
6895	6	6	5	26	581	13	98	
6896	10	11	4	12	8	45	498	ST10 Cplx
6897	53	40	47	739	36	28	29	ST131 Cplx
6898	18	106	17	6	5	520	4	ST31 Cplx
6899	21	928	27	6	5	5	4	
6900	633	11	4	8	8	8	2	
6901	154	187	22	177	582	129	4	
6902	6	413	12	1	20	12	7	ST23 Cplx
6903	64	4	1	8	8	18	2	
6905	634	11	257	8	8	8	2	
6906	10	4	589	8	8	1	2	
6907	10	929	4	8	8	2	2	
6908	623	11	4	12	24	45	14	
6909	288	930	1	109	7	8	2	
6910	10	4	5	10	12	8	2	
6911	6	931	3	17	7	7	6	ST20 Cplx
6912	51	48	48	50	34	42	499	
6913	10	932	4	8	8	8	2	
6914	6	4	12	1	20	521	7	
6915	228	170	85	492	116	149	106	
6916	6	61	6	740	13	3	50	ST245 Cplx
6917	6	61	6	11	13	522	50	ST245 Cplx
6918	6	61	6	11	13	3	500	ST245 Cplx
6919	11	933	7	1	14	7	7	ST152 Cplx
6920	6	4	12	10	11	8	7	
6921	6	29	32	16	11	523	14	ST156 Cplx
6922	88	934	19	36	23	44	26	
6923	6	11	590	8	8	8	2	
6925	635	11	4	8	8	8	2	
6926	636	11	4	8	8	8	2	
6927	10	11	4	8	583	8	2	
6928	111	220	109	8	8	8	2	
6929	10	11	4	8	8	8	501	
6930	6	11	4	741	584	8	2	
6931	10	11	4	12	8	524	2	ST10 Cplx
6932	10	936	57	8	7	18	6	
6933	10	378	4	250	8	8	2	
6934	6	11	4	742	8	8	2	
6936	375	329	1	8	7	525	2	
6937	10	11	128	8	8	8	2	
6938	8	11	1	8	8	18	6	
6939	12	12	8	12	585	2	2	ST11 Cplx
6940	10	938	4	8	8	8	2	
6941	637	46	69	9	7	7	7	
6942	6	4	5	561	11	8	6	
6943	6	11	4	8	586	8	2	
6944	6	19	3	18	587	2	6	
6945	38	301	591	36	18	1	25	
6946	13	566	10	13	16	25	25	
6947	13	939	10	14	17	94	10	
6948	13	940	19	36	17	25	10	
6949	36	43	247	13	23	11	26	
6950	76	13	190	36	17	30	25	
6951	36	24	592	22	18	10	203	
6952	13	14	10	14	238	94	318	
6953	13	437	13	362	588	14	15	ST28 Cplx
6954	10	7	1	743	8	8	6	
6955	638	5	4	8	8	8	2	
6956	12	12	8	744	15	2	2	ST11 Cplx
6957	6	135	593	16	9	7	7	
6958	203	3	234	6	5	16	302	
6959	639	302	594	259	5	16	183	
6960	6	4	12	1	20	526	7	
6961	79	302	61	259	589	1	4	
6962	218	941	75	140	590	1	17	
6963	208	31	5	745	1	1	2	
6964	640	942	300	155	118	16	107	
6965	35	3	58	746	5	16	4	
6966	4	557	250	747	213	1	182	
6967	83	260	176	12	591	22	295	
6968	83	12	595	12	112	1	2	
6969	87	19	596	140	1	187	138	
6970	641	210	28	314	45	16	95	
6971	203	3	234	748	5	16	302	
6972	12	519	176	749	201	2	502	
6973	233	943	157	342	5	16	107	
6974	642	160	185	6	592	5	19	
6975	6	330	597	54	324	162	42	
6976	83	260	176	12	15	1	138	
6977	80	192	120	45	159	1	2	
6978	10	944	4	8	8	8	2	
6979	6	4	4	16	593	8	6	
6980	643	23	7	45	7	35	503	
6981	6	4	4	231	7	8	7	
6982	91	945	4	750	594	527	504	
6983	10	11	463	8	8	23	2	
6984	6	4	12	16	9	8	6	
6985	9	946	64	751	11	8	6	
6986	100	947	7	45	7	3	7	
6987	6	4	4	18	595	8	14	
6988	644	61	6	11	13	3	50	ST245 Cplx
6989	100	80	68	45	7	7	7	
6990	10	11	4	1	596	8	2	
6991	13	948	19	36	23	11	10	
6992	9	8	15	18	7	8	6	
6993	595	35	390	6	5	16	91	
6994	63	29	3	26	9	8	7	
6995	52	116	55	101	35	18	38	
6996	13	21	13	22	17	528	15	ST28 Cplx
6997	6	949	32	16	11	8	14	
6998	13	39	9	22	238	37	25	
6999	645	38	19	37	17	11	26	ST95 Cplx
7000	646	4	12	1	20	18	7	
7001	96	40	13	100	23	529	66	
7002	647	4	1	5	1	530	51	
7003	648	11	4	752	8	8	2	
7004	10	11	4	753	8	8	2	
7005	12	12	8	754	15	2	2	ST11 Cplx
7006	12	12	598	12	15	2	2	ST11 Cplx
7007	12	12	599	12	15	2	2	ST11 Cplx
7008	100	291	251	63	5	5	91	
7009	57	11	1	109	7	8	42	
7010	6	4	600	16	7	8	7	
7011	10	11	4	8	8	531	2	
7012	6	4	12	16	9	532	12	
7013	10	27	125	12	12	18	2	
7014	10	374	5	10	12	8	2	ST165 Cplx
7015	10	11	4	405	8	8	247	
7016	649	4	5	83	8	8	6	
7017	34	950	28	25	28	16	4	
7018	10	951	4	8	12	35	2	
7019	12	662	8	12	528	2	2	ST11 Cplx
7020	6	23	5	18	11	8	6	
7021	12	12	8	755	15	2	2	ST11 Cplx
7022	10	952	4	8	8	2	2	
7023	80	11	5	756	597	1	6	
7024	29	953	8	12	15	2	2	ST11 Cplx
7025	6	7	5	1	8	35	2	ST206 Cplx
7026	6	95	601	18	9	8	14	
7027	650	11	602	1	8	8	2	
7028	12	12	8	12	15	533	2	ST11 Cplx
7029	4	2	2	4	4	4	83	
7030	290	54	55	324	35	7	2	
7031	19	23	51	757	21	2	16	ST32 Cplx
7032	6	29	3	88	11	8	7	
7033	10	4	603	8	8	13	73	
7034	9	19	3	18	9	13	6	
7035	8	4	4	8	8	8	6	
7036	526	7	1	1	8	71	6	
7038	92	954	87	96	70	58	2	ST648 Cplx
7039	6	61	6	11	13	3	505	ST245 Cplx
7040	6	29	12	16	11	8	506	
7042	20	45	207	370	17	534	4	
7043	11	63	7	758	14	7	7	ST152 Cplx
7044	1	10	1	1	1	535	1	ST243 Cplx
7045	652	4	5	16	7	193	14	
7046	6	7	5	759	8	18	2	ST206 Cplx
7047	6	4	325	18	24	7	6	
7048	6	196	1	1	8	8	20	
7049	6	761	3	17	7	7	6	ST20 Cplx
7050	10	11	5	8	8	1	2	
7051	653	19	270	26	11	8	7	
7052	10	7	4	760	12	35	2	
7053	654	84	71	78	52	57	2	
7054	6	7	4	1	598	8	2	
7055	655	7	1	8	8	8	2	
7056	656	955	55	761	599	40	38	
7057	623	7	4	12	8	45	2	ST10 Cplx
7058	10	23	109	8	8	8	6	
7059	657	684	55	319	401	40	307	
7060	6	4	5	16	24	1	14	
7063	35	3	234	6	5	16	4	
7064	10	956	109	8	8	8	2	
7068	10	11	4	762	8	8	2	
7069	112	11	5	12	8	8	6	
7070	660	958	176	24	367	1	2	
7071	410	959	188	83	7	8	6	
7072	661	960	83	28	1	1	2	ST350 Cplx
7073	127	161	75	141	27	1	2	
7074	8	7	4	8	8	536	6	
7075	6	4	1	95	69	8	6	
7076	662	271	398	29	70	146	167	
7077	10	11	4	744	8	7	2	
7078	77	7	7	18	602	18	7	
7079	10	11	164	8	80	8	2	
7080	10	632	5	10	12	8	49	ST165 Cplx
7081	6	29	33	16	11	8	6	
7082	663	61	6	11	13	3	50	ST245 Cplx
7083	120	54	46	48	532	40	38	
7084	6	961	12	16	9	192	12	
7085	10	11	605	8	8	8	2	
7086	6	962	14	16	24	8	14	
7087	10	27	5	10	603	8	2	
7088	6	4	4	18	24	514	14	ST155 Cplx
7089	6	4	345	17	7	7	6	ST20 Cplx
7090	34	963	39	87	67	16	4	ST349 Cplx
7091	272	196	4	505	8	18	2	
7092	13	38	19	13	30	537	29	
7093	9	4	32	185	24	13	7	
7094	511	65	4	187	24	8	41	
7095	1	107	7	11	604	3	7	
7096	10	11	4	763	8	8	2	
7097	8	7	1	223	8	8	2	
7098	6	29	606	18	11	8	2	
7099	64	964	1	1	8	8	6	
7100	9	23	5	1	522	8	381	
7101	10	11	4	140	8	2	2	
7102	146	965	300	155	118	538	107	
7103	8	7	4	8	8	512	507	
7104	6	23	32	1	9	8	7	
7105	6	474	484	109	605	1	2	
7106	10	11	4	764	12	8	2	
7107	9	6	33	765	24	8	7	ST86 Cplx
7108	6	11	4	8	8	222	2	
7109	664	23	109	8	8	8	2	
7110	8	7	1	8	8	8	508	
7111	10	11	4	8	274	8	42	
7112	665	531	607	766	56	425	509	
7113	6	897	5	8	8	8	2	
7114	10	11	125	8	8	8	510	
7115	8	7	5	1	8	539	2	
7116	6	23	608	16	9	35	6	
7117	6	4	14	16	24	12	14	ST155 Cplx
7118	336	966	75	140	27	178	511	
7119	6	4	609	16	24	8	14	
7120	112	11	5	12	354	8	86	
7121	10	7	5	8	606	8	2	
7122	623	11	4	12	8	45	2	ST10 Cplx
