ST	AAT1a	ACC1	ADP1	MPIb	SYA1	VPS13	ZWF1b	clonal_complex
1603	8	3	6	4	34	13	119	
1604	9	32	4	28	34	94	15	
1605	11	8	6	4	34	13	119	
1606	11	8	6	4	34	24	119	
1607	11	8	6	4	34	60	35	
1608	11	8	6	4	34	60	119	
1609	11	26	6	4	34	13	119	
1610	11	26	6	4	34	13	130	
1611	11	26	6	4	34	60	35	
1612	11	26	6	4	34	60	130	
1613	11	26	6	4	34	112	119	
1614	13	32	4	28	34	27	15	
1615	21	2	10	19	27	83	22	
1616	21	8	21	19	27	83	22	
1617	21	14	21	4	79	47	12	
1618	21	17	4	19	27	83	22	
1619	21	17	21	19	30	83	22	
1620	24	3	6	4	31	45	13	
1621	55	7	6	3	6	45	22	
1622	55	14	4	3	6	45	22	
1623	55	14	4	3	34	45	15	
1624	55	14	4	9	6	45	15	
1625	55	14	4	14	6	45	15	
1626	55	14	21	3	6	45	15	
1627	60	13	6	1	7	11	15	
1628	62	3	43	3	67	115	95	
1629	70	14	8	4	7	3	15	
1630	70	14	8	4	63	13	8	
1631	74	7	16	7	34	19	14	
1632	77	3	4	3	34	45	15	
1633	80	3	6	34	58	45	13	
1634	80	7	15	6	61	105	22	
1635	80	8	6	6	2	118	66	
1636	14	14	8	4	34	3	8	
1637	55	14	4	82	6	45	15	
1638	13	7	6	4	2	126	161	
1639	62	3	3	3	3	3	95	
1640	2	5	5	2	7	187	162	
1641	10	14	8	4	7	10	22	
1642	58	14	8	4	50	10	8	
1643	13	10	15	6	7	55	15	
1644	58	14	8	4	2	10	8	
1645	14	7	8	4	7	13	8	
1646	21	17	21	19	53	83	22	
1647	44	7	6	4	7	3	8	
1648	8	3	2	4	2	6	5	
1649	8	3	2	2	2	6	5	
1650	3	3	5	3	57	3	6	
1651	2	2	5	2	2	63	20	
1652	32	3	43	3	3	32	94	
1653	5	5	5	2	2	78	5	
1654	4	7	4	4	4	41	4	
1655	3	7	6	4	99	32	12	
1656	28	14	21	4	34	126	15	
1657	13	6	10	6	7	32	15	
1658	33	7	6	2	106	86	15	
1659	2	2	2	2	2	24	5	
1660	3	5	5	2	2	76	5	
1661	40	24	41	21	4	76	27	
1662	3	26	6	4	34	60	55	
1663	4	5	4	4	139	26	4	
1664	4	5	6	2	2	106	5	
1665	5	27	37	4	34	105	12	
1666	4	2	14	4	139	41	67	
1667	8	14	8	4	56	10	8	
1668	14	14	30	4	56	3	8	
1669	36	2	6	4	49	41	4	
1670	8	7	6	4	56	3	118	
1671	4	19	6	4	61	15	201	
1672	4	60	6	4	4	41	4	
1673	2	3	10	2	2	94	2	
1674	13	3	6	34	62	8	47	
1675	8	3	6	4	46	13	22	
1676	4	3	65	4	7	26	20	
1677	4	60	4	4	34	26	4	
1678	14	14	8	4	146	44	89	
1679	4	7	16	9	97	19	14	
1680	28	14	38	102	31	47	15	
1681	13	10	137	6	84	32	15	
1682	4	31	6	4	61	15	201	
1683	62	3	3	3	26	16	95	
1684	28	14	38	2	106	122	15	
1685	67	3	10	1	6	8	20	
1686	11	8	4	3	7	19	4	
1687	55	14	6	109	43	31	15	
1688	15	7	16	7	13	19	213	
1689	34	29	6	4	157	13	22	
1690	14	7	6	28	96	37	3	
1691	54	3	10	36	83	203	10	
1692	13	32	15	18	58	68	214	
1693	13	3	37	2	38	204	12	
1694	34	3	6	3	2	100	215	
1695	34	3	5	3	97	100	216	
1696	59	31	21	2	68	205	159	
1697	1	2	10	2	80	206	15	
1698	54	31	10	36	94	113	111	
1699	74	32	100	28	4	29	214	
1700	34	3	5	3	57	100	6	
1701	13	3	37	2	38	116	12	
1702	53	31	101	36	83	113	111	
1703	58	14	102	6	158	105	217	
1704	2	3	5	2	2	6	12	
1705	60	13	21	1	7	11	15	
1706	74	7	16	110	13	19	14	
1707	62	32	40	7	120	138	15	
1708	62	3	3	9	3	16	95	
1709	24	31	10	36	83	32	111	
1710	24	3	5	3	57	7	6	
1711	6	3	21	50	27	45	13	
1712	11	8	6	4	34	112	119	
1713	11	3	6	4	34	24	130	
1714	34	3	6	3	57	207	218	
1715	60	32	6	1	7	162	15	
1716	5	4	103	111	7	65	6	
1717	92	32	3	3	12	100	95	
1718	122	81	6	3	6	3	3	
1719	54	31	10	36	98	113	111	
1720	11	26	6	4	34	10	119	
1721	23	3	5	3	57	100	219	
1722	23	2	5	3	2	100	6	
1723	54	31	10	36	83	113	10	
1724	54	31	10	36	83	32	111	
1725	11	26	6	4	34	208	119	
1726	10	7	21	28	67	141	108	
1727	54	31	10	36	159	105	111	
1728	11	26	6	4	83	60	119	
1729	23	3	5	3	57	141	6	
1730	21	23	21	19	27	83	22	
1731	5	4	24	3	7	60	119	
1732	11	26	6	4	34	45	119	
1733	13	10	15	6	7	160	119	
1734	8	31	21	34	7	74	5	
1735	11	26	6	4	34	31	119	
1736	59	15	21	2	80	108	15	
1737	4	7	16	110	13	19	14	
1738	59	2	6	2	80	108	15	
1739	54	31	10	112	83	113	111	
1740	5	32	21	34	2	55	5	
1741	2	2	5	2	2	6	16	
1742	24	3	2	3	2	100	6	
1743	54	31	10	36	94	32	111	
1744	131	14	6	6	4	20	15	
1745	4	5	15	6	61	59	112	
1746	54	31	6	28	96	37	3	
1747	62	12	21	4	24	30	4	
1748	11	14	6	4	34	60	119	
1749	24	31	10	36	94	113	111	
1750	3	5	5	4	2	6	30	
1751	60	7	21	1	7	11	15	
1752	21	17	21	19	27	83	5	
1753	23	3	6	9	57	100	6	
1754	55	3	4	3	6	45	15	
1755	55	7	4	3	6	45	15	
1756	10	46	21	28	3	141	108	
1757	54	3	10	36	94	113	111	
1758	34	3	5	3	97	100	6	
1759	53	3	10	36	94	113	111	
1760	5	32	21	34	50	74	5	
1761	1	7	15	6	119	105	112	
1762	53	31	10	36	94	113	111	
1763	6	3	15	2	34	68	47	
1764	8	26	6	4	34	60	119	
1765	36	4	4	1	4	26	4	
1766	8	3	6	4	7	3	35	
1767	3	3	10	3	26	39	95	
1768	13	7	15	60	34	37	12	
1769	13	7	15	60	34	37	15	
1770	4	7	25	41	160	118	6	
1771	43	14	6	4	7	3	8	
1772	35	17	4	61	4	26	4	
1773	131	81	103	112	160	208	219	
1774	2	5	2	9	2	21	5	
1775	11	5	20	9	43	209	15	
1776	35	7	4	113	34	4	221	
1777	21	14	17	2	161	213	117	
1778	2	5	2	2	2	5	2	
1779	4	35	6	4	61	29	201	
1780	2	5	2	2	2	20	2	
1781	39	13	6	4	61	29	201	
1782	2	5	5	28	2	121	5	
1783	8	2	2	2	6	2	19	
1784	2	2	5	2	2	190	5	
1785	8	2	5	2	2	190	5	
1786	3	2	25	18	73	120	6	
1787	3	2	39	18	73	120	6	
1788	21	46	21	4	162	113	12	
1789	21	82	6	14	163	105	12	
1790	1	47	104	5	2	109	22	
1791	55	7	6	3	6	45	15	
1792	5	32	21	34	7	74	12	
1793	3	3	21	50	27	45	13	
1794	21	17	6	19	27	83	22	
1795	25	7	6	3	75	27	37	
1796	1	7	15	6	34	105	112	
1797	21	7	10	4	162	113	12	
1798	60	77	104	100	7	214	202	
1799	61	81	103	112	160	208	219	
1800	21	26	14	18	76	216	222	
1801	2	5	105	2	2	215	20	
1802	60	7	104	100	7	210	202	
1803	2	3	5	2	2	211	25	
1804	21	26	14	18	76	212	220	
1805	2	5	105	2	2	211	20	
1806	35	70	40	113	34	4	221	
1807	24	2	106	9	166	214	14	
1808	11	26	4	3	166	4	222	
1809	4	7	65	114	167	26	223	
1810	96	3	3	3	67	215	224	
1811	122	86	6	115	164	20	45	
1812	101	3	2	116	2	20	16	
1813	74	14	6	116	52	4	225	
1814	101	2	5	116	2	6	5	
1815	4	83	14	114	4	26	4	
1816	132	3	5	9	2	216	31	
1817	3	2	5	117	2	20	5	
1818	2	2	5	61	2	20	2	
1819	2	5	5	118	2	103	2	
1820	13	13	83	6	50	32	15	
1821	13	2	20	119	24	69	22	
1822	24	13	6	61	7	217	226	
1823	8	7	30	61	7	13	8	
1824	133	3	10	120	38	46	12	
1825	62	3	3	52	3	39	107	
1826	36	7	4	61	49	26	4	
1827	60	10	21	1	7	218	15	
1828	58	14	8	61	7	3	8	
1829	14	14	8	61	7	10	8	
1830	13	7	15	6	7	55	15	
1831	59	17	21	2	80	205	15	
1832	4	84	15	2	62	133	58	
1833	80	14	21	4	76	105	15	
1834	5	28	10	34	50	74	27	
1835	80	3	10	4	34	74	19	
1836	80	3	10	121	50	74	227	
1837	71	3	21	4	75	30	4	
1838	1	3	4	34	82	73	112	
1839	111	14	6	27	52	6	4	
1840	80	14	4	3	165	45	15	
1841	134	5	6	6	43	69	22	
1842	82	2	6	6	30	32	22	
1843	13	17	10	19	53	83	22	
1844	4	17	21	19	27	219	22	
1845	13	80	6	3	7	105	12	
1846	11	3	6	3	2	6	5	
1847	5	3	6	9	2	27	149	
1848	80	3	5	9	2	6	5	
1849	5	5	5	9	2	6	5	
1850	5	5	6	9	2	6	5	
1851	15	17	21	4	27	83	22	
1852	8	85	10	122	7	55	59	
1853	13	5	6	27	93	20	15	
1854	13	3	21	12	38	220	12	
1855	13	26	25	9	38	65	12	
1856	13	7	6	27	76	8	112	
1857	9	19	4	14	2	37	18	
1858	2	5	5	9	168	6	5	
1859	2	78	2	9	2	6	5	
1860	13	17	107	3	6	221	6	
1861	13	10	108	6	42	37	15	
1862	3	3	37	27	38	46	12	
1863	8	7	6	4	7	10	8	
1864	28	3	38	2	78	122	15	
1865	13	80	6	108	7	105	12	
1866	135	26	6	4	34	60	35	
1867	2	3	90	9	2	6	5	
1868	2	26	5	9	2	24	5	
1869	2	5	5	9	2	6	65	
1870	2	5	2	9	2	222	5	
1871	55	14	4	3	6	45	12	
1872	2	2	2	9	2	6	5	
1873	1	7	15	4	61	105	148	
1874	5	32	21	34	7	223	5	
1875	33	7	32	26	2	224	48	
1876	4	7	4	2	6	41	15	
1877	2	3	21	9	7	11	5	
1878	60	7	5	4	2	6	15	
1879	24	14	6	34	64	20	8	
1880	33	7	109	26	2	61	48	
1881	2	5	110	9	2	6	5	
1882	2	3	11	9	2	6	5	
1883	53	3	10	36	169	113	111	
1884	4	4	6	2	96	111	12	
1885	59	5	21	28	2	20	15	
1886	2	2	5	2	170	6	5	
1887	2	3	90	9	2	190	5	
1888	11	26	112	4	34	60	119	
1889	4	26	48	18	31	111	15	
1890	53	32	3	9	12	100	95	
1891	13	80	6	108	7	20	12	
1892	4	29	4	7	6	41	15	
1893	114	7	6	5	34	225	22	
1894	4	4	6	2	49	11	15	
1895	1	3	4	3	7	73	112	
1896	60	10	21	1	56	11	139	
1897	100	14	8	4	7	10	8	
1898	14	3	8	4	7	3	228	
1899	5	13	6	34	7	74	5	
1900	4	35	6	4	61	29	229	
1901	55	14	14	3	6	45	15	
1902	59	5	21	2	171	108	15	
1903	14	3	8	4	34	3	22	
1904	10	47	21	28	3	141	108	
1905	92	13	10	3	12	100	95	
1906	3	3	2	3	2	100	152	
1907	13	10	6	2	2	47	22	
1908	55	14	14	9	6	45	15	
1909	8	14	8	4	7	3	22	
1910	14	14	8	4	34	10	22	
1911	59	88	21	27	80	108	15	
1912	8	7	6	4	34	10	22	
1913	55	14	4	3	6	45	47	
1914	13	10	113	6	1	37	15	
1915	136	26	6	4	34	60	119	
1916	136	26	6	4	34	60	230	
1917	60	10	114	4	42	55	15	
1918	5	32	10	34	34	74	5	
1919	107	89	6	28	7	226	14	
1920	11	26	6	4	34	227	119	
1921	13	80	6	19	2	105	12	
1922	3	3	5	3	57	100	12	
1923	5	32	21	34	7	228	5	
1924	4	35	6	4	61	29	231	
1925	2	5	5	9	2	24	232	
1926	13	90	6	108	7	55	233	
1927	87	89	6	28	34	226	14	
1928	50	14	115	3	6	45	15	
1929	4	8	6	14	172	13	5	
1930	5	3	5	9	173	229	5	
1931	29	7	4	3	43	230	12	
1932	29	7	6	3	43	230	12	
1933	3	3	21	50	27	109	13	
1934	80	7	6	3	6	27	37	
1935	50	3	6	3	6	45	15	
1936	13	3	4	34	62	231	47	
1937	13	80	6	108	7	232	12	
1938	5	9	6	123	7	233	234	
1939	13	90	6	108	7	105	12	
1940	28	64	21	4	42	10	15	
1941	53	46	116	2	60	113	235	
1942	13	80	6	108	2	20	12	
1943	28	7	21	4	2	11	15	
1944	28	7	21	4	7	11	15	
1945	1	7	15	6	174	234	3	
1946	59	5	21	4	80	108	15	
1947	8	3	90	9	2	6	5	
1948	33	10	6	35	6	109	12	
1949	2	78	5	9	2	6	16	
1950	137	3	6	28	175	122	112	
1951	55	14	4	54	34	45	15	
1952	13	13	15	6	7	37	15	
1953	13	7	10	6	7	37	139	
1954	1	58	21	1	1	1	90	
1955	6	10	15	6	2	37	15	
1956	13	80	6	108	176	105	12	
1957	4	10	14	28	30	235	160	
1958	5	32	21	6	82	236	5	
1959	6	3	21	4	38	237	13	
1960	138	22	6	21	112	109	22	
1961	13	7	15	6	7	32	12	
1962	8	14	8	4	7	100	22	
1963	3	3	5	3	57	10	6	
1964	33	32	5	2	156	202	8	
1965	13	10	15	6	7	37	212	
1966	4	3	48	18	31	111	15	
1967	4	26	48	18	31	32	15	
1968	13	3	10	4	53	3	162	
1969	6	3	21	4	27	109	13	
1970	2	32	10	6	7	74	5	
1971	5	32	21	6	82	74	5	
1972	6	3	21	65	26	32	12	
1973	14	14	6	4	7	10	8	
1974	2	3	21	50	27	109	5	
1975	6	3	37	2	26	32	12	
1976	8	3	30	4	2	10	8	
1977	11	3	6	4	34	60	119	
1978	8	14	3	4	7	10	8	
1979	43	3	6	4	2	10	8	
1980	2	14	5	2	2	21	5	
1981	110	3	3	14	3	48	107	
1982	139	23	6	124	126	20	4	
1983	4	8	21	19	53	238	22	
1984	43	7	8	4	7	10	8	
1985	8	3	30	4	42	3	8	
1986	8	3	8	4	34	10	8	
1987	62	12	21	1	6	239	4	
1988	44	3	30	4	7	10	8	
1989	24	8	53	125	126	53	22	
1990	117	9	4	4	7	45	13	
1991	13	3	4	4	7	45	13	
1992	21	8	117	2	28	47	22	
1993	8	3	30	4	7	10	8	
1994	8	3	6	4	50	10	8	
1995	44	14	30	4	7	10	8	
1996	6	3	82	2	177	116	12	
1997	5	32	10	34	7	55	5	
1998	4	4	118	2	96	32	15	
1999	11	26	119	4	34	24	119	
2000	20	5	38	2	2	132	49	
2001	140	54	120	1	2	55	33	
2002	141	54	120	86	2	55	5	
2003	5	3	5	126	93	6	14	
2004	5	3	21	127	7	55	5	
2005	5	3	21	128	7	55	5	
2006	1	7	15	6	61	240	112	
2007	25	7	5	3	6	241	236	
2008	3	3	21	129	27	109	13	
2009	2	3	5	9	2	241	5	
2010	58	47	4	5	105	23	109	
2011	60	10	21	86	7	55	15	
2012	5	32	21	34	7	55	33	
2013	47	26	103	35	162	200	8	
2014	117	32	21	34	2	55	5	
2015	126	8	6	78	154	27	3	
2016	4	7	6	2	2	205	15	
2017	4	10	21	19	27	83	22	
2018	13	8	10	106	34	45	6	
2019	13	13	4	28	34	27	15	
2020	13	13	14	6	7	37	22	
2021	24	3	5	3	6	100	6	
2022	13	7	15	124	120	37	15	
2023	31	23	5	2	2	24	30	
2024	5	23	5	2	2	25	97	
2025	5	2	6	2	2	24	30	
2026	4	17	21	19	27	135	22	
2027	2	2	6	9	2	7	5	
2028	5	7	10	34	7	55	5	
2029	5	32	10	34	7	55	20	
2030	2	78	5	2	2	6	5	
2031	35	4	4	4	4	26	84	
2032	4	4	4	4	4	41	84	
2033	35	7	4	4	4	35	87	
2034	112	2	6	2	2	6	12	
2035	142	2	6	6	2	6	12	
2036	36	4	4	4	4	26	87	
2037	28	3	38	4	178	122	15	
2038	2	2	5	2	2	242	5	
2039	60	7	40	1	7	11	15	
2040	60	7	21	1	7	114	15	
2041	36	2	4	4	4	4	144	
2042	8	3	5	2	2	5	5	
2043	8	3	5	2	2	6	5	
2044	28	7	38	65	106	122	15	
2045	28	7	38	2	106	122	15	
2046	2	3	2	65	2	6	5	
2047	2	3	2	31	2	27	5	
2048	77	7	6	9	34	45	161	
2049	77	7	6	9	34	45	12	
2050	14	13	26	9	116	55	35	
2051	24	7	6	9	34	45	35	
2052	13	7	6	4	147	55	60	
2053	24	7	6	9	34	45	60	
2054	33	7	6	14	34	45	60	
2055	3	3	2	4	2	58	20	
2056	24	7	6	9	34	121	60	
2057	4	7	6	14	76	42	12	
2058	13	43	121	4	34	55	161	
2059	13	3	6	9	147	58	60	
2060	4	8	26	19	53	13	22	
2061	13	13	6	4	34	55	12	
2062	13	9	6	114	147	55	68	
2063	2	3	2	2	2	6	20	
2064	60	7	21	1	6	126	15	
2065	8	7	8	4	7	3	35	
2066	36	2	14	4	4	26	98	
2067	36	2	14	4	4	26	4	
2068	36	2	14	4	34	26	4	
2069	36	2	14	4	180	26	4	
2070	13	26	14	18	72	102	84	
2071	13	26	14	18	72	86	84	
2072	36	2	6	63	4	4	4	
2073	36	4	4	4	4	26	18	
2074	36	2	14	4	4	244	4	
2075	92	32	3	14	12	100	95	
2076	35	4	4	4	4	243	87	
2077	14	14	8	4	7	10	159	
2078	55	7	14	3	6	45	15	
2079	43	7	30	4	179	10	159	
2080	54	7	30	4	179	10	159	
2081	58	7	30	4	179	10	159	
2082	8	7	30	4	179	10	8	
2083	70	7	30	4	179	3	8	
2084	96	3	3	3	3	48	95	
2085	3	2	5	9	2	20	5	
2086	21	26	14	18	72	86	55	
2087	35	7	14	4	4	26	4	
2088	13	8	21	106	181	45	6	
2089	29	2	6	9	26	45	20	
2090	8	7	6	9	24	45	12	
2091	5	45	6	123	174	233	44	
2092	14	3	8	4	7	3	8	
2093	2	5	122	2	2	6	5	
2094	62	3	3	9	3	39	95	
2095	70	7	8	4	34	10	35	
2096	70	14	8	4	2	13	8	
2097	60	10	21	1	1	11	15	
2098	6	3	123	2	38	46	12	
2099	137	3	6	28	175	122	8	
2100	14	7	6	4	2	13	35	
2101	23	3	2	3	57	100	6	
2102	13	89	6	108	7	105	12	
2103	70	7	8	4	2	3	8	
2104	39	22	6	130	64	53	15	
2105	6	3	37	2	38	46	237	
2106	13	10	15	4	7	32	15	
2107	4	13	6	4	61	29	201	
2108	35	4	4	4	4	41	4	
2109	4	82	6	4	61	32	201	
2110	35	4	4	4	49	4	4	
2111	2	3	6	2	2	5	5	
2112	2	5	5	2	2	5	12	
2113	60	7	21	1	50	11	15	
2114	35	4	4	4	4	4	26	
2115	4	35	6	4	61	15	5	
2116	60	7	21	1	7	55	15	
2117	5	3	5	2	2	20	5	
2118	2	77	5	31	2	3	5	
2119	13	10	15	6	7	55	12	
2120	4	2	4	4	34	4	204	
2121	2	2	5	2	2	24	12	
2122	31	3	5	2	2	21	5	
2123	71	13	6	1	7	218	15	
2124	55	3	6	3	6	45	15	
2125	4	7	4	4	4	244	4	
2126	120	5	5	4	2	20	5	
2127	107	12	21	5	6	4	22	
2128	2	2	5	4	2	24	12	
2129	4	7	14	4	134	4	4	
2130	14	7	8	4	7	3	8	
2131	31	5	5	2	2	24	12	
2132	13	7	15	6	7	37	22	
2133	122	5	6	6	64	20	4	
2134	8	5	5	2	2	6	19	
2135	36	2	14	4	49	41	4	
2136	2	5	5	4	2	24	16	
2137	2	5	5	2	2	6	65	
2138	2	5	5	31	2	94	63	
2139	2	5	6	31	2	25	65	
2140	2	5	5	31	2	21	5	
2141	13	3	37	55	38	46	12	
2142	4	7	4	4	4	4	18	
2143	8	14	8	4	7	13	22	
2144	107	12	21	1	6	59	4	
2145	8	14	6	4	42	3	8	
2146	35	29	4	4	4	4	72	
2147	62	58	21	5	6	30	4	
2148	4	29	6	18	64	53	15	
2149	6	5	23	9	182	27	5	
2150	4	7	4	4	4	117	4	
2151	8	3	124	4	7	3	8	
2152	8	14	5	131	7	13	8	
2153	13	2	20	132	43	69	22	
2154	35	83	4	4	4	245	239	
2155	35	2	4	4	4	4	239	
2156	35	7	14	4	49	4	239	
2157	4	17	21	19	27	246	22	
2158	62	3	3	3	3	39	240	
2159	13	7	15	6	7	247	15	
2160	2	5	2	2	2	248	5	
2161	13	10	15	60	7	160	40	
2162	5	5	2	12	2	68	12	
2163	5	3	2	9	2	121	12	
2164	31	3	2	2	2	24	12	
2165	52	14	8	4	7	10	8	
2166	31	2	5	2	2	24	25	
2167	8	7	8	4	2	10	22	
2168	70	7	8	4	2	10	22	
2169	70	14	6	4	84	10	8	
2170	14	14	8	4	50	10	8	
2171	14	14	30	4	50	10	8	
2172	14	3	6	4	2	10	8	
2173	70	3	6	4	2	10	8	
2174	8	7	8	4	7	26	4	
2175	63	7	8	4	7	10	8	
2176	31	5	5	12	2	21	5	
2177	31	91	2	2	2	24	12	
2178	143	14	8	4	7	10	8	
2179	143	92	8	4	7	10	8	
2180	13	89	6	108	7	55	233	
2181	145	14	6	4	76	10	8	
2182	31	2	5	2	2	24	241	
2183	8	14	125	4	7	10	8	
2184	8	94	8	4	7	10	8	
2185	35	4	4	4	185	26	4	
2186	8	3	8	4	186	13	8	
2187	8	3	6	4	7	13	8	
2188	54	93	10	36	184	113	242	
2189	70	14	8	4	7	249	8	
2190	31	95	5	12	2	21	5	
2191	33	7	32	135	2	61	48	
2192	13	3	14	6	34	20	18	
2193	4	17	21	19	27	48	22	
2194	13	32	15	6	174	49	15	
2195	74	7	6	7	13	19	14	
2196	5	2	5	2	2	24	25	
2197	146	12	21	1	6	54	4	
2198	13	10	1	6	7	49	15	
2199	33	7	14	54	6	45	15	
2200	25	7	6	136	6	27	37	
2201	60	27	21	1	35	11	29	
2202	37	27	21	1	35	11	15	
2203	60	27	21	1	35	11	15	
2204	47	3	35	136	44	20	6	
2205	25	14	6	3	6	27	37	
2206	59	14	21	2	80	27	15	
2207	33	14	4	54	6	45	40	
2208	37	27	21	1	35	45	15	
2209	62	3	3	3	3	15	95	
2210	33	7	4	54	6	45	15	
2211	33	14	4	54	34	45	15	
2212	60	10	21	1	2	218	15	
2213	60	10	21	1	7	11	13	
2214	25	7	6	3	6	20	37	
2215	25	7	6	3	34	27	37	
2216	60	10	21	1	34	11	15	
2217	2	2	5	28	2	6	5	
2218	59	5	21	2	80	108	47	
2219	59	5	21	2	80	205	47	
2220	53	31	10	36	83	182	111	
2221	55	14	4	54	114	45	15	
2222	25	7	6	9	6	27	37	
2223	25	7	6	14	6	27	37	
2224	25	7	6	14	6	27	243	
2225	9	10	44	1	34	11	15	
2226	87	14	6	7	187	157	94	
2227	4	7	16	7	13	19	140	
2228	13	65	6	2	4	250	27	
2229	13	7	6	9	126	251	29	
2230	33	14	38	2	78	122	71	
2231	8	5	5	31	2	6	5	
2232	53	3	10	36	83	113	197	
2233	13	3	4	19	34	20	18	
2234	114	3	3	3	3	39	94	
2235	4	4	4	63	4	24	4	
2236	13	80	6	108	70	105	100	
2237	13	26	6	34	7	105	12	
2238	13	26	6	108	7	105	12	
2239	13	26	5	3	73	20	12	
2240	13	26	5	3	93	20	12	
2241	21	8	48	19	31	32	15	
2242	21	26	48	18	31	111	15	
2243	21	26	48	18	8	111	15	
2244	23	26	5	3	57	3	110	
2245	24	3	6	4	30	45	1	
2246	25	32	5	2	89	202	8	
2247	25	32	6	2	156	202	8	
2248	25	31	5	2	156	202	8	
2249	50	14	4	3	24	45	15	
2250	50	26	4	14	6	45	15	
2251	50	3	4	3	6	45	15	
2252	50	14	4	2	6	45	15	
2253	59	5	21	2	2	253	15	
2254	59	14	21	2	81	108	90	
2255	59	29	21	2	82	108	90	
2256	59	3	21	2	80	253	15	
2257	59	34	15	4	60	20	70	
2258	59	26	75	2	81	108	90	
2259	59	5	21	2	80	253	15	
2260	60	13	10	100	7	11	15	
2261	80	26	48	41	31	111	15	
2262	102	29	4	28	6	109	12	
2263	70	5	6	2	43	112	12	
2264	137	5	21	2	80	108	15	
2265	4	4	54	9	89	252	105	
2266	147	26	48	41	34	32	15	
2267	5	32	21	2	7	74	5	
2268	6	26	21	50	53	109	13	
2269	13	96	6	19	7	55	12	
2270	13	97	6	108	7	105	12	
2271	13	80	6	108	56	105	12	
2272	13	13	15	6	7	37	22	
2273	2	5	5	2	2	34	20	
2274	7	7	8	4	7	3	12	
2275	4	7	6	7	97	19	20	
2276	60	10	21	1	7	23	15	
2277	4	35	6	21	31	254	12	
2278	8	14	8	4	188	3	8	
2279	9	27	21	1	7	66	15	
2280	13	3	38	137	106	122	15	
2281	107	3	14	4	13	45	244	
2282	8	5	5	2	2	190	5	
2283	60	10	21	5	7	10	15	
2284	70	14	6	4	7	13	8	
2285	2	5	5	9	2	5	19	
2286	60	10	21	5	7	114	15	
2287	58	14	8	4	42	10	8	
2288	70	14	8	4	176	10	8	
2289	28	7	38	1	4	80	12	
2290	70	3	30	4	27	10	8	
2291	60	7	21	1	7	4	15	
2292	70	14	8	4	7	10	22	
2293	8	14	8	4	7	13	35	
2294	3	3	3	9	3	39	95	
2295	70	14	8	4	127	3	8	
2296	62	3	3	3	3	48	12	
2297	14	14	8	4	2	10	22	
2298	70	14	8	4	7	13	8	
2299	80	26	10	78	113	200	12	
2300	2	17	2	2	2	6	5	
2301	28	13	21	1	7	11	15	
2302	14	14	8	4	7	10	22	
2303	92	32	43	3	12	100	95	
2304	3	3	37	2	26	116	12	
2305	60	10	21	1	7	55	15	
2306	2	78	5	9	2	6	19	
2307	43	3	30	4	7	10	8	
2308	8	14	30	4	7	10	8	
2309	8	3	8	4	80	10	8	
2310	47	14	35	28	44	59	5	
2311	70	3	6	4	7	10	5	
2312	102	8	4	28	6	109	12	
2313	60	10	42	4	7	11	15	
2314	60	13	21	1	7	218	15	
2315	148	3	3	3	3	39	95	
2316	149	5	5	9	2	5	5	
2317	21	17	21	138	27	83	22	
2318	23	35	4	28	93	255	12	
2319	28	14	24	139	12	200	92	
2320	59	35	21	28	189	141	148	
2321	74	14	6	2	111	53	245	
2322	4	17	21	19	53	256	22	
2323	150	7	8	4	7	10	8	
2324	21	8	14	41	102	65	246	
2325	2	15	5	2	2	20	247	
2326	2	5	5	2	2	6	248	
2327	28	3	6	2	106	118	249	
2328	107	87	6	28	7	226	14	
2329	55	30	6	30	6	45	15	
2330	5	89	6	118	7	233	234	
2331	28	64	21	4	42	11	15	
2332	54	31	10	36	83	182	250	
2333	60	3	15	4	190	27	15	
2334	13	3	126	50	30	6	13	
2335	11	8	6	4	34	257	119	
2336	4	10	6	28	38	27	136	
2337	54	3	10	36	66	182	111	
2338	54	31	10	36	83	182	111	
2339	13	80	6	108	34	105	12	
2340	4	3	10	4	30	112	8	
2341	13	8	54	3	6	47	6	
2342	4	29	4	7	6	47	15	
2343	31	78	5	9	2	109	5	
2344	21	26	56	32	31	105	15	
2345	4	7	6	2	112	45	15	
2346	9	2	6	3	6	41	165	
2347	13	80	6	19	42	32	12	
2348	55	14	4	3	24	111	15	
2349	87	14	4	27	28	118	12	
2350	14	14	8	4	74	10	8	
2351	60	10	21	1	74	11	15	
2352	70	7	8	4	74	10	8	
2353	60	3	3	3	3	178	95	
2354	70	7	6	4	74	13	8	
2355	5	2	5	2	2	106	5	
2356	70	14	8	4	74	10	8	
2357	70	3	8	4	2	10	8	
2358	5	5	6	2	2	24	19	
2359	4	4	4	4	4	4	239	
2360	60	7	21	1	74	11	15	
2361	13	5	5	2	2	21	20	
2362	70	14	8	4	134	10	8	
2363	8	2	5	2	2	34	5	
2364	2	23	5	2	2	24	19	
2365	74	7	16	1	13	19	14	
2366	74	35	4	6	31	10	15	
2367	5	2	5	2	2	21	5	
2368	5	2	5	2	2	6	19	
2369	5	2	5	2	2	9	33	
2370	128	5	5	2	2	106	5	
2371	5	5	5	2	2	21	5	
2372	21	17	21	19	53	48	22	
2373	5	2	5	2	2	6	5	
2374	13	10	15	4	39	55	15	
2375	87	14	21	28	64	12	95	
2376	8	2	5	2	2	21	20	
2377	21	35	4	9	2	100	15	
