ST	dnaA	fusA	gyrB	leuS	pyrG	rplB	rpoB	clonal_complex
1606	22	15	452	134	47	65	10	
1607	84	62	95	525	412	43	52	
1608	43	130	262	36	3	200	168	
1609	152	15	102	104	408	201	71	
1610	435	282	458	532	420	11	286	
1611	49	20	19	44	64	24	289	
1612	23	15	23	16	28	202	11	
1613	9	6	14	61	89	4	9	
1614	363	25	49	48	312	99	26	
1615	292	34	459	380	289	106	156	
1616	150	92	440	217	334	22	64	
1617	304	56	327	365	409	4	141	
1618	4	4	14	120	187	4	6	
1619	59	9	86	75	67	6	6	
1620	4	4	14	534	39	4	6	
1621	168	161	228	203	167	204	58	
1622	22	15	102	104	101	11	295	
1623	363	25	49	48	423	99	26	
1624	437	292	75	537	65	34	6	
1625	438	18	193	154	34	8	28	
1626	439	293	302	221	189	12	26	
1627	146	21	462	44	99	4	6	
1628	15	294	343	419	51	2	14	
1629	15	2	136	2	424	2	13	
1630	169	45	245	158	73	22	1	
1631	18	2	463	2	55	2	14	
1632	2	2	461	133	51	2	14	
1633	214	15	221	240	47	65	296	
1634	264	44	236	319	145	193	1	
1635	37	77	49	30	49	12	47	
1636	53	291	20	44	45	4	6	
1637	59	9	108	536	195	6	6	
1638	83	13	94	535	51	2	231	
1639	152	290	102	104	101	11	69	
1640	169	48	245	158	73	22	1	
1641	59	9	113	9	67	6	6	
1642	36	39	71	67	49	12	20	
1643	49	69	20	65	64	4	6	
1644	59	9	208	536	195	6	6	
1645	71	3	464	37	3	15	17	
1646	456	296	460	290	421	103	154	
1647	338	122	363	539	245	85	187	
1648	22	15	102	540	118	11	10	
1649	254	15	275	541	166	11	297	
1650	188	297	177	214	275	36	1	
1651	75	295	64	154	34	8	28	
1652	124	38	220	283	331	12	26	
1653	150	92	195	251	425	22	64	
1654	440	299	465	542	426	11	305	
1655	237	43	308	543	283	61	298	
1656	254	15	275	541	166	11	137	
1657	4	4	4	6	92	4	6	
1658	46	21	19	44	45	12	32	
1659	448	92	109	280	154	22	64	
1660	90	20	148	65	45	12	32	
1661	41	300	464	545	23	206	192	
1662	50	21	19	547	45	49	32	
1663	46	21	20	227	45	28	32	
1664	100	4	14	6	112	30	123	
1665	192	126	61	310	427	1	1	
1666	450	57	207	548	49	12	118	
1667	338	302	363	539	178	85	299	
1668	55	8	56	549	428	4	6	
1669	144	303	466	550	429	12	129	
1670	22	15	102	15	408	11	133	
1671	451	25	312	551	430	99	300	
1672	192	51	61	168	1	22	1	
1673	452	15	467	552	431	11	301	
1674	36	27	35	193	49	12	112	
1675	155	304	179	553	34	208	29	
1676	453	18	22	439	241	8	302	
1677	454	18	132	31	34	8	29	
1678	1	48	156	168	193	1	1	
1679	4	4	4	554	11	4	6	
1680	41	3	66	555	77	16	17	
1681	302	38	468	92	312	12	26	
1682	22	15	102	104	101	11	133	
1683	449	4	15	13	43	4	6	
1684	58	41	14	6	69	209	6	
1685	65	25	325	127	49	12	20	
1686	447	68	298	423	103	157	177	
1687	3	139	66	35	3	16	17	
1688	455	177	298	556	272	122	177	
1689	46	20	469	44	432	4	32	
1690	446	4	68	6	37	74	6	
1691	71	3	470	82	3	60	17	
1692	22	290	102	15	118	11	10	
1693	15	2	471	23	2	39	14	
1694	309	19	22	511	34	210	28	
1695	4	22	13	6	39	4	303	
1696	445	21	197	44	45	4	6	
1697	230	108	472	557	433	14	93	
1698	51	4	4	558	68	30	36	
1699	160	30	28	559	122	61	12	
1700	323	25	67	58	49	46	26	
1701	444	305	64	406	230	8	29	
1702	442	306	201	402	277	211	304	
1703	443	307	473	562	55	2	14	
1704	442	306	201	563	277	211	304	
1705	59	40	82	564	67	6	6	
1706	441	310	418	565	378	183	270	
1707	46	20	197	44	432	4	6	
1708	19	158	474	2	51	105	307	
1709	65	25	49	339	49	12	20	
1710	191	27	35	216	49	12	26	
1711	11	4	4	6	333	4	9	
1712	9	4	15	41	11	4	6	
1713	13	2	461	133	51	2	14	
1714	10	20	9	44	13	24	6	
1715	150	92	109	251	105	22	157	
1716	132	18	42	439	30	8	29	
1717	369	18	22	462	32	8	29	
1718	404	298	65	86	383	187	1	
1719	9	311	14	6	37	4	9	
1720	459	2	2	26	435	54	14	
1721	460	56	112	111	104	4	63	
1722	58	37	4	6	11	214	25	
1723	66	4	383	40	39	4	9	
1724	15	2	94	26	55	2	77	
1725	150	92	349	575	105	22	221	
1726	58	41	14	6	69	215	6	
1727	229	14	235	574	98	11	16	
1728	229	312	243	273	22	9	15	
1729	294	113	396	464	358	6	310	
1730	52	21	20	44	45	4	315	
1731	261	171	282	72	49	12	26	
1732	120	54	478	576	49	12	47	
1733	38	28	37	206	49	12	20	
1734	4	4	14	6	437	4	6	
1735	58	41	14	6	69	216	6	
1736	49	20	148	44	45	4	32	
1737	192	308	61	572	73	36	1	
1738	149	44	61	571	1	22	1	
1739	171	107	158	86	153	148	313	
1740	8	9	6	9	9	212	8	
1741	207	18	22	573	126	8	28	
1742	33	309	34	370	34	8	29	
1743	246	117	182	32	34	8	314	
1744	34	18	477	267	30	213	140	
1745	461	316	479	577	438	11	18	
1746	156	92	476	570	182	22	64	
1747	392	44	65	579	439	36	1	
1748	470	56	487	584	91	4	141	
1749	129	56	93	141	442	59	63	
1750	70	318	88	70	73	1	1	
1751	468	56	486	583	104	4	63	
1752	49	20	485	44	90	24	32	
1753	59	9	12	115	67	6	6	
1754	52	21	20	44	45	4	320	
1755	51	4	4	6	68	222	36	
1756	10	319	9	44	45	4	32	
1757	46	21	19	586	45	4	6	
1758	51	23	4	6	311	4	6	
1759	59	9	86	587	67	37	6	
1760	471	216	416	121	122	61	67	
1761	472	42	220	216	49	12	20	
1762	58	37	4	585	42	4	25	
1763	474	2	2	22	424	2	14	
1764	1	1	61	73	177	77	1	
1765	7	8	5	7	15	6	322	
1766	13	203	343	386	51	2	212	
1767	475	109	425	498	302	170	101	
1768	22	15	489	15	118	11	69	
1769	191	87	71	233	49	225	26	
1770	36	42	312	58	49	224	26	
1771	58	37	4	6	444	4	25	
1772	10	20	19	44	134	4	6	
1773	188	107	177	214	275	36	1	
1774	237	43	308	590	445	61	12	
1775	394	176	413	488	443	182	176	
1776	65	54	49	94	49	12	47	
1777	127	25	35	140	434	12	26	
1778	300	321	207	46	49	101	323	
1779	60	48	61	588	198	22	1	
1780	476	18	124	32	30	213	29	
1781	230	25	490	274	446	226	93	
1782	49	322	19	44	45	4	324	
1783	17	2	288	286	53	227	14	
1784	6	4	4	6	39	50	44	
1785	46	20	19	591	45	12	6	
1786	216	323	263	133	56	105	14	
1787	59	47	76	9	67	6	6	
1788	90	21	19	44	45	12	32	
1789	216	158	263	133	56	105	14	
1790	13	13	30	328	447	2	14	
1791	13	2	45	27	448	2	14	
1792	2	2	380	2	55	2	14	
1793	68	8	75	63	259	34	35	
1794	477	20	19	65	45	4	32	
1795	90	20	9	44	45	4	6	
1796	2	141	239	133	2	2	13	
1797	471	325	176	421	113	61	106	
1798	71	3	87	89	19	60	3	
1800	51	4	14	4	11	30	25	
1801	15	327	434	25	51	2	14	
1802	52	324	20	44	45	4	6	
1803	13	217	492	592	52	2	73	
1804	478	326	35	593	388	14	93	
1805	479	2	45	414	2	155	14	
1806	4	4	4	4	112	4	25	
1807	413	108	472	594	433	14	197	
1808	46	20	148	595	45	4	6	
1809	90	20	17	44	45	12	325	
1810	51	4	14	4	39	4	25	
1811	480	328	493	596	449	228	327	
1812	50	21	20	44	45	4	326	
1813	4	4	4	597	37	4	6	
1814	4	276	446	517	59	194	281	
1815	36	112	233	49	12	35	20	
1816	58	37	6	42	4	14	25	
1817	36	27	221	49	12	35	112	
1818	432	28	359	49	12	35	26	
1819	3	130	82	3	60	110	17	
1820	4	4	43	11	4	15	25	
1821	1	331	158	158	153	22	1	
1822	3	3	285	3	23	60	328	
1823	11	4	4	598	39	4	9	
1824	323	27	71	599	49	229	103	
1825	4	329	14	6	39	4	6	
1826	481	62	95	98	94	43	52	
1827	36	112	35	233	49	12	20	
1828	75	18	42	390	32	230	29	
1829	58	37	14	6	42	4	25	
1830	46	20	148	600	107	28	6	
1831	36	27	35	221	49	12	112	
1832	13	330	492	592	52	2	73	
1833	10	21	9	44	45	231	32	
1834	432	28	35	359	49	12	26	
1835	3	130	110	82	3	60	17	
1836	4	4	15	43	11	4	25	
1837	246	18	494	252	120	213	203	
1838	13	2	343	386	51	2	212	
1839	13	314	45	2	51	2	65	
1840	158	313	313	475	436	6	316	
1841	15	2	104	106	51	207	309	
1842	190	25	96	243	204	11	27	
1843	224	116	182	267	34	8	318	
1844	2	2	94	2	263	2	14	
1845	324	25	35	546	434	101	26	
1846	32	18	22	31	230	8	29	
1847	37	25	49	544	49	21	306	
1848	458	301	93	567	104	131	311	
1849	463	18	480	167	359	8	126	
1850	464	145	481	580	440	218	147	
1851	465	165	296	332	271	11	161	
1852	466	18	482	573	126	8	28	
1853	473	35	20	44	45	4	6	
1854	4	37	203	6	112	30	6	
1855	4	4	15	13	11	4	6	
1856	52	21	20	561	45	4	6	
1857	58	4	14	4	39	4	25	
1858	59	9	113	9	35	37	6	
1859	59	9	321	569	35	6	6	
1860	98	42	92	127	71	12	20	
1861	341	20	148	65	45	4	6	
1862	74	69	20	45	64	4	6	
1863	8	244	12	14	9	160	319	
1864	1	126	158	225	1	1	1	
1865	1	1	156	1	1	1	1	
1866	4	4	407	6	11	4	6	
1867	51	4	4	120	42	4	25	
1868	373	51	65	168	36	22	90	
1869	212	4	4	304	92	30	132	
1870	132	18	42	200	120	8	29	
1871	188	1	72	70	36	22	1	
1872	73	48	61	70	83	22	1	
1873	192	51	158	168	1	22	119	
1874	71	3	285	89	19	16	3	
1875	71	3	66	35	3	16	17	
1876	1	51	61	86	198	22	1	
1877	4	4	14	6	39	4	330	
1878	42	3	52	37	23	16	331	
1879	489	333	496	603	451	85	160	
1880	490	334	498	604	452	18	58	
1881	151	335	96	605	227	14	93	
1882	494	336	503	608	133	11	332	
1883	490	336	498	607	452	18	58	
1884	192	1	61	1	453	36	1	
1885	1	107	65	611	153	148	333	
1886	140	18	497	31	230	8	29	
1887	491	25	500	605	388	14	57	
1888	63	3	502	68	3	16	3	
1889	32	309	499	295	34	8	29	
1890	495	92	504	609	105	22	99	
1891	496	92	505	610	205	22	99	
1892	493	107	65	579	1	22	1	
1893	497	3	87	82	19	16	3	
1894	488	42	219	92	450	12	339	
1895	492	15	501	606	166	232	340	
1896	67	20	19	45	45	4	338	
1897	11	4	4	13	459	4	9	
1898	59	40	6	75	35	6	6	
1899	192	51	303	214	198	36	1	
1900	484	215	506	343	454	86	304	
1901	4	4	13	612	39	4	25	
1902	114	9	62	163	35	23	334	
1903	42	24	69	35	77	233	3	
1904	4	4	4	613	39	4	6	
1905	439	293	302	221	49	12	335	
1906	4	4	4	77	11	4	336	
1907	46	20	507	44	45	4	6	
1908	59	40	12	9	62	6	25	
1909	4	4	4	6	95	4	337	
1910	68	8	75	63	65	234	35	
1911	485	26	35	317	455	12	26	
1912	150	92	508	614	334	22	64	
1913	4	4	14	6	456	4	25	
1914	183	14	26	97	286	11	15	
1915	36	57	312	216	49	12	20	
1916	127	25	35	615	49	12	47	
1917	3	332	3	35	3	16	17	
1918	36	26	71	72	49	235	47	
1919	13	2	47	23	53	236	14	
1920	303	197	326	616	296	136	196	
1921	4	4	4	6	37	237	25	
1922	149	44	61	180	457	1	1	
1923	486	1	509	617	458	36	1	
1924	48	4	15	42	39	238	9	
1925	487	8	75	63	65	34	35	
1926	483	27	219	127	202	12	20	
1927	498	337	510	618	460	240	332	
1928	499	338	511	619	277	239	120	
1929	59	40	12	271	35	6	6	
1930	4	251	4	40	11	30	6	
1931	4	4	14	6	68	4	6	
1932	485	27	71	92	331	12	26	
1933	59	47	113	9	62	6	6	
1934	13	2	45	414	2	155	14	
1935	411	77	302	92	49	12	26	
1936	453	339	22	439	241	8	302	
1937	260	25	78	308	253	12	341	
1938	4	6	14	6	39	4	6	
1939	25	14	24	52	21	9	15	
1940	168	114	170	256	183	216	310	
1941	2	2	369	133	51	2	231	
1942	79	15	23	16	28	11	11	
1943	288	18	216	267	120	17	30	
1944	229	14	235	350	98	11	16	
1945	74	21	148	44	45	49	6	
1946	193	4	15	125	11	30	25	
1947	242	155	258	290	1	103	154	
1948	2	2	118	414	2	155	14	
1949	41	3	51	35	335	16	19	
1950	154	202	336	439	248	8	203	
1951	15	2	380	408	51	2	14	
1952	22	15	102	104	118	11	71	
1953	156	92	109	251	105	22	157	
1954	51	4	14	4	11	50	138	
1955	74	20	20	44	45	4	32	
1956	51	83	14	40	39	4	173	
1957	500	4	4	620	364	241	138	
1958	275	20	19	621	45	4	32	
1959	501	340	512	622	126	8	342	
1960	23	15	23	134	28	11	11	
1961	4	49	4	262	92	4	6	
1962	1	1	158	214	1	22	48	
1963	36	341	67	138	49	12	26	
1964	41	3	191	37	3	242	114	
1965	46	20	20	96	461	29	54	
1966	144	342	513	623	298	12	129	
1967	502	106	466	624	462	12	343	
1969	74	20	507	625	45	243	6	
1970	100	37	4	125	11	30	6	
1971	124	112	91	94	189	12	23	
1972	50	20	20	44	45	4	32	
1973	62	6	4	6	39	4	9	
1974	63	11	66	68	3	16	3	
1975	9	6	15	13	39	6	6	
1976	59	33	6	9	106	6	6	
1977	74	20	74	387	308	12	32	
1978	4	6	4	40	39	4	25	
1979	9	6	15	6	37	4	9	
1980	51	6	4	6	68	30	36	
1981	58	6	257	4	39	4	151	
1982	360	6	391	6	39	74	6	
1983	58	6	14	4	39	4	151	
1984	4	6	13	4	39	4	25	
1985	51	22	4	6	39	4	186	
1986	4	6	4	6	37	4	25	
1987	4	6	4	425	4	4	4	
1988	59	40	6	9	67	6	6	
1989	343	38	67	48	331	12	26	
1990	66	3	66	68	3	16	3	
1991	66	6	15	40	76	4	9	
1992	10	21	17	40	134	12	32	
1993	512	349	182	31	212	255	29	
1994	513	111	529	640	472	79	349	
1995	320	20	74	45	45	4	32	
1996	49	69	20	44	45	4	6	
1997	201	21	148	44	45	205	32	
1998	4	4	4	6	78	4	25	
1999	63	3	66	68	3	227	3	
2000	280	149	299	294	274	106	156	
2001	1	126	245	73	228	148	1	
2002	1	44	65	86	1	192	1	
2003	59	47	402	469	70	6	6	
2004	169	51	156	168	275	36	1	
2005	220	136	232	255	215	103	136	
2006	120	28	36	221	189	12	20	
2007	69	216	416	378	122	61	106	
2008	413	25	269	605	398	14	93	
2009	4	4	6	39	4	4	350	
2010	52	21	44	45	256	20	6	
2011	4	4	4	40	92	30	6	
2012	4	4	68	4	475	4	25	
2013	514	350	530	641	473	11	68	
2014	515	351	531	64	30	8	29	
2015	516	25	532	642	204	257	351	
2016	517	43	533	643	474	61	12	
2017	518	29	534	644	476	258	352	
2018	519	352	535	646	477	259	353	
2019	492	195	29	645	184	11	15	
2020	36	42	92	526	49	12	20	
2021	27	287	455	527	416	11	290	
2022	425	288	47	2	2	2	14	
2023	431	195	456	203	417	11	291	
2024	432	57	35	359	49	12	26	
2025	37	27	35	528	49	12	20	
2026	126	285	457	529	418	58	292	
2027	4	4	14	13	43	4	6	
2028	434	253	211	530	419	4	293	
2029	27	173	143	123	102	11	15	
2030	433	286	96	531	388	14	93	
2031	74	10	20	65	45	4	294	
2032	4	4	4	6	171	4	6	
2033	46	21	507	44	45	4	32	
2034	4	4	4	647	57	4	184	
2035	478	25	35	593	478	14	93	
2036	59	9	6	9	479	91	6	
2037	521	4	4	6	37	4	25	
2038	94	68	108	649	103	157	218	
2039	522	98	170	650	480	171	109	
2040	1	1	65	483	1	181	354	
2041	523	18	538	651	120	17	355	
2042	447	68	298	109	332	260	177	
2043	51	37	14	85	11	30	124	
2044	127	77	35	72	331	12	47	
2045	203	18	38	32	34	8	29	
2046	322	18	132	331	34	17	29	
2047	33	18	22	200	32	8	29	
2048	28	14	235	97	20	10	15	
2049	19	2	372	270	56	2	14	
2050	111	18	248	167	34	142	29	
2051	150	92	167	397	154	22	221	
2052	150	92	195	217	346	22	99	
2053	37	25	392	206	189	99	26	
2054	59	353	59	652	195	6	6	
2055	74	21	74	44	45	4	32	
2056	150	92	109	218	205	22	221	
2057	221	315	233	578	500	217	52	
2058	436	289	460	533	421	203	154	
2059	12	25	49	48	312	99	26	
2060	193	8	75	51	65	34	6	
2061	33	18	193	154	34	8	28	
2062	37	27	301	221	189	12	26	
2063	15	153	343	419	51	2	14	
2064	15	2	136	2	51	2	13	
2065	169	48	246	158	73	22	1	
2066	18	2	2	2	55	2	14	
2067	2	2	343	133	51	2	14	
2068	83	13	94	323	51	2	231	
2069	32	309	499	370	212	8	29	
2070	41	3	54	37	3	84	17	
2071	59	39	49	57	49	140	20	
2072	448	92	109	217	105	22	99	
2073	127	27	219	677	49	267	26	
2074	4	4	4	6	39	4	186	
2075	2	2	366	592	52	2	231	
2076	4	4	342	6	57	4	138	
2077	348	144	96	605	227	93	93	
2078	58	23	4	39	117	4	39	
2079	492	195	294	645	183	11	15	
2080	74	20	20	65	45	4	294	
2081	1	1	61	86	36	181	1	
2082	370	4	4	171	187	4	6	
2083	4	4	4	4	76	4	25	
2084	4	4	4	304	333	4	9	
2085	127	112	71	233	189	12	20	
2086	22	225	449	678	411	65	366	
2087	49	69	20	44	501	4	6	
2088	544	371	559	680	283	268	12	
2089	33	309	34	679	310	8	29	
2090	1	44	61	180	36	22	1	
2091	150	92	195	145	154	22	264	
2092	150	92	109	570	205	22	99	
2093	188	44	61	86	228	1	1	
2094	240	92	109	441	346	22	99	
2095	306	51	61	588	36	22	119	
2096	373	51	61	250	153	22	1	
2097	150	92	411	681	105	22	64	
2098	545	44	560	86	36	36	1	
2099	546	92	109	217	503	22	64	
2100	547	92	561	610	182	22	367	
2101	548	44	509	86	504	22	1	
2102	549	44	61	1	36	1	1	
2103	550	92	563	217	154	22	368	
2104	551	1	61	1	505	22	1	
2105	1	51	61	682	1	269	1	
2106	1	372	158	86	153	181	1	
2107	1	126	245	73	228	33	369	
2108	1	373	158	86	367	22	252	
2109	150	92	564	575	182	22	230	
2110	156	374	109	251	105	22	157	
2111	169	107	89	186	36	270	1	
2112	169	51	156	683	1	22	370	
2113	171	243	61	684	36	22	1	
2114	182	102	158	685	153	22	119	
2115	188	44	158	346	36	22	371	
2116	192	107	158	686	228	270	1	
2117	192	44	61	687	36	22	1	
2118	198	51	158	579	506	22	119	
2119	198	51	158	687	1	22	1	
2120	240	92	355	145	154	22	372	
2121	392	375	509	688	507	36	1	
2122	404	376	65	86	383	187	1	
2123	60	377	65	481	508	22	252	
2124	78	378	65	84	73	271	1	
2125	78	260	65	689	73	36	373	
2126	1	51	543	86	73	36	356	
2127	188	369	61	1	145	22	365	
2128	13	217	45	690	2	155	14	
2129	16	217	48	691	2	2	14	
2130	53	380	20	44	45	4	6	
2131	124	112	91	94	189	12	26	
2132	36	27	67	359	49	12	47	
2133	127	25	71	92	49	12	20	
2134	309	18	516	630	126	8	28	
2135	16	2	94	386	51	2	14	
2136	13	2	474	26	263	2	13	
2137	13	13	263	328	263	44	14	
2138	59	9	12	9	242	6	6	
2139	11	4	4	262	4	4	9	
2140	319	14	385	148	132	244	58	
2141	462	14	143	123	21	11	317	
2142	254	15	275	627	133	11	301	
2143	554	20	19	44	90	24	32	
2144	552	14	26	123	208	10	137	
2145	13	2	47	414	327	2	14	
2146	280	178	299	692	274	106	156	
2147	555	379	565	634	509	220	374	
2148	556	20	148	129	45	4	6	
2149	43	130	262	36	3	3	168	
2150	457	217	45	560	51	2	14	
2151	127	57	67	90	189	12	375	
2152	171	381	190	168	1	22	113	
2153	41	130	566	82	512	60	17	
2154	191	87	71	233	49	272	26	
2155	22	225	376	694	337	65	236	
2156	95	56	112	111	104	4	376	
2157	51	4	14	125	11	273	377	
2158	466	18	482	167	34	8	302	
2159	541	29	557	34	473	11	18	
2160	558	195	293	695	21	11	58	
2161	63	11	66	68	514	16	3	
2162	4	6	568	6	39	4	39	
2163	261	26	71	696	169	224	26	
2164	4	6	15	697	37	4	6	
2165	559	16	25	53	127	9	15	
2166	179	4	569	305	515	274	6	
2167	1	354	147	653	153	1	1	
2168	524	355	539	654	1	261	1	
2169	27	14	540	191	481	262	15	
2170	525	306	541	655	277	86	120	
2171	557	382	567	200	513	8	28	
2172	526	4	203	120	92	30	123	
2173	133	43	542	656	283	154	12	
2174	575	393	580	713	530	258	18	
2175	255	62	581	714	233	11	148	
2176	543	4	558	40	311	4	25	
2177	59	356	12	75	35	6	6	
2178	151	370	431	100	502	14	93	
2179	134	357	151	158	36	1	90	
2180	94	68	108	649	103	157	177	
2181	59	40	81	9	482	37	38	
2182	215	14	26	248	531	10	15	
2183	303	197	326	657	483	136	196	
2184	8	9	6	9	484	6	8	
2185	11	395	4	13	39	4	9	
2186	24	14	287	191	183	11	15	
2187	22	15	102	15	552	11	71	
2188	34	402	33	199	30	8	31	
2189	448	92	544	280	154	22	64	
2190	527	358	126	2	2	2	14	
2191	528	359	545	658	485	85	357	
2192	36	25	598	256	216	12	20	
2193	243	15	596	363	183	11	58	
2194	529	360	71	659	486	263	26	
2195	46	20	20	96	45	264	54	
2196	117	84	141	15	124	62	358	
2197	530	43	546	660	74	145	67	
2198	531	14	253	97	487	11	58	
2199	37	361	49	30	49	21	20	
2200	192	1	547	661	488	22	1	
2201	532	149	548	662	489	106	359	
2202	3	24	607	35	3	16	17	
2203	492	14	589	123	543	11	15	
2204	3	277	606	518	3	16	210	
2205	533	362	549	663	490	265	360	
2206	48	4	15	42	39	4	393	
2207	127	27	35	137	189	12	20	
2208	578	58	45	18	51	39	14	
2209	453	18	22	439	551	8	302	
2210	534	363	232	664	215	107	361	
2211	220	363	550	665	491	103	362	
2212	59	47	402	469	492	6	6	
2213	535	28	36	666	189	12	20	
2214	413	25	551	605	398	14	93	
2215	151	25	552	667	227	14	93	
2216	536	56	487	584	91	4	141	
2217	537	24	66	247	3	15	3	
2218	111	18	336	298	493	8	29	
2219	538	364	553	668	494	103	154	
2220	539	365	554	669	495	266	363	
2221	10	366	19	44	45	12	6	
2222	469	317	523	634	509	220	319	
2223	36	26	36	49	50	12	391	
2224	586	14	587	349	542	262	52	
2225	219	98	357	670	402	171	246	
2226	28	14	27	123	20	11	15	
2227	243	14	604	123	207	11	89	
2228	65	54	49	94	496	12	47	
2229	24	195	555	191	294	11	15	
2230	11	4	4	671	497	4	6	
2231	4	367	14	6	39	4	6	
2232	540	107	368	168	1	22	1	
2233	7	8	5	7	498	6	7	
2234	381	254	170	476	199	68	109	
2235	79	15	354	16	47	65	11	
2236	36	25	556	672	189	12	20	
2237	541	368	557	673	499	11	18	
2238	4	4	14	674	4	4	23	
2239	36	39	67	675	49	12	26	
2240	41	3	54	676	3	15	17	
2241	560	21	20	178	516	275	32	
2242	59	9	389	9	58	83	6	
2243	9	4	14	61	37	276	9	
2244	9	4	15	6	39	4	9	
2245	449	4	15	13	517	4	6	
2246	11	4	4	4	39	4	25	
2247	66	4	4	43	40	4	25	
2248	71	277	570	35	3	16	210	
2249	531	15	571	698	295	11	15	
2250	561	150	572	699	518	223	18	
2251	4	4	13	613	39	4	6	
2252	230	25	431	513	502	14	93	
2253	46	20	573	44	45	24	6	
2254	65	383	49	94	49	12	47	
2255	179	4	4	700	112	4	6	
2256	4	4	15	701	11	30	25	
2257	9	4	14	4	37	4	6	
2258	150	92	195	481	519	22	221	
2259	36	25	67	308	71	12	189	
2260	127	112	71	233	520	12	20	
2261	562	384	574	702	521	11	378	
2262	26	15	293	97	27	11	15	
2263	563	27	35	283	49	12	20	
2264	106	20	74	44	45	4	6	
2265	37	27	71	57	189	21	20	
2266	485	27	71	703	455	12	379	
2267	41	385	110	82	3	16	17	
2268	155	18	200	704	34	8	380	
2269	564	199	92	92	49	12	26	
2270	565	21	9	44	45	4	6	
2271	566	27	35	216	49	12	26	
2272	67	20	19	705	45	4	32	
2273	567	386	35	57	522	14	381	
2274	590	263	415	493	302	170	101	
2275	11	4	4	305	39	4	6	
2276	4	37	14	6	11	4	6	
2277	71	130	66	35	19	16	17	
2278	568	387	575	649	332	260	218	
2279	152	15	102	15	118	11	358	
2280	569	108	96	513	141	69	382	
2281	271	175	576	329	265	120	383	
2282	36	25	71	233	523	12	26	
2283	9	4	4	706	11	30	6	
2284	9	4	374	6	37	4	384	
2285	570	20	9	44	45	4	6	
2286	318	68	577	707	524	260	177	
2287	23	388	354	15	525	65	385	
2288	36	25	49	30	49	277	20	
2289	571	20	197	44	432	4	6	
2290	72	25	71	137	49	12	26	
2291	4	4	203	120	92	30	123	
2292	348	108	96	531	546	14	93	
2293	49	181	20	118	134	124	32	
2294	398	202	603	376	464	144	101	
2295	24	15	293	191	61	11	89	
2296	98	42	92	72	526	12	20	
2297	191	389	91	206	455	12	20	
2298	36	39	67	138	527	12	26	
2299	572	25	578	708	388	278	93	
2300	59	9	62	709	62	25	6	
2301	111	18	323	130	119	8	28	
2302	49	20	19	710	45	4	32	
2303	348	25	500	711	528	14	197	
2304	275	20	148	44	45	4	386	
2305	53	390	9	65	45	4	32	
2306	573	20	9	95	45	12	32	
2307	49	21	20	44	45	4	6	
2308	294	391	579	712	529	6	53	
2309	243	400	555	52	286	18	58	
2310	3	392	164	37	3	16	3	
2311	574	20	17	44	45	4	32	
2312	127	26	224	244	49	12	103	
2313	4	4	4	735	39	4	138	
2314	1	51	158	165	1	22	43	
2315	596	38	35	740	554	12	150	
2316	34	18	594	32	30	8	31	
2317	120	25	127	90	49	283	20	
2318	3	3	66	37	3	16	17	
2319	4	4	4	304	37	50	25	
2320	190	27	599	243	204	284	399	
2321	447	68	108	423	103	157	177	
2322	595	28	37	46	49	14	20	
2323	41	408	605	36	3	60	19	
2324	24	14	293	52	295	18	388	
2325	192	102	61	165	1	1	1	
2326	153	98	602	159	539	68	392	
2327	592	25	269	274	227	14	93	
2328	448	404	586	481	205	22	230	
2329	587	14	590	350	550	262	89	
2330	27	14	143	191	286	11	89	
2331	191	25	35	127	49	12	389	
2332	599	24	3	35	3	288	17	
2333	348	108	168	531	545	14	93	
2334	520	155	537	648	421	103	154	
2335	576	394	582	668	532	103	154	
2336	529	57	71	659	189	12	26	
2337	577	25	583	715	533	279	27	
2338	2	217	366	592	2	2	231	
2339	33	110	157	728	32	8	29	
2340	303	403	584	725	483	136	395	
2341	600	407	593	719	398	14	197	
2342	254	15	275	746	166	11	137	
2343	597	134	347	724	213	68	246	
2344	591	396	377	721	548	14	93	
2345	117	25	168	718	401	14	398	
2346	190	27	532	730	214	104	397	
2347	362	2	45	716	555	2	387	
2348	594	25	585	720	502	14	93	
2349	592	18	597	729	553	8	28	
2350	601	25	592	711	398	14	197	
2351	579	409	601	722	128	58	79	
2352	582	172	242	731	258	112	390	
2353	246	402	477	726	30	281	140	
2354	303	197	326	616	483	136	196	
2355	155	397	336	727	230	8	28	
2356	381	254	170	723	540	68	394	
2357	133	29	352	717	538	85	390	
2358	580	145	253	736	537	280	147	
2359	584	399	589	748	21	245	15	
2360	413	25	32	739	141	14	163	
2361	581	145	588	741	536	218	147	
2362	289	43	218	744	360	286	129	
2363	583	406	582	742	535	103	396	
2364	541	368	557	734	547	11	18	
2365	588	393	595	745	549	223	18	
2366	8	9	6	737	9	6	8	
2367	589	401	591	749	541	58	58	
2368	602	217	2	750	51	2	73	
2369	3	3	608	82	19	16	17	
2370	153	98	600	732	344	171	217	
2371	150	92	349	733	318	22	99	
2372	348	108	31	738	141	14	93	
2373	593	25	269	274	227	14	93	
2374	598	405	258	743	534	287	154	
2375	59	9	12	115	67	40	6	
2376	11	4	4	13	556	4	9	
2377	42	408	69	545	3	16	3	
2378	24	76	610	97	208	11	137	
2379	603	411	4	40	201	4	25	
2380	437	410	609	751	78	34	293	
2381	43	3	66	314	557	16	168	
2382	3	24	3	82	3	16	17	
