ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
1611	6	4	15	18	9	26	7	
1612	6	4	15	18	24	26	14	
1613	6	29	3	1	11	62	6	
1614	6	41	33	16	9	8	14	
1615	6	263	12	1	20	13	7	
1616	9	6	5	10	9	8	6	
1617	10	211	4	8	8	184	2	
1618	36	24	9	13	17	11	159	
1619	37	38	19	37	17	183	26	
1620	57	11	218	109	7	8	2	
1621	83	262	136	168	1	178	157	
1622	208	8	4	225	9	182	7	
1623	214	19	12	16	9	8	7	
1624	215	11	4	8	8	8	2	
1625	216	4	6	140	24	1	160	
1626	10	7	5	8	12	8	2	
1627	112	11	5	12	186	8	86	
1628	6	264	4	1	8	18	2	
1629	83	12	155	30	1	1	17	
1630	6	11	4	8	187	8	2	
1631	10	265	4	8	8	8	2	
1632	136	11	5	12	7	8	2	
1633	218	266	75	242	1	187	2	
1634	10	11	4	8	12	8	2	
1635	10	7	4	8	12	8	161	
1636	10	267	4	8	12	8	2	
1637	6	29	16	1	24	8	7	
1638	10	11	4	12	8	45	2	
1639	43	11	15	90	11	8	6	
1640	6	31	4	28	1	1	2	
1641	13	39	93	100	17	28	122	
1642	6	4	5	18	11	8	6	
1643	13	24	58	37	17	11	25	
1644	6	11	61	50	13	6	3	
1645	219	4	12	1	20	13	7	
1646	92	4	87	96	70	58	28	
1647	4	26	2	25	5	5	76	
1648	83	262	27	168	5	178	157	
1649	21	35	136	6	1	5	4	
1650	53	40	12	13	36	8	29	
1651	13	52	12	14	17	25	17	
1652	4	2	2	236	4	18	154	
1653	6	4	14	1	11	62	6	
1654	6	4	4	239	43	18	6	
1655	13	52	156	14	17	179	17	
1656	6	29	14	16	24	7	2	
1657	21	35	2	52	5	5	4	
1658	10	11	10	36	8	11	2	
1659	10	11	19	8	185	8	2	
1660	6	7	57	1	8	8	155	
1661	37	38	4	237	8	11	26	
1662	9	23	33	1	7	8	156	
1663	36	24	9	13	17	180	25	
1664	6	4	15	1	9	2	7	
1665	63	29	3	1	24	23	7	
1666	14	14	10	14	184	7	10	
1667	13	52	4	14	17	25	17	
1668	10	99	10	91	17	7	2	
1669	6	8	5	1	8	48	7	
1670	18	218	67	240	5	5	4	
1671	6	4	12	138	20	13	7	
1672	6	261	12	1	20	12	7	
1673	6	23	4	1	7	8	14	
1674	101	88	97	108	7	13	2	
1675	1	107	7	238	7	3	7	
1676	99	6	33	33	24	11	7	
1677	13	38	19	37	18	76	158	
1678	13	14	19	36	23	8	10	
1679	6	4	12	1	20	2	44	
1680	53	40	33	13	36	28	29	
1681	12	58	54	8	1	2	47	
1682	6	4	4	16	24	12	14	
1683	10	11	4	8	8	8	162	
1684	10	11	5	10	7	8	2	
1685	6	6	15	10	9	7	7	
1686	100	23	7	45	7	35	7	
1687	87	187	22	52	180	129	19	
1688	6	11	5	1	8	18	2	
1689	6	4	5	18	11	8	151	
1690	6	11	12	1	20	12	7	
1691	10	187	4	8	8	8	2	
1692	87	41	22	52	180	129	19	
1693	6	187	12	1	20	13	7	
1694	87	7	22	52	180	129	19	
1695	10	11	4	1	8	18	2	
1696	10	41	4	8	12	8	2	
1697	87	187	22	52	5	129	19	
1698	20	45	41	43	180	32	2	
1699	92	4	208	96	70	58	2	
1700	6	70	32	16	11	8	44	
1701	176	118	5	18	9	47	14	
1702	10	11	1	8	8	13	2	
1703	6	11	4	8	8	84	2	
1704	6	19	3	135	11	8	7	
1705	16	4	219	16	9	7	7	
1706	6	29	12	16	11	8	6	
1707	6	4	8	12	9	7	7	
1708	92	11	4	8	8	13	73	
1709	83	269	221	244	193	2	2	
1710	33	26	2	31	5	7	19	
1711	8	7	1	8	8	1	6	
1712	220	11	4	8	8	8	2	
1713	10	11	4	8	194	189	2	
1714	6	11	4	10	7	8	163	
1715	57	11	1	245	7	8	2	
1716	10	27	4	8	8	8	164	
1717	6	29	15	246	195	8	14	
1718	6	65	6	140	196	1	165	
1719	63	29	3	1	197	23	7	
1720	9	270	33	131	24	8	7	
1721	222	11	4	8	8	8	2	
1722	101	4	97	29	70	158	2	
1723	9	19	32	1	9	8	6	
1724	9	29	12	26	11	8	7	
1725	6	4	14	1	20	8	7	
1726	6	23	4	1	9	26	2	
1727	6	19	3	16	11	8	6	
1728	10	107	1	10	12	8	20	
1729	6	27	5	10	12	8	2	
1730	6	69	158	18	9	8	7	
1731	10	11	4	8	8	8	91	
1732	16	4	12	16	189	7	7	
1733	109	65	5	243	9	13	14	
1734	10	7	57	124	191	18	6	
1735	36	273	9	13	17	11	25	
1736	88	24	19	36	23	44	26	
1737	6	23	32	88	9	8	7	
1738	1	4	1	5	1	1	1	
1739	1	4	1	5	1	107	5	
1740	1	4	1	5	1	1	153	
1741	1	4	1	5	1	1	169	
1742	1	4	1	241	1	185	1	
1743	1	4	1	219	1	1	1	
1744	1	10	1	1	1	1	5	
1745	1	10	1	1	1	1	50	
1746	1	244	1	1	1	1	1	
1747	3	272	60	3	6	3	3	
1748	6	59	60	3	6	52	3	
1749	6	59	66	65	6	3	3	
1750	6	59	60	67	6	6	3	
1751	6	59	60	70	6	3	3	
1752	6	59	60	70	49	188	3	
1753	6	61	6	11	51	3	60	
1754	11	63	7	1	14	7	25	
1755	11	63	7	1	14	11	7	
1756	11	63	7	1	14	186	7	
1757	11	63	9	1	14	7	7	
1758	14	14	10	235	17	7	10	
1759	69	59	216	3	3	3	3	
1760	69	258	60	3	3	3	3	
1761	69	259	60	3	3	3	3	
1762	94	111	90	98	73	69	1	
1763	95	245	91	99	68	70	76	
1765	201	59	60	3	6	6	3	
1766	201	59	60	3	47	3	3	
1767	202	246	53	221	172	1	2	
1768	202	246	53	221	173	1	2	
1769	205	61	6	11	51	3	60	
1770	217	4	1	1	105	1	1	
1771	224	4	54	247	11	1	7	
1772	6	29	33	8	8	8	2	
1773	6	11	4	16	11	7	2	
1774	6	11	222	10	7	8	6	
1775	6	31	5	28	1	2	2	
1776	99	6	33	33	198	8	7	
1777	6	4	3	18	11	8	170	
1778	49	4	44	9	199	35	7	
1779	6	4	15	56	11	1	6	
1780	6	6	5	16	11	1	7	
1781	225	274	224	248	24	2	64	
1782	6	65	32	26	9	13	2	
1783	208	4	12	1	20	12	7	
1784	13	52	10	14	200	25	17	
1785	10	268	4	8	12	35	2	
1786	6	4	226	17	7	7	6	
1787	12	12	8	12	15	2	7	
1788	10	7	4	1	8	18	2	
1789	6	4	3	17	7	59	6	
1790	6	4	3	18	7	191	6	
1791	1	4	44	9	11	8	7	
1792	6	4	12	16	9	192	12	
1793	80	276	26	140	201	1	2	
1794	6	4	5	16	7	193	14	
1795	6	277	5	16	11	8	7	
1796	6	64	6	11	13	3	50	
1797	10	11	4	8	8	8	171	
1798	6	4	3	18	9	7	7	
1799	12	12	8	140	15	2	2	
1800	9	19	33	18	9	122	6	
1801	194	8	12	138	9	12	6	
1802	6	95	228	18	9	8	14	
1803	6	6	5	9	9	8	172	
1804	12	12	8	12	15	8	2	
1805	6	61	6	11	13	3	7	
1807	6	279	12	1	20	12	7	
1808	37	38	229	37	17	8	26	
1809	6	4	12	250	20	18	7	
1810	28	33	25	29	188	11	24	
1811	6	280	12	1	20	12	7	
1813	35	37	29	251	4	5	73	
1814	13	13	9	13	16	195	9	
1815	220	27	5	8	8	7	170	
1816	9	8	5	231	11	194	148	
1817	9	8	5	231	11	194	7	
1818	6	282	230	1	8	8	173	
1819	87	90	231	10	1	187	138	
1820	91	4	4	16	43	8	6	
1821	6	278	4	18	24	5	14	
1822	6	31	83	28	143	1	2	
1823	64	7	5	83	8	8	6	
1824	87	90	231	10	1	196	138	
1825	12	287	8	12	15	2	2	
1826	12	12	8	12	202	2	2	
1827	53	288	47	13	36	28	29	
1828	227	38	19	37	17	11	26	
1829	87	289	233	24	55	1	42	
1830	10	290	4	8	8	8	2	
1833	12	285	8	12	15	2	2	
1834	6	4	3	18	203	7	7	
1835	31	286	83	140	1	187	2	
1836	176	291	234	232	204	16	175	
1837	53	4	12	1	20	18	7	
1838	6	296	4	10	7	8	6	
1839	228	293	85	207	116	197	106	
1840	36	24	9	1	17	11	159	
1841	6	295	22	18	11	8	7	
1842	87	292	53	140	27	22	17	
1843	229	297	1	254	1	26	2	
1844	6	29	33	16	11	7	2	
1845	111	11	4	8	8	13	73	
1846	163	298	235	255	190	66	176	
1847	6	6	12	231	7	8	6	
1848	45	53	119	13	99	5	94	
1849	231	4	5	10	20	7	7	
1850	6	65	225	140	9	1	165	
1851	170	40	93	13	17	28	166	
1852	97	40	236	13	23	28	66	
1853	36	39	237	119	17	11	28	
1854	232	27	5	14	8	8	73	
1855	36	39	10	119	17	17	28	
1856	13	14	10	14	17	5	10	
1857	14	14	10	14	17	11	85	
1858	13	14	10	14	17	11	85	
1859	76	115	10	119	30	37	136	
1860	13	14	49	13	17	64	25	
1861	13	14	19	14	17	94	10	
1862	13	39	19	36	30	20	82	
1863	15	24	10	119	17	37	36	
1864	38	24	84	13	16	30	34	
1865	36	24	84	13	17	30	34	
1866	50	47	19	37	17	30	25	
1867	13	44	10	46	16	10	34	
1868	13	24	10	37	17	11	25	
1869	100	23	227	45	1	35	7	
1870	233	284	185	252	5	139	4	
1871	37	38	19	37	17	16	26	
1872	13	39	19	13	23	5	109	
1873	13	38	93	13	149	25	122	
1874	13	166	47	13	17	28	122	
1875	76	40	93	100	149	28	122	
1876	13	40	19	13	23	28	30	
1877	20	24	10	13	23	16	17	
1878	88	24	49	36	17	11	11	
1879	38	24	30	13	17	25	28	
1880	76	13	190	36	17	25	25	
1881	21	35	27	6	5	5	25	
1882	18	22	67	31	5	5	4	
1883	23	218	41	27	37	16	19	
1884	62	3	58	6	5	16	4	
1885	126	160	131	6	5	5	91	
1886	79	160	52	27	5	16	4	
1887	6	17	15	18	53	8	7	
1888	9	65	232	1	9	8	6	
1889	48	46	69	253	11	34	148	
1890	9	23	238	18	11	8	6	
1891	6	4	3	26	7	8	6	
1892	83	260	176	257	24	2	2	
1894	13	40	239	13	23	28	30	
1895	170	43	10	37	205	11	26	
1896	170	40	93	258	17	28	166	
1899	169	13	9	13	16	199	9	
1900	76	14	241	13	17	14	25	
1902	76	13	242	13	17	30	25	
1903	21	35	27	6	5	5	178	
1905	53	303	47	13	23	25	109	
1907	142	43	13	15	207	14	137	
1909	76	304	244	13	16	37	9	
1910	236	305	10	119	208	25	180	
1911	10	11	57	8	11	8	2	
1912	10	41	4	8	8	8	2	
1913	56	65	32	26	9	8	2	
1914	83	306	245	260	209	16	181	
1915	13	147	246	202	149	28	30	
1916	13	308	19	14	23	1	10	
1917	76	39	10	13	17	200	28	
1918	36	24	9	261	17	11	25	
1919	76	14	247	36	17	14	28	
1923	35	143	52	52	5	91	182	
1924	13	39	248	36	30	14	82	
1925	76	24	49	262	16	37	25	
1926	35	143	52	52	211	91	87	
1927	14	309	10	14	17	11	85	
1931	233	26	249	252	152	139	4	
1933	79	26	251	52	214	16	19	
1935	238	39	19	37	16	5	9	
1938	54	310	157	6	5	16	4	
1940	76	43	19	37	215	24	25	
1942	239	24	49	262	16	37	25	
1944	83	23	4	181	80	1	42	
1945	17	231	252	198	7	157	2	
1946	13	43	19	14	23	11	10	
1947	36	24	9	1	20	12	7	
1948	13	52	10	13	17	11	25	
1949	13	13	9	14	17	25	17	
1950	6	4	12	13	16	10	9	
1951	129	311	13	150	91	198	25	
1952	218	300	75	242	1	187	2	
1953	51	48	220	266	192	42	37	
1954	10	4	4	1	12	2	2	
1955	35	3	58	63	5	16	4	
1956	20	45	24	43	26	32	2	
1957	27	32	41	29	5	19	22	
1958	13	43	9	36	16	44	25	
1959	13	13	9	13	30	10	9	
1960	35	37	4	25	8	5	73	
1961	10	11	29	8	4	8	2	
1962	6	4	12	36	20	18	7	
1963	13	39	50	13	16	11	25	
1964	13	13	4	13	16	10	9	
1966	1	26	2	25	5	5	19	
1967	6	4	3	17	7	204	6	
1968	6	11	257	8	8	8	2	
1970	10	11	57	8	8	8	185	
1972	64	196	5	83	8	8	6	
1973	241	153	4	91	7	8	6	
1974	18	106	17	37	5	5	4	
1975	14	14	10	14	17	205	10	
1976	13	14	19	13	23	11	10	
1978	36	24	9	6	17	11	25	
1979	36	24	9	270	17	11	25	
1981	33	314	2	31	5	16	19	
1982	53	40	254	13	36	28	29	
1983	55	38	19	18	17	11	26	
1984	76	14	247	14	16	10	187	
1985	13	52	10	13	17	25	17	
1986	6	6	15	16	17	66	7	
1987	6	6	15	56	8	26	6	
1988	243	6	5	16	11	8	7	
1989	10	7	1	8	8	8	6	
1990	6	4	5	1	20	12	7	
1991	6	11	4	16	8	78	2	
1992	6	95	33	271	9	8	14	
1993	13	52	10	14	17	207	17	
1994	83	14	10	14	17	94	28	
1995	13	103	19	36	23	11	10	
1996	230	299	255	256	68	69	76	
1997	10	11	4	8	8	8	188	
1998	244	4	12	1	20	18	7	
1999	6	38	22	119	91	76	2	
2000	53	40	47	13	36	28	28	
2001	200	3	17	6	45	5	191	
2002	34	218	157	49	37	5	182	
2003	4	26	2	25	4	5	19	
2004	4	26	47	25	36	5	29	
2005	6	29	14	16	9	8	14	
2006	6	317	33	16	11	8	6	
2007	10	318	4	8	8	8	2	
2008	6	6	5	136	11	8	6	
2009	10	11	4	8	8	8	192	
2010	10	11	4	1	219	8	2	
2011	92	4	87	96	70	8	2	
2012	6	69	4	18	9	8	7	
2013	36	24	9	275	17	11	25	
2014	246	95	4	1	11	8	6	
2015	76	319	30	37	17	10	96	
2016	6	23	32	88	9	26	7	
2017	13	96	10	119	17	25	25	
2020	21	35	27	6	220	5	4	
2021	250	38	19	37	17	11	26	
2022	10	312	4	8	8	8	2	
2023	13	13	9	13	16	10	193	
2024	96	40	13	100	221	28	66	
2025	6	4	4	16	24	11	14	
2026	6	4	225	247	9	1	20	
2027	13	38	84	43	17	68	2	
2028	6	95	3	274	9	209	2	
2029	13	13	9	13	218	10	9	
2030	6	4	4	1	22	8	6	
2031	13	320	13	50	37	16	25	
2032	10	318	4	8	8	8	7	
2033	6	6	15	10	9	7	14	
2034	6	4	5	18	11	8	7	
2035	6	8	4	225	9	23	7	
2036	10	11	4	249	8	8	2	
2037	85	88	78	37	59	58	62	
2038	6	19	14	16	11	211	2	
2040	6	29	22	18	11	8	41	
2041	8	7	1	278	8	18	6	
2042	53	40	47	13	36	58	29	
2043	92	4	87	96	70	28	2	
2044	18	106	17	137	5	7	10	
2045	111	11	57	8	8	8	2	
2046	214	7	188	1	8	18	6	
2047	179	6	5	26	9	13	98	
2048	179	6	5	1	9	8	6	
2049	8	23	186	24	55	1	42	
2050	123	196	199	12	12	2	2	
2051	56	6	15	85	7	18	6	
2052	56	29	3	1	11	62	6	
2053	34	140	39	87	67	138	4	
2054	179	19	33	26	11	8	6	
2055	10	11	4	26	8	8	2	
2056	123	29	4	1	24	8	126	
2057	123	95	3	18	11	7	14	
2058	179	4	14	1	20	62	7	
2059	123	29	5	26	24	8	6	
2060	179	29	3	1	11	62	6	
2061	179	23	214	12	12	178	2	
2062	6	69	158	280	9	8	7	
2063	6	4	4	18	9	26	7	
2064	207	297	260	254	1	2	2	
2065	10	225	4	205	8	8	2	
2066	6	4	12	1	222	12	7	
2067	6	95	3	18	11	122	2	
2068	13	39	50	13	16	212	25	
2069	31	4	42	44	15	213	17	
2070	251	37	167	198	7	214	62	
2071	251	37	4	198	7	214	62	
2072	6	29	5	18	11	193	7	
2073	6	4	3	18	11	7	156	
2074	12	321	176	30	80	2	2	
2076	21	35	61	52	5	77	4	
2077	6	4	4	9	20	1	6	
2078	64	196	224	279	8	1	6	
2079	6	4	4	18	11	7	7	
2081	6	95	33	16	9	8	6	
2083	6	322	5	16	11	8	7	
2084	13	40	19	36	23	28	10	
2085	20	323	41	43	5	32	2	
2086	129	15	13	150	91	198	25	
2087	94	324	85	169	111	69	76	
2088	13	43	10	20	17	37	25	
2089	6	153	261	91	7	78	6	
2091	1	46	69	1	20	8	6	
2092	6	4	4	18	24	8	6	
2093	6	19	3	18	9	7	12	
2094	6	4	12	16	9	12	6	
2095	6	6	5	136	11	34	7	
2096	6	95	5	1	9	8	2	
2097	6	65	32	26	9	8	7	
2098	6	4	3	16	9	8	2	
2099	6	4	4	16	24	8	6	
2100	6	65	32	26	9	8	6	
2101	6	8	4	16	7	13	2	
2102	6	8	4	16	7	8	7	
2103	6	4	4	18	11	8	14	
2104	6	19	3	18	9	8	7	
2105	6	19	4	18	22	8	7	
2106	6	65	5	1	9	8	14	
2107	6	65	5	1	9	8	2	
2108	6	4	4	16	24	8	2	
2109	6	8	4	16	7	8	14	
2110	6	4	4	18	24	13	2	
2111	6	4	32	88	7	7	6	
2112	6	4	87	96	70	58	2	
2113	6	88	78	29	59	58	62	
2114	6	37	12	1	20	8	7	
2115	8	7	1	8	8	5	6	
2116	9	23	64	18	11	8	14	
2117	10	11	4	8	8	7	7	
2118	16	4	12	16	9	8	2	
2119	23	4	4	16	7	13	2	
2120	23	4	4	18	24	8	14	
2121	43	41	15	18	11	13	2	
2122	48	46	43	45	11	8	7	
2123	57	11	1	109	7	8	14	
2124	63	30	15	18	43	12	6	
2125	64	4	5	83	24	8	2	
2126	66	6	14	10	9	7	7	
2127	73	38	19	37	17	11	26	
2128	85	29	32	16	11	8	44	
2129	92	29	32	16	11	8	44	
2130	179	8	4	16	7	7	6	
2131	214	19	12	16	9	34	35	
2132	214	19	12	16	9	13	2	
2133	57	11	1	109	7	8	6	
2134	116	4	12	16	9	7	7	
2135	221	40	93	13	17	28	166	
2136	175	275	184	18	150	190	130	
2137	6	6	15	88	11	26	6	
2138	109	65	29	25	4	13	73	
2139	10	7	57	8	8	8	2	
2140	10	11	19	8	8	13	2	
2141	101	88	262	281	59	215	196	
2142	4	26	263	25	5	5	19	
2143	85	88	78	282	59	58	62	
2144	6	6	15	56	11	26	6	
2145	6	326	12	1	9	2	7	
2147	6	241	4	8	78	8	2	
2148	6	284	174	6	4	216	4	
2152	6	23	266	26	9	8	7	
2154	6	29	4	16	11	217	14	
2155	21	35	27	212	5	5	4	
2156	6	329	4	1	24	2	6	
2158	80	331	6	285	24	2	17	
2160	6	23	32	88	9	13	7	
2161	6	4	5	18	9	8	2	
2162	31	58	54	10	11	35	47	
2163	6	23	3	18	9	8	7	
2164	6	95	3	16	11	8	14	
2165	6	23	3	16	9	7	7	
2166	6	29	5	16	9	8	44	
2168	83	332	136	286	193	1	2	
2169	6	29	5	26	11	8	2	
2170	6	333	14	16	24	8	14	
2171	260	88	78	29	70	158	2	
2172	8	7	1	8	226	84	6	
2173	170	43	10	37	227	11	26	
2174	6	19	57	13	9	13	6	
2175	6	4	15	88	43	8	14	
2176	9	65	5	1	9	13	58	
2177	10	11	4	8	5	8	2	
2178	9	6	15	56	11	26	6	
2179	9	65	5	18	11	8	6	
2180	6	19	3	18	9	193	6	
2181	6	4	14	16	24	8	19	
2182	33	26	2	31	5	16	14	
2183	6	334	5	28	1	1	2	
2184	6	31	4	28	228	1	2	
2185	53	40	1	13	36	28	29	
2186	6	4	5	16	11	8	6	
2187	6	4	33	16	9	8	6	
2188	6	4	9	1	20	13	7	
2189	34	36	78	87	67	16	4	
2190	9	6	47	131	24	8	7	
2191	85	88	39	29	59	58	62	
2192	76	273	12	13	17	11	25	
2193	64	7	47	44	8	8	6	
2194	31	4	15	1	15	33	17	
2195	43	41	42	18	11	7	6	
2196	51	48	45	287	229	218	37	
2197	10	11	4	8	8	219	174	
2198	20	45	41	16	5	50	46	
2199	6	4	4	43	24	8	14	
2200	62	50	22	49	37	41	191	
2201	76	335	10	15	30	14	13	
2202	6	31	83	288	1	1	2	
2203	10	11	4	1	230	8	2	
2204	6	8	4	1	9	221	7	
2205	8	7	1	8	8	186	6	
2206	6	19	12	1	20	26	3	
2207	10	174	4	8	8	222	2	
2208	45	240	192	99	91	159	142	
2209	6	35	4	10	7	8	6	
2210	70	7	4	8	8	18	6	
2211	10	11	4	8	96	8	2	
2212	232	11	4	279	8	205	73	
2213	157	4	4	16	24	8	65	
2214	21	4	67	6	97	8	4	
2215	20	45	41	43	97	32	170	
2216	20	45	41	43	231	32	2	
2217	6	11	32	10	24	8	7	
2218	37	38	19	37	17	223	26	
2219	10	11	4	8	8	220	2	
2220	10	11	4	8	42	8	2	
2221	92	4	87	290	70	58	2	
2223	6	11	5	8	7	8	2	
2224	228	170	85	284	116	149	106	
2225	6	31	5	289	1	1	2	
2226	10	336	4	8	8	8	2	
2227	38	39	30	13	17	25	197	
2228	10	11	4	149	8	13	73	
2229	43	41	15	18	11	224	6	
2230	6	346	12	1	20	13	7	
2235	35	40	29	25	4	28	73	
2236	13	115	9	13	16	5	9	
2237	6	29	32	16	11	10	44	
2238	18	106	17	6	5	8	39	
2240	6	4	14	25	20	62	7	
2241	4	26	151	1	5	5	19	
2242	6	19	32	18	11	7	2	
2243	92	4	47	13	70	28	29	
2244	9	4	5	56	9	26	6	
2245	53	4	47	13	36	28	29	
2246	13	4	19	36	23	11	10	
2247	13	4	156	14	17	25	17	
2248	6	6	15	16	7	23	7	
2249	6	6	12	1	20	18	7	
2251	6	11	33	16	11	8	6	
2252	53	11	47	13	36	28	29	
2253	6	11	4	10	7	7	6	
2254	14	12	10	200	17	7	10	
2255	6	13	159	140	112	1	17	
2256	20	14	9	273	7	16	46	
2257	14	14	259	14	17	92	10	
2258	13	13	9	22	238	37	25	
2260	13	14	19	22	17	14	193	
2261	36	14	9	13	17	11	25	
2262	36	16	9	13	17	11	25	
2263	6	19	259	26	11	8	7	
2264	6	65	12	1	20	13	7	
2265	9	4	5	1	9	13	6	
2266	18	11	4	8	8	13	2	
2267	37	38	19	37	17	227	26	
2268	53	40	47	13	36	28	198	
2270	36	349	9	13	17	11	25	
2271	87	350	155	297	24	22	17	
2272	6	4	12	1	20	12	205	
2273	6	4	12	298	20	18	7	
2274	43	19	15	21	11	8	6	
2275	10	11	257	8	8	13	73	
2276	10	11	4	8	8	132	2	
2277	4	26	2	25	5	5	39	
2278	53	40	47	13	36	5	29	
2279	53	40	47	13	36	8	29	
2280	6	4	15	246	11	8	14	
2281	13	52	10	14	17	25	7	
2282	8	7	1	1	1	8	7	
2283	9	351	5	231	11	194	7	
2284	8	7	14	16	8	8	6	
2285	13	14	272	36	23	11	10	
2286	13	14	78	36	23	11	10	
2287	85	88	272	29	59	58	62	
2288	8	7	9	220	8	8	2	
2289	13	13	5	13	16	10	9	
2290	270	2	2	4	4	4	4	
2291	4	2	2	4	4	4	206	
2292	6	65	15	18	9	8	6	
2293	6	7	5	1	8	186	2	
2294	6	4	1	16	24	8	14	
2295	8	7	14	8	8	8	6	
2296	8	7	1	8	6	8	7	
2297	10	11	4	299	8	8	2	
2298	6	4	12	300	20	12	7	
2299	55	38	12	37	17	11	26	
2300	37	38	19	16	17	11	26	
2301	10	11	163	8	8	13	2	
2302	51	48	45	118	34	42	37	
2303	6	11	7	1	8	8	20	
2304	51	48	48	139	34	42	37	
2305	46	140	37	25	5	16	33	
2306	36	6	33	1	24	8	7	
2307	6	4	33	136	99	8	6	
2308	6	65	5	1	11	8	6	
2309	271	26	39	25	5	31	19	
2310	6	4	12	1	20	12	47	
2311	92	4	87	96	70	58	181	
2312	33	26	47	31	5	16	19	
2313	6	23	3	26	9	8	7	
2314	34	36	47	25	28	16	4	
2315	6	8	32	185	9	23	7	
2316	92	231	87	95	70	58	2	
2317	6	4	159	44	12	1	12	
2318	6	26	39	25	5	8	19	
2319	64	4	5	83	138	8	6	
2320	80	4	15	18	9	18	7	
2321	43	106	17	6	5	5	4	
2322	6	263	4	18	9	26	7	
2323	159	89	4	8	8	2	181	
2324	203	352	250	27	240	232	182	
2325	8	7	4	8	8	18	6	
2326	6	4	3	16	61	8	6	
2327	6	4	15	18	24	18	7	
2328	6	95	3	18	11	122	6	
2329	9	6	33	18	7	8	7	
2330	272	29	5	18	11	8	2	
2331	273	14	273	13	30	115	13	
2332	274	4	96	1	24	8	6	
2333	6	6	274	9	9	73	7	
2334	10	23	275	8	8	8	2	
2336	100	23	277	45	7	3	7	
2337	34	36	39	87	67	233	4	
2338	6	6	5	18	9	234	6	
2339	10	11	4	8	8	8	207	
2340	6	4	4	16	24	8	208	
2341	10	11	4	52	8	8	2	
2342	10	27	5	10	42	1	164	
2343	10	27	5	10	42	8	2	
2344	10	27	5	10	42	9	2	
2345	10	7	4	12	8	18	2	
2346	129	15	13	150	91	14	25	
2347	15	15	10	15	18	12	11	
2348	35	37	29	25	4	8	73	
2349	6	11	4	10	8	8	2	
2350	6	19	14	16	11	12	7	
2351	6	19	32	16	9	8	7	
2352	6	4	4	18	9	8	2	
2353	6	5	4	107	8	8	2	
2354	6	6	5	26	7	8	14	
2355	10	353	5	10	42	9	2	
2356	129	354	13	13	30	14	13	
2357	6	355	4	8	8	8	2	
2358	9	175	33	33	24	8	7	
2359	10	21	4	301	17	14	15	
2360	13	21	13	301	17	14	15	
2361	21	35	61	301	5	5	4	
2362	13	43	13	302	18	5	92	
2363	10	7	4	8	12	184	2	
2364	10	11	4	8	8	40	2	
2365	10	11	278	8	8	8	2	
2366	275	11	1	1	8	8	6	
2367	6	11	4	303	7	8	6	
2368	275	357	1	1	8	8	6	
2369	80	90	280	30	193	2	2	
2370	6	31	83	28	1	1	66	
2371	276	356	279	304	242	235	210	
2372	40	21	13	22	17	14	15	
2373	35	37	27	25	4	5	73	
2374	10	27	5	1	8	7	2	
2375	6	4	12	1	9	38	7	
2376	9	8	3	16	9	18	6	
2377	40	21	13	97	88	14	25	
2378	4	26	2	8	5	5	19	
2379	9	11	15	56	11	26	6	
2380	6	29	33	16	167	8	2	
2381	277	8	3	306	9	18	6	
2382	20	45	12	43	70	32	2	
2383	52	116	55	101	113	30	38	
2384	6	358	3	26	11	8	6	
2385	6	359	5	1	9	8	6	
2386	6	359	5	1	9	8	12	
2387	6	19	3	18	9	12	6	
2388	6	4	3	16	9	8	7	
2389	6	360	12	1	9	2	7	
2391	6	63	7	11	14	7	7	
2394	136	11	4	1	1	8	2	
2395	11	63	7	1	13	7	7	
2396	6	61	6	11	1	3	50	
2397	6	61	75	11	13	3	50	
2398	1	4	6	1	13	1	50	
2399	6	61	1	11	14	3	50	
2400	6	63	7	1	8	7	7	
2401	6	61	1	11	1	1	1	
2402	6	61	6	11	11	3	50	
2403	1	10	7	1	1	1	1	
2404	10	11	4	8	90	1	2	
2405	1	10	1	1	1	1	7	
2406	11	63	7	1	14	7	6	
2407	11	63	6	109	13	3	50	
2408	56	61	119	208	13	3	50	
2409	6	61	6	11	13	23	50	
2410	6	61	6	11	13	1	50	
2411	11	63	7	1	14	7	50	
2412	6	61	6	11	14	3	50	
2413	1	4	1	5	1	1	50	
2414	1	61	6	11	13	3	1	
2415	6	61	6	11	6	3	50	
2417	6	63	6	1	13	7	50	
2418	6	61	71	11	13	3	50	
2419	6	63	6	11	13	2	50	
2420	11	61	6	11	13	3	50	
2421	11	63	7	7	14	7	7	
2422	11	61	7	1	14	50	7	
2423	6	61	6	11	13	3	1	
2424	6	61	7	1	14	7	7	
2425	6	6	3	18	9	7	6	
2426	6	61	6	1	13	3	50	
2427	6	13	6	11	13	3	50	
2428	6	61	7	11	13	3	50	
2429	6	63	7	1	14	12	7	
2430	61	63	6	11	13	3	50	
2431	61	61	6	11	13	3	50	
2432	45	53	119	84	42	99	94	
2433	53	40	47	13	36	13	29	
2434	63	11	102	8	8	8	2	
2435	6	152	4	10	9	8	7	
2436	1	4	44	309	11	35	148	
2437	8	7	281	8	8	18	6	
2439	21	37	27	6	5	5	4	
2440	157	7	5	1	8	186	2	
2441	10	367	4	12	8	45	2	
2443	6	11	4	10	7	8	73	
2444	10	11	4	16	8	13	73	
2445	109	88	262	281	59	215	196	
2446	13	39	13	13	18	10	13	
