ST	aroE	gdh	gki	recP	spi	xpt	ddl	clonal_complex
8090	7	13	9	6	1	246	8	
8091	7	13	8	6	22	246	8	
8092	7	8	10	1	6	1	14	
8093	7	13	8	1	1	1	8	
8094	2	61	4	1	6	22	9	
8095	15	61	4	21	30	1	15	
8096	7	13	4	12	1	1	14	
8097	5	49	257	5	8	344	7	
8098	11	5	29	12	9	3	5	
8099	15	5	19	5	6	20	26	
8100	15	5	4	21	30	1	15	
8101	7	13	8	6	1	22	8	
8102	7	5	4	18	10	3	18	
8103	246	31	4	16	101	28	67	
8104	7	5	1	1	13	1	8	
8105	13	8	13	5	17	4	17	
8106	1	8	15	2	6	491	6	
8107	7	9	19	1	10	48	14	
8108	11	5	29	1	16	26	14	
8109	11	5	29	12	16	26	14	
8110	10	8	4	35	6	20	14	
8111	7	15	8	6	1	246	8	
8112	2	5	36	12	17	21	1	
8113	8	37	9	29	2	12	101	
8114	11	13	8	6	3	6	8	
8115	1	1	4	1	18	58	442	
8116	2	360	1	43	6	31	6	
8117	8	10	1	1	1	26	30	
8118	8	13	14	218	1	4	14	
8119	2	8	2	4	6	492	1	
8120	13	8	4	16	6	1	120	
8121	8	361	14	4	17	4	14	
8122	6	5	5	1	7	11	257	
8123	8	10	2	16	1	26	22	
8124	26	9	15	14	9	16	530	
8125	8	9	2	1	6	1	531	
8126	7	13	8	6	348	6	8	
8127	12	8	13	5	16	1	20	
8128	7	11	10	1	6	8	15	
8129	7	11	10	38	6	8	1	
8130	7	60	9	8	10	49	29	
8131	8	10	2	16	1	8	1	
8132	7	60	9	8	6	4	29	
8133	2	19	2	17	6	6	14	
8134	1	8	14	4	17	51	14	
8135	7	13	8	12	1	6	8	
8136	7	13	6	6	10	6	14	
8137	60	60	8	5	42	1	18	
8138	7	11	10	16	6	493	14	
8139	1	5	19	15	349	20	17	
8140	7	9	4	12	15	20	28	
8141	6	57	34	28	7	1	17	
8142	247	6	1	2	224	1	14	
8143	7	6	1	2	6	3	532	
8144	5	6	1	1	6	1	14	
8145	1	382	225	12	17	1	14	
8146	7	2	1	1	10	495	21	
8147	2	5	36	12	17	494	14	
8148	15	8	4	3	103	19	168	
8149	2	5	6	5	9	129	17	
8150	10	12	2	1	6	28	14	
8151	2	8	62	16	6	388	309	
8152	13	9	4	18	17	7	9	
8153	1	10	227	1	15	26	11	
8154	54	10	4	10	17	1	9	
8155	6	9	6	10	6	1	9	
8156	6	5	54	5	7	3	255	
8157	2	8	9	16	6	3	309	
8158	10	10	4	1	7	19	9	
8159	10	17	4	1	6	1	17	
8160	10	11	6	1	7	234	255	
8161	1	10	146	219	9	19	14	
8162	1	32	97	5	6	88	533	
8163	8	362	223	5	6	1	17	
8164	54	5	1	162	6	28	506	
8165	5	5	1	5	15	1	18	
8166	7	25	4	6	25	6	8	
8167	2	60	361	18	323	3	14	
8168	44	47	29	37	6	7	80	
8169	5	5	4	5	3	1	7	
8170	13	5	9	6	6	90	14	
8171	1	72	17	5	5	3	8	
8172	13	8	4	1	9	1	18	
8173	15	17	4	18	3	1	5	
8174	11	47	1	2	6	146	239	
8175	7	11	10	1	19	3	1	
8176	26	5	9	6	19	6	14	
8177	14	5	4	10	36	3	74	
8178	7	14	4	12	1	1	9	
8179	7	10	4	12	1	3	35	
8180	86	5	74	8	13	16	17	
8181	2	8	2	4	34	1	308	
8182	11	121	10	1	6	64	14	
8183	50	5	4	5	5	3	8	
8184	10	9	175	6	1	1	8	
8185	1	5	27	1	10	173	17	
8186	50	10	9	43	5	146	6	
8187	7	162	1	2	6	26	14	
8188	27	60	9	12	14	3	6	
8189	12	10	9	18	6	4	28	
8190	2	72	1	11	16	3	14	
8191	7	59	4	1	1	80	5	
8192	7	13	8	6	1	6	192	
8193	2	5	78	2	15	20	196	
8194	2	8	2	4	6	6	1	
8195	7	15	2	10	6	1	20	
8196	8	14	4	12	1	1	14	
8197	7	13	8	10	25	6	8	
8198	7	13	8	10	4	6	8	
8199	4	4	2	4	4	1	8	
8200	8	13	14	15	14	4	14	
8201	2	5	36	12	6	21	20	
8202	4	16	2	15	6	20	1	
8203	15	13	14	4	17	4	14	
8204	4	16	19	12	6	20	1	
8205	10	16	19	44	6	20	1	
8206	4	13	14	4	17	4	14	
8207	6	11	1	67	15	72	231	
8208	7	11	10	1	6	8	238	
8209	8	13	14	4	17	4	534	
8210	10	16	19	15	350	20	1	
8211	10	16	19	15	6	20	535	
8212	7	11	10	1	6	8	536	
8213	7	5	9	1	13	1	14	
8214	15	8	9	16	6	49	8	
8215	2	8	19	1	217	14	14	
8216	15	8	19	15	3	104	63	
8217	15	16	2	15	3	104	63	
8218	236	5	355	16	3	1	6	
8219	7	8	9	15	6	49	17	
8220	15	16	19	15	6	104	63	
8221	4	16	19	15	6	6	137	
8222	15	8	362	16	6	49	8	
8223	15	16	363	101	3	19	14	
8224	4	363	2	4	4	1	1	
8225	248	16	19	101	6	4	245	
8226	15	16	19	220	6	20	26	
8227	15	16	364	15	6	20	26	
8228	8	13	14	4	351	4	14	
8229	249	13	14	4	17	4	14	
8230	1	5	53	32	14	20	422	
8231	2	62	1	25	6	8	14	
8232	1	29	4	21	30	1	5	
8233	15	29	4	21	30	6	5	
8234	4	16	365	15	6	20	1	
8235	86	5	4	5	5	3	204	
8236	2	47	2	4	6	1	1	
8237	2	5	9	12	14	3	220	
8238	2	10	2	16	1	96	1	
8239	7	14	4	12	11	3	14	
8240	4	10	2	4	54	1	1	
8241	2	5	28	11	7	48	17	
8242	10	10	2	16	54	146	1	
8243	96	5	196	51	33	12	14	
8244	1	61	9	4	10	22	14	
8245	13	48	15	14	10	16	19	
8246	52	15	2	10	6	1	22	
8247	25	121	4	16	32	28	44	
8248	7	162	1	2	6	1	8	
8249	1	8	1	1	9	220	8	
8250	1	8	8	66	9	103	245	
8251	10	8	1	15	6	28	14	
8252	8	13	9	1	78	1	6	
8253	2	5	54	12	17	1	9	
8254	8	5	5	1	6	20	442	
8255	2	5	1	2	292	220	7	
8256	1	2	4	43	9	20	8	
8257	16	19	40	5	241	20	1	
8258	5	16	8	16	17	428	14	
8259	8	60	9	1	6	465	14	
8260	15	5	268	10	7	88	168	
8261	10	8	230	25	27	20	446	
8262	15	17	4	16	6	496	17	
8263	54	13	366	16	6	365	31	
8264	13	8	14	5	14	1	537	
8265	7	16	89	16	352	20	451	
8266	2	8	9	38	353	1	9	
8267	250	16	367	5	9	346	1	
8268	8	10	84	1	2	14	4	
8269	15	364	8	18	15	1	31	
8270	32	28	1	1	15	52	15	
8271	7	13	368	4	6	1	20	
8272	5	13	4	4	6	1	20	
8273	8	37	2	27	2	11	53	
8274	10	43	41	18	13	37	6	
8275	5	5	7	7	8	5	538	
8276	8	178	9	29	2	12	15	
8277	5	365	2	16	6	3	245	
8278	10	61	41	18	13	49	6	
8279	251	11	10	1	6	1	1	
8280	2	5	36	221	17	21	14	
8281	63	8	9	2	6	4	539	
8282	7	12	2	10	6	1	22	
8283	8	13	64	4	17	26	14	
8284	8	5	2	12	2	3	14	
8285	189	1	4	1	18	20	17	
8286	2	5	36	12	6	21	1	
8287	2	5	36	12	17	461	14	
8288	18	12	9	44	14	77	97	
8289	1	2	27	18	6	4	18	
8290	8	13	14	4	17	4	27	
8291	2	5	5	12	16	3	14	
8292	12	366	13	5	16	4	20	
8293	12	8	13	222	16	4	20	
8294	2	19	14	223	17	4	14	
8295	12	8	13	224	16	4	20	
8296	10	7	4	19	10	1	27	
8297	7	14	40	12	1	497	14	
8298	7	11	10	1	6	8	5	
8299	15	29	4	21	30	352	18	
8300	7	13	8	6	25	20	8	
8301	1	5	53	32	14	1	199	
8302	5	5	53	32	14	20	14	
8303	1	5	53	2	14	20	199	
8304	1	5	53	12	14	20	199	
8305	1	5	53	25	14	20	199	
8306	19	5	53	32	14	20	199	
8307	2	5	53	32	14	20	199	
8308	1	5	93	32	14	20	199	
8309	1	5	4	104	14	16	422	
8310	2	5	53	32	14	20	14	
8311	5	13	11	50	15	177	19	
8312	10	5	2	16	1	26	1	
8313	10	18	197	1	7	19	31	
8314	10	18	36	1	7	19	9	
8315	10	18	197	1	7	19	9	
8316	10	2	34	16	15	258	145	
8317	8	13	11	4	15	20	511	
8318	8	13	11	4	15	19	511	
8319	10	18	4	1	7	20	9	
8320	10	2	47	16	15	14	145	
8321	10	18	34	1	7	19	9	
8322	252	13	2	16	6	12	1	
8323	1	13	4	4	6	113	18	
8324	2	5	36	12	17	21	540	
8325	7	41	2	6	10	498	1	
8326	1	8	9	4	241	1	27	
8327	15	29	4	21	30	352	1	
8328	1	8	9	5	241	1	18	
8329	8	60	9	1	11	14	19	
8330	7	5	74	63	202	12	14	
8331	2	8	4	5	9	1	18	
8332	1	13	9	5	241	1	18	
8333	10	8	4	5	9	1	18	
8334	15	8	4	21	30	1	5	
8335	15	13	4	21	30	27	1	
8336	15	29	4	21	30	352	199	
8337	15	29	4	21	30	1	79	
8338	15	29	4	21	354	352	14	
8339	253	60	67	16	10	104	14	
8340	7	367	8	6	1	337	8	
8341	15	16	369	15	6	20	26	
8342	4	16	19	225	6	20	106	
8343	15	29	4	21	355	1	14	
8344	15	16	19	15	6	20	541	
8345	2	13	2	5	30	121	14	
8346	2	1	36	12	17	31	14	
8347	93	60	7	12	27	104	29	
8348	1	5	2	6	6	1	4	
8349	15	16	19	15	6	20	238	
8350	15	8	19	16	6	1	14	
8351	1	42	8	16	25	104	26	
8352	7	13	4	6	30	6	8	
8353	7	2	1	6	10	1	11	
8354	2	305	36	12	17	21	14	
8355	2	5	36	12	17	21	527	
8356	8	5	275	27	2	11	71	
8357	10	11	83	16	15	1	145	
8358	8	9	2	1	9	1	17	
8359	4	16	19	15	55	20	260	
8360	7	5	2	10	6	1	8	
8361	1	5	9	9	16	4	6	
8362	7	2	25	29	17	1	14	
8363	10	13	1	43	98	3	20	
8364	142	10	4	5	13	33	277	
8365	12	8	13	5	16	3	20	
8366	5	368	4	1	10	1	27	
8367	2	369	4	10	10	1	27	
8368	10	370	41	35	6	1	14	
8369	2	5	29	16	42	499	18	
8370	1	9	4	5	5	3	5	
8371	1	8	4	5	5	3	6	
8372	10	11	34	16	15	14	145	
8373	10	25	9	10	6	4	542	
8374	12	43	2	18	6	22	14	
8375	1	17	370	1	77	105	18	
8376	2	4	4	18	10	4	6	
8377	13	9	29	1	1	28	18	
8378	2	371	2	16	1	26	1	
8379	2	38	1	25	6	20	5	
8380	2	62	1	25	5	20	6	
8381	7	22	41	2	5	1	14	
8382	1	10	9	43	5	1	166	
8383	7	62	1	2	2	4	269	
8384	2	5	1	6	292	220	27	
8385	2	5	1	30	292	220	27	
8386	2	32	9	10	6	21	17	
8387	10	62	1	38	6	20	28	
8388	11	15	2	10	6	1	22	
8389	2	62	41	25	6	20	6	
8390	7	62	1	2	5	1	27	
8391	2	62	1	25	6	20	28	
8392	8	151	2	1	6	1	17	
8393	8	9	1	1	6	1	17	
8394	1	8	6	2	15	4	6	
8395	2	29	4	21	30	1	14	
8396	7	5	4	6	25	6	8	
8397	2	10	9	18	27	1	31	
8398	7	11	10	1	8	8	1	
8399	2	5	4	1	5	19	14	
8400	11	21	15	1	10	1	14	
8401	1	5	4	143	5	1	8	
8402	2	8	1	8	6	1	14	
8403	8	5	14	5	5	11	5	
8404	8	5	4	5	5	1	39	
8405	12	5	4	5	5	1	150	
8406	2	5	2	1	6	1	17	
8407	12	8	13	5	5	4	20	
8408	7	62	139	2	6	28	14	
8409	7	5	4	12	6	20	79	
8410	15	16	19	15	6	20	234	
8411	8	13	14	4	68	4	14	
8412	7	5	1	1	13	31	39	
8413	7	51	8	6	1	26	8	
8414	7	5	4	12	6	20	14	
8415	12	8	13	5	16	95	20	
8416	93	25	4	4	15	20	14	
8417	1	9	4	1	10	28	8	
8418	8	10	2	66	9	1	1	
8419	1	5	4	12	5	16	8	
8420	8	4	4	4	4	1	1	
8421	10	5	4	16	15	1	145	
8422	1	272	7	12	17	158	14	
8423	45	13	6	12	9	14	15	
8424	10	11	10	1	168	8	1	
8425	10	11	4	16	15	1	60	
8426	4	16	19	15	168	20	1	
8427	1	8	9	9	5	4	6	
8428	2	5	14	12	16	3	14	
8429	8	10	4	16	7	16	1	
8430	16	43	4	8	14	12	29	
8431	15	16	7	15	6	20	26	
8432	2	272	29	12	16	3	14	
8433	2	5	9	1	168	19	14	
8434	2	13	9	11	6	19	14	
8435	8	10	2	16	1	28	1	
8436	2	272	9	1	6	19	14	
8437	2	89	9	38	6	1	18	
8438	4	16	19	15	30	20	1	
8439	7	11	10	1	168	8	14	
8441	5	7	4	2	10	12	6	
8442	1	8	2	1	15	3	14	
8443	2	98	9	65	2	47	14	
8444	1	16	1	10	7	1	31	
8445	8	9	2	1	6	235	17	
8446	18	5	8	6	6	6	14	
8447	1	8	21	5	6	6	6	
8448	8	37	2	29	2	12	53	
8449	1	9	9	9	6	1	6	
8450	7	41	2	1	10	26	1	
8451	7	13	8	4	1	138	8	
8452	15	29	4	21	30	170	14	
8453	8	175	40	226	6	234	270	
8454	15	16	19	15	356	20	26	
8455	12	371	2	17	6	22	50	
8456	15	16	19	15	6	19	26	
8457	15	5	2	6	6	1	31	
8458	7	372	2	10	6	1	22	
8459	2	9	36	16	17	21	14	
8460	1	5	2	173	357	1	14	
8461	254	32	6	6	6	1	14	
8462	254	32	7	6	6	1	14	
8463	8	29	4	1	17	500	31	
8464	7	9	8	6	1	6	17	
8465	5	6	1	2	17	3	4	
8466	8	9	4	47	17	155	364	
8467	12	19	2	27	6	22	543	
8468	8	29	4	15	17	12	544	
8469	2	373	2	5	6	121	29	
8470	7	13	2	1	116	121	121	
8471	255	13	8	6	1	6	8	
8472	2	16	2	5	6	121	26	
8473	15	16	19	15	6	20	17	
8474	61	60	67	39	10	104	14	
8475	2	13	2	5	6	58	26	
8476	1	5	4	4	6	643	6	
8477	15	275	4	2	30	1	14	
8478	5	6	1	2	358	3	4	
8479	7	15	2	10	359	1	22	
8480	7	13	8	6	6	138	8	
8481	138	22	82	1	72	14	17	
8482	7	17	1	24	9	28	18	
8483	4	25	4	4	10	20	28	
8484	8	8	4	15	360	12	14	
8485	7	11	4	1	6	112	8	
8486	15	16	19	15	6	20	545	
8487	15	16	19	15	6	20	546	
8488	7	11	10	1	6	8	547	
8489	8	10	9	16	13	26	1	
8490	12	5	89	8	6	112	168	
8491	256	16	19	15	6	20	26	
8492	1	5	27	227	1	1	476	
8493	7	41	2	6	10	26	27	
8494	5	12	29	12	9	501	18	
8495	7	5	4	117	36	259	74	
8496	5	31	8	1	6	1	31	
8497	8	13	14	4	17	4	548	
8498	1	8	9	2	6	19	6	
8499	10	16	54	1	6	502	31	
8500	8	10	2	16	1	26	549	
8501	2	32	97	5	6	88	18	
8502	5	5	6	10	6	1	168	
8503	10	11	10	1	6	1	14	
8504	2	1	1	4	27	31	5	
8505	4	16	19	15	55	20	550	
8506	1	5	371	1	27	436	9	
8507	7	8	6	47	17	6	14	
8508	5	32	4	5	10	92	17	
8509	257	375	2	10	6	22	14	
8510	1	1	4	228	10	31	14	
8511	7	13	4	6	362	6	8	
8512	2	5	36	1	361	21	14	
8513	181	16	19	15	13	20	26	
8514	5	7	4	2	10	207	27	
8515	8	40	14	4	17	4	27	
8516	4	4	2	4	4	22	1	
8517	2	13	8	6	25	6	8	
8518	18	13	8	6	3	3	46	
8519	10	20	62	1	6	1	29	
8520	1	5	4	12	13	10	14	
8521	4	16	19	15	363	20	1	
8522	1	5	4	5	6	3	8	
8523	5	6	33	2	6	1	551	
8524	4	4	2	4	152	1	1	
8525	4	16	19	15	6	20	552	
8526	5	6	33	2	6	3	260	
8527	22	4	19	15	6	20	14	
8528	4	4	2	4	6	1	26	
8529	23	1	4	16	6	1	210	
8530	7	32	6	5	6	14	31	
8531	2	8	9	1	17	1	9	
8532	1	8	4	12	145	3	41	
8533	5	5	6	1	9	14	31	
8534	10	22	34	10	77	28	17	
8535	13	13	4	16	6	365	553	
8536	1	60	4	1	77	105	18	
8537	5	16	19	15	6	20	356	
8538	10	13	6	1	6	38	554	
8539	7	30	2	6	6	19	555	
8540	140	5	15	15	43	1	14	
8541	1	25	4	16	6	28	28	
8542	16	10	2	16	1	26	8	
8543	1	5	2	15	6	22	6	
8544	1	8	9	1	6	12	6	
8545	1	13	19	4	17	51	17	
8546	2	5	4	5	6	20	8	
8547	2	7	2	16	10	40	27	
8548	2	13	36	5	17	1	14	
8549	4	16	19	15	364	20	1	
8550	5	7	29	2	10	1	27	
8551	5	12	29	16	365	39	1	
8552	5	12	47	12	9	39	18	
8553	5	40	29	19	10	1	27	
8554	5	41	2	6	10	26	1	
8555	5	41	47	16	6	14	17	
8556	6	11	19	67	5	72	14	
8557	7	5	4	117	6	259	74	
8558	7	15	8	6	25	6	8	
8559	7	15	19	10	6	1	22	
8560	7	15	29	10	6	1	22	
8561	7	15	372	10	6	1	22	
8562	7	25	2	9	15	20	28	
8563	8	9	2	1	6	1	9	
8564	8	13	14	4	17	17	14	
8565	8	13	14	4	17	21	14	
8566	8	13	14	4	38	4	14	
8567	20	28	2	1	15	83	14	
8568	20	28	373	1	15	83	6	
8569	104	9	15	11	42	1	70	
8570	1	13	1	5	10	14	19	
8571	2	34	1	5	17	1	6	
8572	7	5	41	5	7	1	14	
8573	7	5	8	5	10	1	14	
8574	8	9	2	1	6	1	556	
8575	78	8	9	2	6	503	6	
8576	8	199	374	1	6	1	17	
8577	1	8	4	123	6	3	18	
8578	1	13	14	4	6	4	14	
8579	4	13	4	16	6	1	17	
8580	4	13	14	4	6	4	14	
8581	7	187	122	6	17	1	290	
8582	8	13	14	4	145	4	14	
8583	8	175	40	1	6	234	24	
8584	15	13	4	16	6	1	24	
8585	15	13	14	4	6	4	14	
8586	18	44	4	8	9	14	18	
8587	32	28	1	1	15	20	14	
8588	7	2	1	1	10	267	11	
8589	12	5	1	1	9	220	8	
8590	7	376	8	6	1	6	8	
8591	8	16	19	15	6	4	26	
8592	4	16	19	15	9	20	26	
8593	26	13	4	8	6	22	34	
8594	7	16	13	10	6	3	60	
8595	7	5	13	10	6	3	60	
8596	7	57	1	27	6	3	19	
8597	20	28	29	1	15	14	14	
8598	7	16	13	10	6	6	60	
8599	258	28	1	1	15	52	14	
8600	258	28	375	1	15	52	14	
8601	7	377	1	2	6	1	39	
8602	259	2	29	18	6	4	18	
8603	5	6	1	5	6	3	54	
8604	10	7	4	12	10	40	27	
8605	7	17	4	16	6	14	1	
8606	7	5	41	1	6	31	14	
8607	1	10	7	12	17	148	14	
8608	7	10	9	5	59	1	6	
8609	2	5	2	29	91	19	59	
8610	1	5	27	20	6	4	1	
8611	10	13	9	43	6	19	14	
8612	7	5	8	6	6	20	8	
8613	10	25	12	1	15	20	28	
8614	1	25	8	16	25	6	8	
8615	32	28	7	1	15	52	14	
8616	8	8	6	16	6	1	29	
8617	5	243	1	2	6	3	4	
8618	7	13	1	6	6	1	14	
8619	7	13	1	6	268	14	14	
8620	7	13	1	66	6	6	14	
8621	7	13	1	6	6	406	14	
8622	5	13	15	1	17	6	6	
8623	8	8	6	16	6	1	8	
8624	7	11	10	12	6	8	267	
8625	2	5	376	12	17	21	14	
8626	1	43	41	18	13	49	557	
8627	7	11	10	1	6	504	14	
8628	2	378	9	1	6	19	14	
8629	7	5	8	5	10	505	14	
8630	2	379	2	17	6	22	14	
8631	32	28	377	1	15	52	14	
8632	5	10	9	43	13	506	14	
8633	2	10	378	18	27	1	31	
8634	2	13	379	1	6	19	14	
8635	7	13	8	6	366	6	14	
8636	1	2	40	1	10	507	45	
8637	7	13	8	6	368	6	14	
8638	2	53	2	1	369	19	14	
8639	5	7	380	10	10	1	27	
8640	2	49	29	11	14	1	558	
8641	7	13	8	6	367	6	14	
8642	1	5	4	5	77	20	68	
8643	2	5	36	12	218	21	14	
8644	2	13	2	4	6	121	1	
8645	15	13	8	16	6	6	14	
8646	7	15	2	10	333	1	22	
8647	16	12	9	1	9	33	33	
8648	2	13	2	1	370	121	121	
8649	16	13	4	5	371	10	18	
8650	15	29	4	21	30	1	559	
8651	260	8	4	16	6	1	31	
8652	7	15	2	229	6	1	22	
8653	7	13	1	1	10	6	1	
8654	7	5	7	12	17	158	14	
8655	7	25	381	6	25	6	8	
8656	32	380	1	1	15	52	14	
8657	1	5	7	12	17	158	556	
8658	15	17	4	11	372	1	17	
8659	1	5	53	32	14	20	1	
8660	12	8	9	8	9	1	18	
8661	1	5	53	32	14	27	199	
8662	2	19	2	17	6	20	14	
8663	4	16	19	15	6	20	560	
8664	2	5	1	10	6	10	5	
8665	1	8	9	4	30	1	5	
8666	15	29	4	1	30	1	5	
8667	15	29	1	2	30	352	1	
8668	12	29	4	43	6	28	14	
8669	43	5	53	1	9	14	245	
8670	12	8	9	10	3	83	6	
8671	4	16	19	15	6	20	5	
8672	43	60	1	10	11	14	19	
8673	224	5	9	5	15	1	1	
8674	10	20	8	1	4	1	29	
8675	1	13	53	1	72	38	14	
8676	12	60	4	16	6	20	17	
8677	1	16	19	15	6	20	50	
8678	4	16	19	15	6	20	344	
8679	43	60	36	3	11	508	19	
8680	5	13	11	4	6	4	19	
8681	5	13	11	4	15	20	168	
8682	8	18	11	4	6	1	19	
8683	10	2	34	16	15	14	9	
8684	10	8	13	5	16	4	9	
8685	10	18	4	1	7	19	118	
8686	93	29	4	21	30	27	1	
8687	1	32	97	5	10	88	18	
8688	6	5	5	30	13	58	6	
8689	6	13	8	6	25	246	8	
8690	6	62	4	30	88	1	6	
8691	6	62	5	30	88	58	1	
8692	7	5	1	2	36	1	14	
8693	7	9	4	3	15	20	28	
8694	7	10	15	1	10	14	14	
8695	7	25	4	4	3	20	28	
8696	8	9	4	13	15	20	28	
8697	10	18	4	5	15	20	14	
8698	12	9	4	13	15	49	28	
8699	12	9	4	15	15	20	28	
8700	12	60	97	10	6	20	5	
8701	1	5	4	16	5	3	8	
8702	4	13	19	16	6	20	1	
8703	4	20	19	15	6	5	1	
8704	5	5	4	1	10	1	18	
8705	7	121	4	16	7	19	9	
8706	8	5	29	1	10	3	5	
8707	10	20	14	1	6	1	1	
8708	58	340	54	16	6	88	31	
8709	1	1	1	10	2	4	5	
8710	1	1	2	10	2	4	5	
8711	7	33	2	6	10	26	1	
8712	8	13	14	4	17	4	275	
8713	15	13	54	2	197	16	6	
8714	2	8	11	16	15	19	309	
8715	15	13	54	2	197	16	14	
8716	15	29	4	21	30	1	199	
8717	16	12	9	1	248	33	199	
8718	6	62	4	4	88	1	6	
8719	16	2	9	1	41	1	33	
8720	2	5	36	15	14	21	14	
8721	8	2	1	1	10	1	21	
8722	7	8	9	2	6	4	6	
8723	6	11	1	1	15	72	17	
8724	6	11	1	1	15	72	18	
8725	2	13	7	5	6	121	29	
8726	4	4	4	4	6	1	1	
8727	8	29	4	15	335	12	31	
8728	8	29	4	15	17	337	31	
8729	8	29	9	15	136	155	31	
8730	7	9	8	6	1	6	14	
8731	1	32	6	6	6	495	14	
8732	61	60	4	16	10	1	14	
8733	12	205	208	16	197	268	6	
8734	7	16	4	16	1	6	384	
8735	2	13	4	5	6	121	31	
8736	61	5	67	16	10	104	14	
8737	5	8	4	16	6	14	31	
8738	2	8	9	38	6	1	9	
8739	8	8	34	8	6	11	4	
8740	139	371	40	54	251	307	157	
8741	15	29	4	21	30	509	5	
8742	8	330	383	8	151	12	26	
8743	8	29	382	231	373	155	31	
8744	2	13	2	230	6	121	29	
8745	1	382	7	12	17	1	14	
8746	1	5	94	1	46	510	18	
8747	8	10	2	16	7	511	1	
8748	16	13	4	4	6	4	18	
8749	7	12	7	5	116	14	29	
8750	12	19	2	17	6	88	14	
8751	261	8	4	15	17	12	31	
8752	8	8	4	232	17	12	31	
8753	1	381	4	5	5	3	8	
8754	4	4	2	4	4	1	154	
8755	8	8	4	15	17	48	31	
8756	8	8	4	15	17	38	14	
8757	8	8	249	15	17	12	31	
8758	8	8	1	15	17	12	31	
8759	8	13	14	4	1	4	1	
8760	1	11	4	5	6	111	6	
8761	1	11	10	1	6	16	6	
8762	16	2	54	5	241	20	70	
8763	1	11	308	5	6	111	6	
8764	2	5	36	3	6	1	6	
8765	8	5	36	10	6	345	5	
8766	6	62	5	30	88	26	6	
8767	2	270	1	6	6	20	27	
8768	2	62	1	25	6	20	309	
8769	7	13	8	6	25	92	8	
8770	6	62	5	30	88	20	6	
8771	2	62	1	4	6	20	5	
8772	2	32	9	13	6	21	17	
8773	15	13	4	21	30	1	5	
8774	2	8	62	16	238	112	309	
8775	15	28	4	21	30	1	79	
8776	12	60	4	10	6	20	6	
8777	7	13	23	15	3	6	14	
8778	25	60	94	135	315	153	401	
8779	15	29	8	16	30	1	14	
8780	7	5	9	1	15	1	14	
8781	15	16	19	15	310	20	26	
8782	184	32	4	12	7	6	63	
8783	1	5	29	1	15	1	14	
8784	139	371	18	26	251	307	85	
8785	4	5	4	233	5	3	8	
8786	12	19	36	17	6	5	14	
8787	4	16	19	15	6	5	14	
8788	11	28	1	4	15	52	14	
8789	7	11	1	10	6	1	14	
8790	5	6	1	2	19	3	4	
8791	7	6	1	8	6	15	14	
8792	5	12	29	12	375	39	18	
8793	2	5	384	12	17	21	14	
8794	15	16	19	234	6	20	50	
8795	262	8	13	5	16	4	20	
8796	8	8	4	15	17	12	561	
8797	263	5	1	1	10	1	45	
8798	12	5	89	8	6	1	8	
8799	2	32	54	47	15	115	17	
8800	12	19	36	1	6	20	14	
8801	16	13	11	4	4	12	1	
8802	1	8	9	9	6	4	5	
8803	1	11	97	5	6	88	18	
8804	12	13	36	17	6	20	14	
8805	16	12	9	1	41	33	5	
8806	142	13	4	5	17	33	277	
8807	23	16	29	18	42	3	18	
8808	150	5	4	5	10	1	14	
8809	2	5	2	4	6	1	5	
8810	11	43	6	47	15	112	19	
8811	180	5	51	5	17	28	17	
8812	2	19	2	17	15	22	8	
8813	93	15	2	10	6	1	22	
8814	18	12	29	44	14	77	97	
8815	10	17	4	10	6	14	6	
8816	15	8	15	18	15	1	31	
8817	8	5	36	3	6	1	1	
8818	12	8	4	10	103	20	6	
8819	2	1	1	4	6	1	5	
8820	12	8	4	5	103	20	6	
8821	5	13	19	2	10	1	27	
8822	7	16	19	16	10	220	14	
8823	1	9	9	106	15	83	6	
8824	58	305	9	1	9	1	1	
8825	5	13	19	15	10	1	27	
8826	2	5	2	5	6	277	19	
8827	50	9	15	5	36	3	31	
8828	43	60	1	1	11	112	19	
8829	10	16	54	1	9	1	75	
8830	7	9	4	25	9	28	6	
8831	2	5	1	11	16	92	14	
8832	7	5	4	5	42	12	79	
8833	2	16	8	8	27	8	5	
8834	50	8	15	5	36	3	31	
8835	10	16	54	1	9	3	75	
8836	97	53	4	159	6	28	313	
8837	1	5	23	18	42	1	18	
8838	7	8	146	15	25	20	5	
8839	5	13	19	15	10	1	14	
8840	10	13	19	16	6	1	31	
8841	2	8	62	18	6	3	309	
8842	1	2	4	4	15	20	1	
8843	1	5	4	5	41	1	8	
8844	2	14	2	4	6	1	10	
8845	7	8	1	1	9	1	1	
8846	7	13	1	1	10	1	21	
8847	7	15	2	10	5	1	22	
8848	7	20	2	10	6	1	22	
8849	7	20	10	4	6	58	28	
8850	7	25	10	4	15	20	28	
8851	10	15	14	1	6	1	7	
8852	15	11	14	4	6	4	14	
8853	16	15	8	6	6	6	1	
8854	25	15	4	5	40	1	44	
8855	43	5	14	5	36	259	74	
8856	43	20	4	117	37	259	20	
8857	12	19	2	17	6	512	14	
8858	1	5	4	236	9	20	8	
8859	2	13	4	1	6	514	14	
8860	7	25	4	12	15	515	28	
8861	7	13	8	235	25	513	8	
8862	7	5	4	12	8	14	1	
8863	7	2	2	10	6	1	1	
8864	189	8	146	12	25	231	9	
8865	7	5	53	4	16	112	11	
