ST	POR	TBPB
3476	260	215	
3477	1319	186	
3478	90	773	
3479	2103	137	
3480	4	774	
3481	2107	21	
3482	2108	75	
3483	2106	33	
3484	90	775	
3485	760	33	
3486	876	137	
3487	2105	137	
3488	2104	156	
3489	686	4	
3490	1053	776	
3491	1754	25	
3492	2110	206	
3493	2111	26	
3494	1349	356	
3495	2112	4	
3496	2113	294	
3497	2114	777	
3498	206	119	
3499	2115	110	
3500	723	4	
3501	908	782	
3502	2117	16	
3503	90	783	
3504	2118	10	
3505	206	27	
3506	28	16	
3507	49	136	
3508	2119	784	
3509	160	785	
3510	251	786	
3511	184	787	
3512	251	741	
3513	2120	82	
3514	242	234	
3515	2121	470	
3516	256	141	
3517	2122	33	
3518	2123	186	
3519	2125	27	
3520	30	110	
3521	2124	156	
3522	315	791	
3523	2095	98	
3524	2128	792	
3525	2129	75	
3526	2130	156	
3527	2131	21	
3528	2132	10	
3529	697	110	
3530	2133	75	
3531	1132	794	
3532	2116	335	
3533	2134	16	
3534	2126	137	
3535	2127	137	
3536	2127	156	
3537	2135	33	
3538	1053	156	
3539	2136	330	
3540	361	795	
3541	2137	26	
3542	2157	16	
3543	2149	29	
3544	2157	25	
3545	2158	16	
3546	2141	16	
3547	2	796	
3548	39	797	
3549	420	272	
3550	4	49	
3551	2146	35	
3552	18	799	
3553	2140	110	
3554	2139	16	
3555	2153	16	
3556	2155	16	
3557	28	800	
3558	2160	29	
3559	2151	16	
3560	2152	29	
3561	908	801	
3562	262	802	
3563	1914	801	
3564	2158	803	
3565	2159	25	
3566	4	804	
3567	39	74	
3568	90	805	
3569	2144	49	
3570	1914	35	
3571	2139	806	
3572	1442	110	
3573	2138	25	
3574	2156	27	
3575	2139	807	
3576	2159	16	
3577	2142	16	
3578	2141	27	
3579	2145	16	
3580	2142	136	
3581	2	808	
3582	22	25	
3583	39	57	
3584	374	16	
3585	374	27	
3586	714	27	
3587	908	24	
3588	908	27	
3589	1884	29	
3590	1884	49	
3591	1914	5	
3592	2142	5	
3593	2142	4	
3594	2143	110	
3595	2146	16	
3596	2147	4	
3597	2148	796	
3598	2150	241	
3599	2154	4	
3600	2158	25	
3601	2158	49	
3602	2161	110	
3603	2162	110	
3604	2	798	
3605	2	712	
3606	2	49	
3607	39	29	
3608	935	809	
3609	123	810	
3610	2163	6	
3611	785	60	
3612	719	377	
3613	90	16	
3614	827	21	
3615	28	25	
3616	227	29	
3617	899	491	
3618	1284	4	
3619	4	16	
3620	164	33	
3621	2164	294	
3622	2165	455	
3623	2166	4	
3624	2167	16	
3625	2168	813	
3626	2169	29	
3627	2170	4	
3628	2171	811	
3629	2173	24	
3630	2171	33	
3631	2174	21	
3632	2175	39	
3633	2176	812	
3634	2172	33	
3635	2177	25	
3636	2178	24	
3637	2179	29	
3638	2180	10	
3639	2182	10	
3640	90	814	
3641	2183	33	
3642	2184	186	
3643	2185	156	
3644	2186	33	
3645	246	135	
3646	2069	29	
3647	2116	337	
3648	406	49	
3649	161	817	
3650	2191	137	
3651	2192	21	
3652	55	820	
3653	2193	25	
3654	2194	25	
3655	2195	28	
3656	356	821	
3657	2193	27	
3658	2196	28	
3659	56	25	
3660	2197	27	
3661	2198	27	
3662	2195	25	
3663	59	822	
3664	2199	4	
3665	2193	16	
3666	2200	25	
3667	2201	27	
3668	2202	25	
3669	2203	4	
3670	2205	5	
3671	2206	3	
3672	2207	823	
3673	2208	25	
3674	1142	4	
3675	2209	25	
3676	2037	824	
3677	2210	27	
3678	2211	3	
3679	2212	95	
3680	1409	825	
3681	2213	826	
3682	2214	530	
3683	2215	98	
3684	1854	156	
3685	2216	119	
3686	2217	328	
3687	1445	110	
3688	2218	827	
3689	2219	10	
3690	2220	75	
3691	2221	33	
3692	2222	110	
3693	2223	33	
3694	2224	156	
3695	1275	828	
3696	2225	156	
3697	2226	137	
3698	2227	4	
3699	2070	780	
3700	2183	829	
3701	2230	156	
3702	1053	110	
3703	2231	60	
3704	2232	110	
3705	2233	24	
3706	2234	121	
3707	2235	10	
3708	2236	110	
3709	2237	110	
3710	2238	186	
3711	1442	6	
3712	2239	25	
3713	2240	171	
3714	2242	25	
3715	2241	33	
3716	2243	27	
3717	2244	16	
3718	356	830	
3719	2245	110	
3720	209	533	
3721	2253	4	
3722	2254	4	
3723	2255	4	
3724	103	321	
3725	165	96	
3726	1144	136	
3727	407	188	
3728	621	4	
3729	1487	4	
3730	2246	4	
3731	2251	4	
3732	2247	4	
3733	2252	4	
3734	2248	96	
3735	2249	4	
3736	2256	29	
3737	2257	10	
3738	2258	82	
3739	2259	186	
3740	2260	75	
3741	2261	186	
3742	251	186	
3743	2262	33	
3744	164	74	
3745	2085	507	
3746	4	831	
3747	868	32	
3748	2264	29	
3749	2263	33	
3750	997	58	
3751	908	294	
3752	947	39	
3753	208	3	
3754	1853	197	
3755	1350	29	
3756	407	349	
3757	161	529	
3758	1923	18	
3759	2265	122	
3760	2266	21	
3761	2267	555	
3762	2268	110	
3763	2269	272	
3764	2270	282	
3765	2271	681	
3766	2272	25	
3767	2273	4	
3768	2274	4	
3769	2275	602	
3770	2276	703	
3771	2277	61	
3772	2278	4	
3773	2279	4	
3774	2280	295	
3775	2281	137	
3776	2282	92	
3777	2283	738	
3778	2284	4	
3779	2147	110	
3780	2285	4	
3781	2286	58	
3782	2287	108	
3783	2288	4	
3784	2289	96	
3785	2290	137	
3786	2291	4	
3787	2292	110	
3788	2293	4	
3789	2294	137	
3790	2295	118	
3791	2296	189	
3792	2297	832	
3793	2299	60	
3794	2300	446	
3795	2301	4	
3796	2270	833	
3797	161	834	
3798	26	835	
3799	785	836	
3800	2298	612	
3801	2271	837	
3802	2281	838	
3803	2282	839	
3804	1878	840	
3805	2302	21	
3806	908	26	
3807	343	263	
3808	28	110	
3809	2303	4	
3810	2304	136	
3811	2305	563	
3812	2306	563	
3813	2307	4	
3814	262	841	
3815	2309	842	
3816	2310	112	
3817	2311	58	
3818	2312	21	
3819	1662	569	
3820	2190	819	
3821	206	29	
3822	2315	530	
3823	2316	10	
3824	1462	75	
3825	1871	826	
3826	2317	111	
3827	2318	107	
3828	2319	98	
3829	315	845	
3830	2320	156	
3831	2321	75	
3832	2322	75	
3833	2323	75	
3834	2324	846	
3835	1442	156	
3836	2325	563	
3837	14	75	
3838	2326	29	
3839	2327	10	
3840	2328	738	
3841	90	847	
3842	2329	21	
3843	2330	75	
3844	2331	10	
3845	2332	484	
3846	2333	75	
3847	2334	75	
3848	2335	33	
3849	2232	186	
3850	2336	477	
3851	2035	156	
3852	2337	156	
3853	2338	137	
3854	2339	75	
3855	2340	75	
3856	2341	10	
3857	2342	10	
3858	2343	186	
3859	2344	4	
3860	2345	186	
3861	2346	597	
3862	2347	4	
3863	2348	75	
3864	2349	530	
3865	833	738	
3866	2350	75	
3867	2351	10	
3868	91	75	
3869	2352	27	
3870	1132	848	
3871	2353	10	
3872	2354	186	
3873	952	334	
3874	209	4	
3875	2355	156	
3876	53	849	
3877	2356	330	
3878	505	850	
3879	2357	831	
3880	315	851	
3881	196	403	
3882	2358	29	
3883	2359	75	
3884	256	470	
3885	1366	530	
3886	2360	137	
3887	2361	4	
3888	2362	10	
3889	2363	75	
3890	2364	24	
3891	2365	29	
3892	2366	4	
3893	2367	27	
3894	2368	5	
3895	2368	171	
3896	2369	337	
3897	2000	33	
3898	2370	15	
3899	2371	126	
3900	2372	27	
3901	2373	2	
3902	91	18	
3903	2368	246	
3904	2374	156	
3905	2368	11	
3906	2375	852	
3907	2376	9	
3908	2377	44	
3909	2377	19	
3910	504	6	
3911	2378	33	
3912	2379	6	
3913	1184	6	
3914	2380	33	
3915	2381	58	
3916	2382	26	
3917	2383	6	
3918	90	853	
3919	2384	137	
3920	485	96	
3921	2252	854	
3922	90	699	
3923	1966	835	
3924	132	700	
3925	206	855	
3926	2385	10	
3927	1053	856	
3928	2386	98	
3929	158	29	
3930	256	857	
3931	2387	21	
3932	2388	530	
3933	433	4	
3934	1	1	
3935	908	29	
3936	603	752	
3937	995	70	
3938	2389	215	
3939	182	858	
3940	2390	791	
3941	2391	66	
3942	2	10	
3943	350	27	
3944	7	859	
3945	2392	860	
3946	2000	330	
3947	2393	4	
3948	2394	32	
3949	2395	4	
3950	4	861	
3951	2396	677	
3952	2397	4	
3953	2398	110	
3954	2399	4	
3955	2396	135	
3956	2400	33	
3957	2401	4	
3958	2402	33	
3959	2035	4	
3960	2403	4	
3961	2404	33	
3962	2405	135	
3963	2406	4	
3964	1854	862	
3965	2407	33	
3966	2407	863	
3967	2408	861	
3968	2409	21	
3969	1854	330	
3970	2410	330	
3971	2411	21	
3972	1442	4	
3973	1625	186	
3974	1447	864	
3975	2412	865	
3976	2413	677	
3977	2414	27	
3978	251	154	
3979	37	74	
3980	2002	129	
3981	2415	26	
3982	2416	866	
3983	1602	854	
3984	2417	96	
3985	2418	4	
3986	2421	10	
3987	2419	702	
3988	1164	867	
3989	2422	10	
3990	3	33	
3991	206	868	
3992	2424	75	
3993	2425	137	
3994	2426	110	
3995	44	29	
3996	2427	272	
3997	2428	118	
3998	2328	186	
3999	2429	131	
4000	158	32	
4001	2430	272	
4002	2431	21	
4003	2431	869	
4004	2432	29	
4005	2433	16	
4006	489	156	
4007	833	186	
4008	1457	137	
4009	1794	107	
4010	2434	10	
4011	2435	26	
4012	90	94	
4013	1123	870	
4014	206	241	
4015	1059	10	
4016	1397	241	
4017	1585	25	
4018	1740	27	
4019	1785	10	
4020	2147	20	
4021	916	24	
4022	90	477	
4023	103	265	
4024	851	6	
4025	916	21	
4026	916	27	
4027	1059	241	
4028	1733	113	
4029	1743	241	
4030	1059	871	
4031	1740	872	
4032	184	873	
4033	908	874	
4034	90	878	
4035	709	873	
4036	2436	33	
4037	2437	27	
4038	2438	241	
4039	2439	241	
4040	2440	21	
4041	2441	241	
4042	2442	241	
4043	2443	241	
4044	2444	21	
4045	2445	29	
4046	2446	25	
4047	2447	5	
4048	2448	33	
4049	2449	156	
4050	2450	241	
4051	2451	241	
4052	2452	21	
4053	2453	4	
4054	2454	241	
4055	2455	241	
4056	2455	877	
4057	2456	10	
4058	2457	241	
4059	2458	241	
4060	2459	10	
4061	2460	25	
4062	2461	10	
4063	2462	10	
4064	2463	21	
4065	2464	21	
4066	2464	33	
4067	2464	879	
4068	2465	10	
4069	2465	110	
4070	2466	21	
4071	2467	74	
4072	2468	21	
4073	2469	110	
4074	2470	241	
4075	2471	110	
4076	2472	241	
4077	2473	10	
4078	2474	10	
4079	2475	276	
4080	2476	10	
4081	2477	10	
4082	2478	24	
4083	2479	10	
4084	2480	241	
4085	2481	29	
4086	2481	278	
4087	2482	110	
4088	2483	10	
4089	2484	10	
4090	2485	10	
4091	2486	21	
4092	2487	10	
4093	2488	10	
4094	2489	21	
4095	2490	24	
4096	2491	21	
4097	2492	21	
4098	2493	21	
4099	2494	110	
4100	2495	10	
4101	2496	10	
4102	2497	110	
4103	2498	29	
4104	184	353	
4105	2499	24	
4106	2500	27	
4107	2501	10	
4108	2502	21	
4109	2405	10	
4110	2503	241	
4111	2504	21	
4112	2505	241	
4113	2506	29	
4114	2507	110	
4115	2508	10	
4116	2509	241	
4117	2510	29	
4118	2511	10	
4119	2512	110	
4120	2513	110	
4121	2514	113	
4122	2515	24	
4123	2516	10	
4124	2517	4	
4125	2518	21	
4126	2519	241	
4127	2520	10	
4128	2521	4	
4130	288	5	
4131	2481	110	
4132	2481	3	
4133	2523	10	
4134	2524	21	
4135	2525	875	
4136	2526	278	
4137	2527	276	
4138	2528	10	
4139	2529	10	
4140	2530	10	
4141	2531	10	
4142	2532	33	
4143	2533	876	
4144	2534	21	
4145	2534	110	
4146	2522	110	
4147	2535	10	
4148	2536	10	
4149	2537	110	
4150	2538	10	
4151	2539	10	
4152	2540	29	
4153	2540	4	
4154	2541	113	
4155	2542	110	
4156	2543	10	
4157	2544	3	
4158	2545	10	
4159	2546	241	
4160	2547	241	
4161	2548	10	
4162	2549	29	
4163	2550	21	
4164	2551	109	
4165	2552	110	
4166	2553	110	
4167	2554	21	
4168	2555	27	
4169	2556	10	
4170	2557	21	
4171	2558	880	
4172	1275	597	
4173	301	75	
4174	90	881	
4175	2559	110	
4176	2576	21	
4177	2560	241	
4178	2561	241	
4179	2562	10	
4180	2563	10	
4181	2564	10	
4182	2565	241	
4183	2566	21	
4184	2567	27	
4185	2568	10	
4186	2569	241	
4187	2570	241	
4188	2571	241	
4189	2572	241	
4190	2573	110	
4191	2574	4	
4192	2575	110	
4193	160	353	
4194	1284	29	
4195	1625	27	
4196	2476	29	
4197	2497	241	
4198	2577	29	
4199	2578	110	
4200	2579	25	
4201	1589	5	
4202	2580	5	
4203	2581	5	
4204	2582	882	
4205	2583	743	
4206	2584	4	
4207	1808	25	
4208	1131	869	
4209	2585	25	
4210	2586	883	
4211	2587	75	
4212	2588	884	
4213	1775	21	
4214	2589	75	
4215	2590	29	
4216	2591	234	
4217	2592	885	
4218	2593	33	
4219	2566	10	
4220	2594	10	
4221	2595	10	
4222	18	28	
4223	356	886	
4224	18	887	
4225	18	888	
4226	406	889	
4227	2596	25	
4228	2597	5	
4229	2174	10	
4230	2598	4	
4231	2212	96	
4232	861	495	
4233	2599	10	
4234	2600	263	
4235	2601	294	
4236	2602	29	
4237	2603	110	
4238	2604	110	
4239	2605	890	
4240	2606	281	
4241	1808	891	
4242	2607	29	
4243	2608	892	
4244	1808	893	
4245	410	4	
4246	2609	29	
4247	2610	894	
4248	2611	4	
4249	2611	16	
4250	868	895	
4251	2612	16	
4252	908	892	
4253	395	892	
4254	2582	16	
4255	2613	263	
4256	2614	847	
4257	697	896	
4258	1460	4	
4259	2615	428	
4260	251	897	
4261	2616	898	
4262	2617	29	
4263	2618	24	
4264	2619	96	
4265	2621	110	
4266	2624	110	
4267	908	901	
4268	2620	110	
4269	2623	110	
4270	14	29	
4271	2001	4	
4272	2625	21	
4273	2626	4	
4274	3	110	
4275	2622	110	
4276	2622	4	
4277	2627	4	
4278	543	899	
4279	2628	900	
4280	2170	903	
4281	2423	902	
4282	1854	10	
4283	1715	33	
4284	181	137	
4285	2329	186	
4286	2629	33	
4287	206	904	
4288	2630	75	
4289	581	905	
4290	2631	75	
4291	2632	602	
4292	2633	98	
4293	2634	906	
4294	2635	75	
4295	2636	156	
4296	1123	907	
4297	2637	10	
4298	2638	530	
4299	2639	908	
4300	2640	75	
4301	2641	29	
4302	2642	110	
4303	2643	29	
4304	2644	137	
4305	72	29	
4306	2645	909	
4307	1933	910	
4308	2646	186	
4309	242	911	
4310	2647	912	
4311	1506	913	
4312	1694	526	
4313	130	526	
4314	2648	10	
4315	2128	4	
4316	908	25	
4317	121	39	
4318	567	60	
4319	2175	3	
4320	1840	25	
4321	279	24	
4322	187	21	
4323	374	4	
4324	150	893	
4325	396	222	
4326	19	21	
4327	1840	110	
4328	1254	915	
4329	119	915	
4330	18	917	
4331	19	918	
4332	2649	914	
4333	2650	21	
4334	2651	466	
4335	2663	191	
4336	2652	33	
4337	2653	4	
4338	2654	27	
4339	2655	916	
4340	2656	24	
4341	2657	227	
4342	2655	915	
4343	2658	18	
4344	2659	91	
4345	2664	278	
4346	2660	33	
4347	2661	278	
4348	2662	135	
4349	2665	156	
4350	2666	156	
4351	905	29	
4352	301	186	
4353	2667	186	
4354	2668	156	
4355	2669	833	
4356	2670	263	
4357	2671	29	
4358	962	110	
4359	2672	110	
4360	1903	919	
4361	2676	29	
4362	2675	137	
4363	2673	39	
4364	455	135	
4365	1411	75	
4366	2678	165	
4367	251	4	
4368	361	165	
4369	2679	685	
4370	2680	920	
4371	251	921	
4372	2681	268	
4373	2682	165	
4374	1173	165	
4375	453	137	
4376	2683	186	
4377	1132	922	
4378	2684	110	
4379	2685	98	
4380	2686	182	
4381	2687	110	
4382	2688	923	
4383	444	21	
4384	384	10	
4385	1941	49	
4386	214	49	
4387	2696	924	
4388	908	925	
4389	1808	926	
4390	2697	29	
4391	2698	281	
4392	2699	5	
4393	395	927	
4394	19	928	
4395	2700	29	
4396	2701	929	
4397	2702	29	
4398	19	930	
4399	2703	931	
4400	2704	932	
4401	2078	4	
4402	2611	29	
4403	2709	934	
4404	343	19	
4405	28	743	
4406	1808	263	
4407	1576	24	
4408	2710	935	
4409	2711	825	
4410	395	4	
4411	289	29	
4412	289	933	
4413	2705	29	
4414	2706	29	
4415	289	33	
4416	1808	208	
4417	2707	894	
4418	2708	29	
4419	2708	35	
4420	2712	428	
4421	2301	21	
4422	2681	943	
4423	90	446	
4424	35	944	
4425	158	165	
4426	2689	695	
4427	2694	10	
4428	2720	4	
4429	2721	4	
4430	2722	110	
4431	2723	110	
4432	467	945	
4433	2724	4	
4434	2725	4	
4435	2726	4	
4436	2692	276	
4437	2727	10	
4438	2693	946	
4439	2397	49	
4440	4	947	
4441	851	948	
4442	952	949	
4443	206	278	
4444	262	29	
4445	105	187	
4446	2729	950	
4447	2728	110	
4448	2730	337	
4449	2731	21	
4450	2732	21	
4451	2733	32	
4452	2734	951	
4453	2735	29	
4454	2736	4	
4455	2737	29	
4456	2738	4	
4457	2739	29	
4458	2740	137	
4459	2741	110	
4460	2742	156	
4461	2743	110	
4462	2744	110	
4463	1914	743	
4464	1853	272	
4465	2745	156	
4466	2746	10	
4467	206	952	
4468	2747	4	
4469	2748	24	
4470	2749	27	
4471	2750	4	
4472	1123	75	
4473	2751	4	
4474	2752	21	
4475	2753	953	
4476	908	208	
4477	1900	954	
4478	2035	566	
4479	33	241	
4480	90	276	
4481	104	110	
4482	422	27	
4483	456	241	
4484	517	110	
4485	530	110	
4486	563	241	
4487	657	241	
4488	676	21	
4489	693	29	
4490	709	241	
4491	915	3	
4492	1036	27	
4493	1129	21	
4494	1129	27	
4495	1181	4	
4496	1291	110	
4497	1462	24	
4498	1503	483	
4499	1543	29	
4500	1731	110	
4501	1785	5	
4502	1785	21	
4503	1789	10	
4504	1966	276	
4505	2014	29	
4506	2073	24	
4507	2073	29	
4508	2400	21	
4509	2482	27	
4510	2482	872	
4511	2512	429	
4512	2551	110	
4513	2556	3	
4514	2194	91	
4515	2194	27	
4516	1442	25	
4517	1907	955	
4518	242	955	
4519	2754	4	
4520	2756	135	
4521	2757	186	
4522	2755	597	
4523	1409	530	
4524	1974	75	
4525	1934	4	
4526	2043	4	
4527	2180	27	
4528	1873	24	
4529	2434	27	
4530	2758	60	
4531	2759	956	
4532	1253	937	
4533	2763	110	
4534	2764	4	
4535	395	563	
4536	18	171	
4537	262	958	
4538	1695	738	
4539	4	752	
4540	2322	186	
4541	223	21	
4542	2765	597	
4543	2766	98	
4544	2767	29	
4545	2768	110	
4546	2769	24	
4547	2770	32	
4548	2771	29	
4549	2	959	
4550	2043	960	
4551	2775	961	
4552	2776	16	
4553	2777	25	
4554	2778	29	
4555	2779	5	
4556	2780	110	
4557	2795	4	
4558	2785	189	
4559	1417	189	
4560	2786	189	
4561	361	189	
4562	1168	4	
4563	2788	4	
4564	232	962	
4565	2789	189	
4566	2790	32	
4567	2791	32	
4568	433	32	
4569	2510	4	
4570	2792	27	
4571	61	963	
4572	2793	118	
4573	1223	32	
4574	301	32	
4575	2796	4	
4576	2794	4	
4577	2700	16	
4578	2700	964	
4579	1516	886	
4580	35	897	
4581	2798	4	
4582	206	467	
4583	2802	156	
4584	356	6	
4585	2803	19	
4586	2787	6	
4587	2805	372	
4588	2642	970	
4589	1258	27	
4590	35	729	
4591	123	32	
4592	123	957	
4593	2781	190	
4594	1611	965	
4595	2782	966	
4596	2690	190	
4597	35	569	
4598	1662	362	
4599	1805	969	
4600	2784	18	
4601	2691	616	
4602	361	324	
4603	123	2	
4604	2761	21	
4605	1660	61	
4606	2762	32	
4607	2713	21	
4608	2808	708	
4609	2681	4	
4610	2809	972	
4611	2816	4	
4612	2812	360	
4613	567	165	
4614	90	152	
4615	2813	165	
4616	2810	965	
4617	2814	612	
4618	1823	21	
4619	406	974	
4620	2818	616	
4621	2817	268	
4622	2819	623	
4623	2804	154	
4624	2774	4	
4625	567	728	
4626	2806	268	
4627	2772	4	
4628	2773	4	
4629	158	967	
4630	160	21	
4631	2811	972	
4632	1661	29	
4633	4	208	
4634	90	748	
4635	2195	27	
4636	2201	25	
4637	1910	27	
4638	2821	4	
4639	2797	526	
4640	2799	75	
4641	2800	110	
4642	4	979	
4643	1873	39	
4644	997	98	
4645	2831	892	
4646	2832	35	
4647	908	980	
4648	1994	29	
4649	2833	29	
4650	631	208	
4651	2834	893	
4652	1808	16	
4653	2835	981	
4654	908	33	
4655	395	982	
4656	2836	983	
4657	1808	281	
4658	2837	19	
4659	1808	9	
4660	2608	782	
4661	2838	29	
4662	1808	984	
4663	2839	4	
4664	395	241	
4665	2582	29	
4666	87	985	
4667	2840	29	
4668	2843	171	
4669	96	986	
4670	2842	25	
4671	2841	91	
4672	2195	987	
4673	2845	33	
4674	2844	27	
4675	2846	25	
4676	543	107	
4677	206	21	
4678	581	791	
4679	2847	186	
4680	2848	272	
4681	2849	186	
4682	2850	75	
4683	2670	988	
4684	2161	29	
4685	2822	18	
4686	2823	21	
4687	123	976	
4688	2824	165	
4689	35	977	
4690	2811	971	
4691	121	623	
4692	158	965	
4693	2828	936	
4694	2783	74	
4695	1798	360	
4696	2813	49	
4697	2187	975	
4698	1953	4	
4699	2827	21	
4700	2715	941	
4701	2665	718	
4702	2820	978	
4703	2830	973	
4704	2801	282	
4705	209	989	
4706	2851	110	
4707	1935	4	
4708	596	732	
4709	2852	25	
4710	2206	25	
4711	2853	25	
4712	2854	4	
4713	2	6	
4714	2807	4	
4715	35	268	
4716	2824	4	
4717	1164	49	
4718	2855	990	
4719	2714	940	
4720	2815	4	
4721	1253	362	
4722	2856	991	
4723	1662	991	
4724	2826	992	
4725	1800	761	
4726	121	268	
4727	1320	968	
4728	123	993	
4729	2430	330	
4730	1042	75	
4731	2857	33	
4732	155	994	
4733	1053	10	
4734	1193	10	
4735	581	995	
4736	581	996	
4737	543	579	
4738	2858	4	
4739	1132	144	
4740	2859	137	
4741	908	997	
4742	543	119	
4743	2860	330	
4744	2861	10	
4745	609	33	
4746	2589	33	
4747	2862	33	
4748	2863	75	
4749	2864	21	
4750	2865	825	
4751	2866	29	
4752	2867	316	
4753	2868	186	
4754	2869	10	
4755	2870	27	
4756	2	998	
4757	30	181	
4758	1808	49	
4759	2871	10	
4760	2	999	
4761	2081	367	
4762	2872	75	
4763	2873	75	
4764	2874	21	
4765	4	443	
4766	2875	33	
4767	2876	137	
4768	105	3	
4769	2877	1000	
4770	14	553	
4771	2878	110	
4772	2879	29	
4773	2880	10	
4774	1338	137	
4775	2881	899	
4776	2891	27	
4777	2883	10	
4778	2884	896	
4779	2885	186	
4780	2886	110	
4781	2889	110	
4782	2890	263	
4783	1443	208	
4784	2892	29	
4785	1808	3	
4786	2893	29	
4787	1275	29	
4788	2895	4	
4789	2896	75	
4790	2897	26	
4791	2898	4	
4792	2899	110	
4793	2900	21	
4794	2901	27	
4795	2831	1001	
4796	2831	110	
4797	1744	110	
4798	1882	738	
4799	160	189	
4800	2882	4	
4801	700	186	
4802	240	1002	
4803	2902	4	
4804	2903	1003	
4805	30	1004	
4806	90	499	
4807	206	540	
4808	2904	75	
4809	2888	367	
4810	2677	1005	
4811	214	110	
4812	2905	110	
4813	2906	6	
4814	485	10	
4815	2907	29	
4816	2704	4	
4817	2908	110	
4818	851	1006	
4819	147	1007	
4820	2917	29	
4821	260	1012	
4822	1903	29	
4823	206	865	
4824	206	484	
4825	2918	137	
4826	2887	4	
4827	182	508	
4828	2919	29	
4829	2920	110	
4830	206	1017	
4831	2922	156	
4832	1042	1018	
4833	2923	1019	
4834	2924	29	
4835	2925	263	
4836	1447	1020	
4837	2926	25	
4838	2927	27	
4839	2928	25	
4840	2929	16	
4841	2930	25	
4842	2852	27	
4843	908	1021	
4844	2931	110	
4845	2932	263	
4846	1448	4	
4847	2933	98	
4848	1090	137	
4849	785	98	
4850	2934	110	
4851	1941	4	
4852	1474	33	
4853	2935	25	
4854	2936	4	
4855	90	1022	
4856	30	1	
4857	1808	1023	
4858	2943	1024	
4859	1853	4	
4860	2944	6	
4861	2945	18	
4862	2946	33	
4863	2947	27	
4864	2948	813	
4865	2949	35	
4866	2949	24	
4867	2950	26	
4868	90	1025	
4869	2951	18	
4870	2952	6	
4871	2952	39	
4872	2953	50	
4873	2954	126	
4874	2955	1026	
4875	2956	29	
4876	2956	24	
4877	2957	21	
4878	2958	27	
4879	19	1027	
4880	2959	18	
4881	2959	1028	
4882	2959	1029	
4883	134	1030	
4884	1258	1031	
4885	1258	1032	
4886	2960	22	
4887	2960	16	
4888	2961	24	
4889	2962	29	
4890	2963	29	
4891	1642	1034	
4892	2964	4	
4893	2965	27	
4894	2966	16	
4895	2967	1035	
4896	2968	50	
4897	2969	3	
4898	2970	127	
4899	2971	5	
4900	2972	35	
4901	2973	35	
4902	2974	29	
4903	2975	26	
4904	2976	4	
4905	2977	33	
4906	3	24	
4907	7	24	
4908	19	39	
4909	42	27	
4910	42	29	
4911	50	24	
4912	50	16	
4913	61	21	
4914	96	39	
4915	119	50	
4916	1258	16	
4917	1258	29	
4918	1796	50	
4919	2939	98	
4920	2940	294	
4921	2941	4	
4922	2942	156	
4923	2982	186	
4924	2983	70	
4925	2984	110	
4926	2985	29	
4927	132	18	
4928	2986	135	
4929	161	278	
4930	2987	74	
4931	2988	4	
4932	2989	135	
4933	2990	110	
4934	90	1037	
4935	2991	110	
4936	2992	110	
4937	1891	135	
4938	2993	110	
4939	2994	4	
4940	2995	4	
4941	822	1038	
4942	2869	1039	
4943	2996	563	
4944	2997	328	
4945	2998	110	
4946	2999	110	
4947	3000	110	
4948	260	137	
4949	3001	29	
4950	3002	110	
4951	3003	110	
4952	161	1040	
4953	3004	110	
4954	3005	29	
4955	2434	1041	
4956	908	954	
4957	2730	33	
4958	1871	33	
4959	2979	33	
4960	2981	156	
4961	731	137	
4962	3006	186	
4963	3007	29	
4964	3008	98	
4965	3009	110	
4966	3010	18	
4967	3011	49	
4968	2852	4	
4969	3012	4	
4970	2138	4	
4971	1395	49	
4972	1470	110	
4973	3013	110	
4974	3014	110	
4975	3015	1042	
4976	302	1043	
4977	3016	110	
4978	3017	49	
4979	3018	4	
4980	3019	4	
4981	3020	110	
4982	3021	21	
4983	3022	33	
4984	3023	4	
4985	3024	110	
4986	3025	110	
4987	3026	25	
4988	3027	75	
4989	3028	908	
4990	90	1044	
4991	3029	4	
4992	3030	110	
4993	2980	156	
4994	103	94	
4995	3031	33	
4996	147	1045	
4997	3032	10	
4998	3033	75	
4999	3034	98	
5000	3035	4	
5001	2937	156	
5002	2938	75	
5003	1907	135	
5004	30	263	
5005	683	49	
5006	1884	110	
5007	1884	96	
5008	59	110	
5009	4	263	
5010	1378	35	
5011	3037	98	
5012	3038	29	
5013	95	110	
5014	9	110	
5015	3039	33	
5016	3040	29	
5017	3041	4	
5018	1319	135	
5019	1888	25	
5020	242	49	
5021	251	70	
5022	3042	60	
5023	1135	137	
5024	1120	33	
5025	3043	21	
5026	3044	29	
5027	251	1046	
5028	3045	334	
5029	3046	137	
5030	3047	1047	
5031	227	32	
5032	3048	1048	
5033	3049	461	
5034	3050	1049	
5035	1914	29	
5036	3051	328	
5037	103	92	
5038	147	1050	
5039	3052	328	
5040	908	1051	
5041	3053	98	
5042	1642	1052	
5043	3054	330	
5044	3055	1053	
5045	3056	70	
5046	3057	29	
5047	3058	1054	
5048	832	586	
5049	3059	29	
5050	3060	27	
5051	103	1055	
5052	3061	1056	
5053	3062	137	
5054	3063	58	
5055	3064	98	
5056	3065	21	
5057	1417	1057	
5058	3066	29	
5059	669	29	
5060	488	953	
5061	2978	1058	
5062	3029	1036	
5063	3067	1059	
