ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
10033	219	5	275	13	11	8	21	
10034	6	5	7	17	21	15	17	
10035	3	6	12	24	9	38	9	ST-41/44 complex
10036	17	5	6	17	3	26	20	ST-60 complex
10037	2	29	2	26	652	56	53	
10038	11	5	18	17	11	18	21	ST-22 complex
10039	2	10	2	5	38	25	9	
10040	10	5	47	9	11	9	17	ST-23 complex
10041	7	5	1	13	9	53	2	ST-213 complex
10042	5	4	17	15	30	650	12	ST-198 complex
10043	25	10	344	143	11	22	74	
10044	20	4	10	451	1	18	2	
10045	20	6	63	5	9	11	634	
10046	4	10	2	5	3	11	31	
10047	4	10	4	1	8	493	8	
10048	6	6	470	58	58	11	12	
10049	4	16	2	9	21	11	20	
10050	4	10	2	5	38	11	672	
10051	222	3	58	1	386	18	255	ST-4821 complex
10052	8	5	75	11	13	2	74	ST-2057 complex
10053	12	17	6	19	9	651	8	
10054	2	3	4	638	8	4	6	ST-11 complex
10055	12	27	6	3	8	652	9	ST-226 complex
10056	4	10	684	9	8	11	9	ST-269 complex
10057	222	231	406	12	11	2	13	
10058	446	2	9	639	9	6	9	ST-41/44 complex
10059	222	3	58	275	386	2	255	ST-4821 complex
10060	6	3	403	25	286	87	2	
10061	343	2	34	25	365	68	54	
10062	5	3	403	25	286	87	75	
10063	324	7	4	37	8	18	21	ST-92 complex
10064	8	16	6	13	653	63	673	
10065	343	2	34	9	365	68	20	
10066	6	3	6	277	8	68	16	
10067	6	10	682	26	34	5	62	
10068	8	16	17	13	653	63	673	
10069	3	6	219	17	9	6	8	ST-41/44 complex
10070	10	6	9	24	9	41	17	
10071	13	5	15	8	654	8	18	
10072	16	6	9	9	196	6	9	ST-41/44 complex
10073	617	16	685	11	3	22	22	
10074	4	10	5	4	655	3	8	ST-32 complex
10075	6	35	9	17	21	24	9	
10076	4	10	11	18	6	10	16	ST-35 complex
10077	10	6	9	5	9	6	665	ST-41/44 complex
10078	9	6	9	13	656	6	20	ST-41/44 complex
10079	11	5	18	8	657	4	21	ST-22 complex
10080	12	17	6	8	24	22	8	
10081	4	10	47	5	6	2	20	
10082	6	426	393	17	21	24	2	
10083	3	6	686	9	9	6	9	ST-41/44 complex
10084	7	5	1	3	36	26	15	ST-213 complex
10085	3	6	9	5	9	22	501	ST-41/44 complex
10086	10	5	9	5	9	26	9	ST-41/44 complex
10087	6	7	4	242	26	18	28	ST-175 complex
10088	3	6	9	11	9	7	9	ST-41/44 complex
10089	8	5	2	56	9	21	2	ST-865 complex
10090	6	5	47	17	21	24	2	
10091	7	8	10	13	10	1	6	ST-18 complex
10092	46	7	687	242	26	18	28	
10093	5	4	688	15	30	7	12	ST-198 complex
10094	16	2	6	25	17	25	676	ST-53 complex
10095	618	2	6	25	17	25	22	ST-53 complex
10096	329	5	6	640	36	53	6	
10097	2	3	4	3	108	4	6	ST-11 complex
10098	555	5	18	9	11	9	17	ST-23 complex
10099	46	11	198	205	21	643	12	
10100	10	5	18	410	11	9	70	ST-23 complex
10101	3	5	9	5	11	9	17	ST-23 complex
10102	3	6	9	5	288	6	70	ST-41/44 complex
10103	620	10	5	5	6	3	8	ST-32 complex
10104	343	2	34	25	9	5	678	
10105	7	3	72	3	8	4	6	ST-11 complex
10106	7	3	72	181	8	654	21	
10107	8	245	12	11	6	63	118	
10108	46	11	88	24	22	6	675	
10109	222	2	53	259	259	6	373	
10110	222	3	6	275	1	155	658	
10111	222	3	6	618	1	155	658	
10112	256	10	88	205	24	6	343	
10113	324	4	34	25	365	5	21	
10114	599	2	6	618	1	155	658	
10115	599	3	6	618	1	155	658	
10116	599	4	6	618	1	155	658	
10117	616	7	4	56	26	18	8	ST-175 complex
10118	2	5	19	135	58	1	2	
10119	16	2	38	25	17	25	22	ST-53 complex
10120	11	5	18	542	11	24	21	ST-22 complex
10121	7	5	1	3	36	4	15	ST-213 complex
10122	132	3	19	17	3	21	96	
10123	3	10	15	255	6	10	12	ST-35 complex
10124	6	5	83	1	12	10	9	
10125	5	428	17	15	30	7	12	ST-198 complex
10126	4	10	12	18	6	10	12	ST-35 complex
10127	5	6	9	9	9	6	9	ST-41/44 complex
10128	10	5	18	9	11	9	241	ST-23 complex
10129	17	5	19	17	3	26	679	ST-60 complex
10130	16	2	691	25	17	25	30	ST-53 complex
10131	12	10	159	72	8	6	13	
10132	3	6	9	5	26	6	17	ST-41/44 complex
10133	7	5	692	13	36	53	15	ST-213 complex
10134	13	5	15	9	223	8	18	ST-334 complex
10135	5	4	17	15	30	7	680	ST-198 complex
10136	4	10	2	25	5	4	681	
10137	16	2	6	25	17	655	22	ST-53 complex
10138	515	5	18	9	11	9	17	ST-23 complex
10139	3	6	19	5	3	6	665	ST-41/44 complex
10140	2	3	4	3	143	4	6	ST-11 complex
10141	624	5	1	13	36	53	15	ST-213 complex
10142	1	30	13	53	26	41	3	ST-162 complex
10143	6	5	322	218	21	24	21	
10144	8	3	19	9	3	21	139	
10145	11	5	5	4	11	24	21	ST-22 complex
10146	621	5	683	25	660	13	139	
10147	6	5	105	12	6	25	17	
10148	405	4	17	15	30	7	12	ST-198 complex
10149	567	393	641	584	610	600	613	
10150	233	371	587	548	568	566	640	
10151	553	349	663	524	591	545	543	
10152	468	63	588	549	569	42	565	
10153	468	173	82	255	569	567	565	
10154	59	39	67	156	149	71	133	
10155	3	6	9	5	11	6	70	ST-41/44 complex
10156	1	5	13	53	17	41	3	ST-162 complex
10157	16	2	6	25	26	25	22	ST-53 complex
10158	4	10	11	18	17	10	12	ST-35 complex
10159	16	2	6	25	6	25	22	ST-53 complex
10160	16	2	6	5	17	25	22	ST-53 complex
10161	432	2	19	17	17	26	2	ST-60 complex
10162	5	4	6	15	22	40	13	ST-1136 complex
10163	5	4	12	15	22	25	14	ST-1136 complex
10164	222	3	58	17	22	18	255	ST-4821 complex
10165	4	3	2	5	26	11	9	
10166	4	10	689	18	6	10	12	ST-35 complex
10167	2	3	12	11	3	211	7	ST-254 complex
10168	7	6	1	3	212	41	15	
10169	10	3	693	7	5	41	31	ST-181 complex
10170	593	3	694	3	8	4	6	ST-11 complex
10171	2	3	4	3	8	4	321	ST-11 complex
10172	2	16	690	11	3	60	7	ST-254 complex
10173	11	5	18	8	658	24	494	ST-22 complex
10174	231	180	306	612	269	277	260	
10175	1	5	13	53	243	41	3	ST-162 complex
10176	57	5	2	13	6	68	20	
10177	8	10	5	4	6	13	8	ST-32 complex
10178	16	2	681	25	17	25	22	ST-53 complex
10179	8	3	154	17	26	649	2	
10180	5	4	1	9	30	657	12	
10181	8	105	19	3	9	658	7	ST-1572 complex
10182	2	7	159	92	9	6	8	
10183	4	10	11	17	232	10	12	ST-35 complex
10184	12	10	10	72	9	21	139	
10185	9	6	9	11	5	6	9	ST-41/44 complex
10186	4	10	11	18	6	74	2	ST-35 complex
10187	9	5	9	9	58	6	9	ST-41/44 complex
10188	11	5	695	8	11	24	21	ST-22 complex
10189	592	414	10	19	10	1	2	ST-18 complex
10190	9	18	9	36	47	6	20	
10191	7	106	10	19	10	24	22	ST-18 complex
10192	2	7	371	9	16	9	8	ST-167 complex
10193	9	4	9	17	5	9	2	ST-103 complex
10194	622	105	19	3	8	11	7	ST-1572 complex
10195	4	5	2	5	3	11	2	
10196	11	5	18	47	11	24	21	ST-22 complex
10197	2	5	18	642	459	4	21	
10198	11	5	18	8	11	25	21	ST-22 complex
10199	1	5	13	53	26	41	677	ST-162 complex
10200	9	20	9	9	9	6	16	ST-41/44 complex
10201	7	5	6	13	36	53	22	ST-213 complex
10202	11	5	18	5	9	24	3	ST-22 complex
10203	12	5	18	48	192	9	17	ST-23 complex
10204	5	5	18	15	9	9	22	
10205	16	2	124	25	17	25	22	ST-53 complex
10206	46	5	34	215	6	11	18	
10207	6	3	2	24	17	1	96	
10208	43	2	9	9	3	19	15	
10209	8	5	6	17	249	31	8	
10210	10	5	6	9	11	9	17	ST-23 complex
10211	10	5	503	9	11	9	17	ST-23 complex
10212	17	16	19	17	11	26	2	ST-60 complex
10213	10	5	18	644	11	9	17	ST-23 complex
10214	435	39	170	78	148	153	65	
10215	2	3	4	3	8	660	6	ST-11 complex
10216	8	92	6	11	3	22	9	
10217	12	5	4	643	187	2	120	ST-10217 complex
10218	9	2	9	9	58	126	9	ST-41/44 complex
10219	6	6	34	5	11	6	20	
10220	2	16	12	9	9	18	7	ST-254 complex
10221	2	16	12	410	9	18	7	ST-254 complex
10222	2	2	9	9	194	54	10	
10223	8	10	5	4	57	3	8	ST-32 complex
10224	2	16	12	1	9	18	7	ST-254 complex
10225	2	267	404	3	8	110	425	
10226	9	284	416	378	9	166	444	
10227	2	3	4	421	8	110	444	ST-11 complex
10228	9	6	424	162	9	6	432	ST-41/44 complex
10229	2	3	6	277	8	68	431	
10230	222	3	58	275	386	18	437	ST-4821 complex
10231	2	3	4	3	8	110	425	ST-11 complex
10232	20	273	132	415	128	11	430	
10233	20	3	4	7	3	8	13	
10234	222	6	58	15	6	5	370	
10235	222	231	58	275	386	18	255	ST-4821 complex
10236	6	7	4	56	56	342	8	ST-175 complex
10237	2	16	12	11	662	60	7	ST-254 complex
10238	5	4	38	15	663	40	13	ST-1136 complex
10239	3	429	9	9	13	6	9	ST-41/44 complex
10240	12	5	12	645	60	22	17	ST-461 complex
10241	109	39	170	111	148	153	133	
10242	129	39	67	156	150	153	65	
10243	625	39	67	78	148	153	65	
10244	109	39	170	156	148	71	65	
10245	8	10	5	589	6	3	8	ST-32 complex
10246	8	10	5	76	6	3	8	ST-32 complex
10247	9	10	5	4	6	101	8	ST-32 complex
10248	568	394	642	585	611	601	614	
10249	2	16	12	17	214	60	7	ST-254 complex
10250	552	374	605	552	638	548	568	
10251	552	375	605	553	590	548	545	
10252	581	408	655	602	633	612	632	
10253	535	368	665	546	588	563	563	
10254	526	355	578	531	549	613	548	
10255	531	362	622	536	558	556	556	
10256	534	367	623	545	565	562	562	
10257	52	370	666	103	567	565	646	
10258	13	16	2	17	26	65	53	
10259	16	2	159	92	573	25	112	ST-1117 complex
10260	2	3	4	3	8	4	683	ST-11 complex
10261	206	6	470	13	249	6	9	
10262	12	5	2	24	5	662	3	
10263	4	10	2	5	3	11	12	
10264	4	10	15	9	8	42	13	ST-269 complex
10265	4	10	2	17	38	11	1	
10266	132	3	19	9	216	21	2	
10267	7	5	1	17	180	53	15	ST-213 complex
10268	626	25	1	17	21	26	49	ST-1157 complex
10269	8	6	9	5	106	18	9	ST-41/44 complex
10270	3	6	1	5	11	6	9	ST-41/44 complex
10271	8	25	1	17	11	26	49	ST-1157 complex
10272	627	5	1	13	36	53	15	ST-213 complex
10273	628	8	10	26	10	18	16	
10274	629	5	1	13	36	53	15	ST-213 complex
10275	6	5	4	17	21	13	17	
10276	7	8	10	19	10	663	2	ST-18 complex
10277	43	5	9	60	11	25	15	
10278	3	6	696	5	17	22	9	ST-41/44 complex
10279	7	5	1	13	82	661	15	ST-213 complex
10280	630	6	9	5	79	6	9	ST-41/44 complex
10281	7	25	1	13	9	53	49	ST-213 complex
10282	3	10	9	5	9	10	9	ST-41/44 complex
10283	4	10	2	25	17	11	22	
10284	631	3	4	3	8	4	6	ST-11 complex
10285	4	10	5	24	6	3	9	ST-32 complex
10286	4	10	5	8	6	3	8	ST-32 complex
10287	17	5	19	17	6	26	2	ST-60 complex
10288	4	5	18	5	8	11	9	ST-269 complex
10289	2	3	10	19	10	664	2	ST-18 complex
10290	4	132	34	13	38	11	9	
10291	12	10	15	9	8	11	13	ST-269 complex
10292	17	5	47	17	3	665	2	ST-60 complex
10293	3	2	34	5	11	6	9	ST-41/44 complex
10294	10	5	116	9	11	9	17	ST-23 complex
10295	3	6	34	5	11	6	22	ST-41/44 complex
10296	6	430	63	9	9	18	9	
10297	4	5	18	5	38	11	9	
10298	12	17	6	17	10	22	685	
10299	5	4	361	15	30	666	682	
10300	1	3	1	1	1	574	3	ST-1 complex
10301	8	342	7	17	21	26	49	ST-1157 complex
10302	2	16	6	17	9	4	17	
10303	488	431	698	487	519	512	502	
10304	490	180	306	488	269	277	505	
10305	59	39	67	78	664	153	133	
10306	7	5	660	13	3	128	15	ST-213 complex
10307	7	68	10	19	10	1	2	ST-18 complex
10308	2	3	7	10	8	15	6	ST-11 complex
10309	12	26	9	9	665	6	9	ST-41/44 complex
10310	59	39	170	78	666	154	65	
10311	126	39	67	78	147	445	65	
10312	109	39	170	111	148	667	65	
10313	109	39	170	158	148	668	65	
10314	126	39	170	111	146	153	65	
10315	109	39	170	111	148	669	65	
10316	59	39	67	157	149	71	65	
10317	126	142	67	156	230	153	65	
10318	132	3	19	18	62	21	46	
10319	132	3	19	18	9	21	206	
10320	9	6	9	9	9	3	9	ST-41/44 complex
10321	132	3	6	18	62	21	206	
10322	6	3	4	9	8	13	12	
10323	1	5	13	662	26	41	3	ST-162 complex
10324	9	6	9	9	679	6	16	ST-41/44 complex
10325	379	257	438	29	417	46	28	
10326	84	49	48	384	155	46	380	ST-640 complex (lactamica)
10327	10	5	18	9	11	682	17	ST-23 complex
10328	4	10	716	4	6	3	699	ST-32 complex
10329	9	6	9	9	58	6	12	ST-41/44 complex
10330	9	6	9	9	670	64	9	ST-41/44 complex
10331	10	5	18	18	490	9	17	ST-23 complex
10332	2	16	12	11	671	60	7	ST-254 complex
10333	8	4	6	17	5	18	7	ST-103 complex
10334	28	6	9	9	14	6	12	ST-41/44 complex
10335	4	35	48	654	6	3	8	ST-32 complex
10336	11	4	6	17	9	6	8	
10337	4	10	704	4	6	3	8	ST-32 complex
10338	637	5	1	13	36	53	15	ST-213 complex
10339	4	35	48	4	6	3	8	ST-32 complex
10340	8	10	19	4	672	3	8	ST-32 complex
10341	16	5	2	9	12	13	14	
10342	12	5	12	35	60	673	206	ST-461 complex
10343	17	5	15	17	3	26	2	ST-60 complex
10344	4	10	11	18	6	10	7	ST-35 complex
10345	4	10	2	5	9	11	20	
10346	219	5	1	3	11	8	21	
10347	3	5	108	5	9	6	9	ST-41/44 complex
10348	138	5	18	9	11	9	17	ST-23 complex
10349	5	4	17	15	30	7	17	ST-198 complex
10350	639	26	34	13	5	24	17	ST-174 complex
10351	640	3	4	3	8	4	6	ST-11 complex
10352	2	5	12	35	3	18	3	
10353	7	5	83	13	36	53	15	ST-213 complex
10354	17	6	47	17	3	26	2	ST-60 complex
10355	2	3	709	3	8	4	6	ST-11 complex
10356	9	6	19	9	9	6	9	ST-41/44 complex
10357	6	7	473	56	26	18	8	ST-175 complex
10358	13	5	111	40	3	5	17	
10359	12	5	2	35	6	13	13	
10360	4	10	208	15	6	670	12	ST-35 complex
10361	4	10	5	4	6	671	8	ST-32 complex
10362	632	29	2	26	26	65	53	
10363	49	2	4	8	13	21	251	ST-231 complex
10364	4	10	2	4	26	6	8	ST-32 complex
10365	22	3	4	25	9	87	75	
10366	1	5	6	3	5	26	2	
10367	6	1	4	56	26	2	8	ST-175 complex
10368	6	7	4	56	26	21	8	ST-175 complex
10369	6	7	4	8	26	18	8	ST-175 complex
10370	6	3	699	25	286	87	75	
10371	633	7	467	16	21	13	251	
10372	4	10	5	4	286	3	16	ST-32 complex
10373	6	7	4	76	26	18	8	ST-175 complex
10374	287	4	17	17	14	7	12	ST-198 complex
10375	4	10	700	646	6	3	8	ST-32 complex
10376	10	5	76	647	3	580	693	
10377	20	5	7	24	3	8	201	
10378	3	3	94	53	6	41	686	
10379	6	5	701	3	34	9	21	
10380	342	2	359	648	24	60	687	
10381	634	10	2	17	5	34	2	
10382	355	3	13	53	3	41	77	
10383	2	3	2	26	26	65	53	
10384	353	3	9	9	5	138	370	
10385	338	14	418	361	6	375	31	
10386	338	14	139	361	3	375	31	
10387	10	3	76	7	3	2	13	
10388	12	5	2	35	6	87	13	
10389	222	231	406	12	6	24	16	
10390	4	2	4	4	667	26	8	
10391	12	5	2	35	6	13	688	
10392	635	231	408	12	6	5	16	
10393	338	14	707	361	3	375	31	
10394	9	6	702	9	9	6	9	ST-41/44 complex
10395	324	2	408	611	365	5	21	
10396	256	18	6	25	24	6	343	
10397	300	5	4	3	5	26	2	
10398	2	7	76	76	6	3	2	
10399	256	18	6	613	3	6	17	
10400	222	231	703	12	6	2	16	
10401	1	3	6	53	6	41	77	
10402	2	7	4	56	26	18	8	ST-175 complex
10403	256	5	2	35	6	13	688	
10404	222	14	418	361	3	375	31	
10405	2	5	467	649	26	34	251	
10406	355	6	9	9	9	6	9	ST-41/44 complex
10407	371	6	9	9	9	6	9	ST-41/44 complex
10408	4	10	5	4	286	3	689	ST-32 complex
10409	8	3	4	9	24	8	690	
10410	8	5	4	15	6	3	12	
10411	300	231	53	24	30	8	8	
10412	8	3	13	650	6	41	77	
10413	10	10	208	129	6	40	12	
10414	8	3	4	650	668	41	9	
10415	9	6	9	651	669	6	16	ST-41/44 complex
10416	636	2	15	652	6	672	13	
10417	9	6	708	9	9	17	9	ST-41/44 complex
10418	51	10	5	35	6	3	8	ST-32 complex
10419	5	4	17	15	30	7	187	ST-198 complex
10420	6	26	34	653	5	6	17	ST-174 complex
10421	642	3	4	3	8	4	6	ST-11 complex
10422	632	3	4	3	8	4	6	ST-11 complex
10423	643	2	4	16	198	5	2	
10424	2	7	2	26	6	25	53	
10425	8	3	154	218	26	21	2	
10426	9	3	9	9	9	6	191	ST-41/44 complex
10427	389	6	4	3	8	4	6	ST-11 complex
10428	9	8	9	26	10	25	20	
10429	3	6	4	17	9	6	9	ST-41/44 complex
10430	9	435	9	17	5	6	2	
10431	644	10	5	4	6	3	8	ST-32 complex
10432	6	6	63	17	9	11	20	
10433	8	6	9	145	9	6	9	ST-41/44 complex
10434	16	17	26	13	23	38	684	
10435	2	5	697	13	11	8	21	
10436	12	2	547	8	5	529	2	
10437	6	125	6	26	58	178	9	
10438	4	3	15	5	5	6	8	
10439	6	125	6	37	58	178	347	
10440	12	17	6	76	1	18	9	ST-226 complex
10441	3	5	275	13	11	8	21	
10442	9	10	9	9	10	6	9	ST-41/44 complex
10443	1	5	6	9	11	6	16	
10444	9	6	9	25	9	6	9	ST-41/44 complex
10445	8	3	6	9	26	6	9	
10446	8	245	711	11	3	63	118	
10447	222	3	58	261	259	5	255	ST-4821 complex
10448	9	6	9	9	26	6	28	ST-41/44 complex
10449	9	6	11	9	9	6	9	ST-41/44 complex
10450	4	10	9	18	6	10	12	ST-35 complex
10451	3	6	9	4	9	6	206	ST-41/44 complex
10452	9	6	9	597	9	6	9	ST-41/44 complex
10453	1	3	6	37	6	677	8	
10454	17	5	19	17	62	26	2	ST-60 complex
10455	12	5	18	5	11	9	17	ST-23 complex
10456	46	5	4	13	36	53	15	ST-213 complex
10457	17	5	19	17	3	7	178	ST-60 complex
10458	12	5	18	9	11	25	17	ST-23 complex
10459	4	10	15	9	500	11	9	ST-269 complex
10460	13	29	2	17	17	65	53	
10461	175	5	484	25	3	4	124	
10462	638	432	705	655	673	674	691	
10463	4	10	15	9	500	11	17	ST-269 complex
10464	3	6	9	5	9	18	70	ST-41/44 complex
10465	2	16	6	17	3	18	8	ST-167 complex
10466	10	5	18	9	17	9	17	ST-23 complex
10467	9	6	17	9	9	6	430	ST-41/44 complex
10468	4	10	5	9	217	3	8	ST-32 complex
10469	201	144	335	9	6	302	287	
10470	5	4	9	15	30	7	12	ST-198 complex
10471	5	3	4	9	8	13	169	
10472	6	3	4	9	674	13	169	
10473	647	6	9	9	9	6	9	ST-41/44 complex
10474	3	1	3	58	261	5	255	
10475	324	2	34	25	365	5	21	
10476	5	436	17	15	30	7	12	ST-198 complex
10477	12	5	12	35	192	22	696	ST-461 complex
10478	7	5	1	657	36	53	15	ST-213 complex
10479	646	4	17	656	14	7	12	ST-198 complex
10480	5	4	712	15	22	40	13	ST-1136 complex
10481	3	6	9	5	9	6	695	ST-41/44 complex
10482	2	3	38	3	8	4	6	ST-11 complex
10483	1	5	18	53	26	41	3	ST-162 complex
10484	1	6	9	5	9	6	9	ST-41/44 complex
10485	2	10	15	4	8	11	17	ST-269 complex
10486	3	6	9	60	22	6	2	ST-41/44 complex
10487	8	6	12	24	62	64	62	
10488	4	3	5	4	8	3	8	ST-32 complex
10489	4	6	9	9	8	11	17	ST-269 complex
10490	4	10	5	9	8	11	194	ST-269 complex
10491	4	10	5	18	8	3	8	ST-32 complex
10492	4	10	9	4	5	3	8	ST-32 complex
10493	4	10	9	4	9	3	8	ST-32 complex
10494	4	10	9	17	8	11	17	ST-269 complex
10495	4	10	11	17	6	10	187	ST-35 complex
10496	4	10	15	4	8	11	9	ST-269 complex
10497	4	10	15	53	8	11	9	ST-269 complex
10498	4	10	678	13	6	10	12	ST-35 complex
10499	132	3	19	18	62	21	127	
10500	132	3	19	18	8	21	206	
10501	7	5	1	15	36	53	9	ST-213 complex
10502	7	5	1	17	82	53	15	ST-213 complex
10503	7	6	1	13	82	18	15	ST-213 complex
10504	7	10	1	13	36	53	195	ST-213 complex
10505	8	2	351	17	5	18	17	ST-103 complex
10506	8	5	18	15	11	24	21	ST-22 complex
10507	8	6	5	9	9	6	20	ST-41/44 complex
10508	8	6	9	4	9	6	9	ST-41/44 complex
10509	8	6	9	9	9	461	9	ST-41/44 complex
10510	8	6	9	53	9	6	9	ST-41/44 complex
10511	8	6	23	9	14	6	9	ST-41/44 complex
10512	8	6	351	11	8	21	8	
10513	9	3	9	9	3	64	9	ST-41/44 complex
10514	9	3	9	9	9	61	9	ST-41/44 complex
10515	9	3	9	15	9	64	9	ST-41/44 complex
10516	9	3	149	9	9	64	9	ST-41/44 complex
10517	10	6	9	5	9	6	16	ST-41/44 complex
10518	17	5	19	17	3	26	5	ST-60 complex
10519	20	26	9	9	26	6	18	ST-212 complex
10520	43	5	9	9	3	19	15	
10521	187	10	5	4	6	3	8	ST-32 complex
10522	285	6	9	9	9	6	2	ST-41/44 complex
10523	132	3	19	24	62	21	206	
10524	8	5	15	17	8	21	169	ST-865 complex
10525	6	3	4	9	8	13	206	
10526	132	3	19	373	62	21	206	
10527	1	5	6	53	26	41	697	ST-162 complex
10528	113	7	6	11	13	22	698	
10529	9	6	16	9	9	6	9	ST-41/44 complex
10530	46	7	4	242	26	18	7	ST-175 complex
10531	132	3	19	17	62	21	287	
10532	6	3	4	9	17	13	169	
10533	649	10	5	4	6	3	8	ST-32 complex
10534	9	6	714	9	9	678	9	ST-41/44 complex
10535	3	6	9	5	9	679	9	ST-41/44 complex
10536	4	10	5	659	6	3	8	ST-32 complex
10537	7	5	1	13	675	53	15	ST-213 complex
10538	1	3	13	53	26	41	3	ST-162 complex
10539	27	437	9	3	9	6	16	
10540	4	10	5	4	677	3	8	ST-32 complex
10541	4	10	11	17	6	680	12	ST-35 complex
10542	9	6	9	660	9	6	2	ST-41/44 complex
10543	27	6	34	5	3	6	9	ST-41/44 complex
10544	4	10	15	9	579	11	9	ST-269 complex
10545	8	6	9	9	676	6	9	ST-41/44 complex
10546	9	438	9	9	9	64	9	ST-41/44 complex
10547	4	10	2	4	678	3	8	ST-32 complex
10548	42	5	715	8	11	4	21	ST-22 complex
10549	8	6	12	459	30	64	62	
10550	4	10	11	40	6	10	12	ST-35 complex
10551	5	4	17	15	9	7	12	ST-198 complex
10552	9	4	17	15	30	6	9	
10553	5	4	17	9	30	7	12	ST-198 complex
10554	6	3	4	15	8	13	169	
10555	6	5	58	3	8	5	62	
10556	222	3	58	275	30	18	21	ST-4821 complex
10557	46	3	586	7	6	41	77	
10558	2	3	58	275	30	5	255	ST-4821 complex
10559	132	3	672	18	62	21	206	
10560	4	10	5	4	11	6	8	ST-32 complex
10561	5	439	17	15	30	7	12	ST-198 complex
10562	8	6	9	9	9	580	9	ST-41/44 complex
10563	3	4	34	5	11	6	9	ST-41/44 complex
10564	9	6	351	110	8	21	311	
10565	7	5	1	5	36	53	15	ST-213 complex
10566	12	17	710	39	9	8	6	
10567	557	4	9	17	5	541	2	ST-103 complex
10568	276	10	275	17	11	8	21	
10569	219	10	275	17	11	8	21	
10570	8	5	5	9	6	3	8	ST-32 complex
10571	4	10	15	9	8	681	5	ST-269 complex
10572	8	10	5	661	6	3	8	ST-32 complex
10573	4	10	5	4	6	653	8	ST-32 complex
10574	46	5	9	176	36	53	15	ST-213 complex
10575	5	16	17	15	30	7	12	ST-198 complex
10576	5	4	38	15	278	40	13	ST-1136 complex
10577	16	2	6	25	198	25	22	ST-53 complex
10578	645	6	9	17	9	6	9	ST-41/44 complex
10579	4	10	2	5	67	11	9	ST-269 complex
10580	8	5	13	17	8	41	8	ST-865 complex
10581	7	106	10	19	10	676	2	ST-18 complex
10582	8	6	6	9	8	31	8	
10583	12	2	15	466	3	21	10	ST-37 complex
10584	8	6	6	17	26	31	8	ST-549 complex
10585	6	441	173	13	5	24	17	ST-174 complex
10586	2	3	395	8	8	4	2	ST-11 complex
10587	17	5	19	17	477	26	2	ST-60 complex
10588	27	6	9	663	9	6	16	ST-41/44 complex
10589	453	4	17	17	14	7	12	ST-198 complex
10590	20	6	2	9	1	6	9	ST-41/44 complex
10591	9	4	88	24	22	6	410	
10592	4	10	2	5	9	11	8	
10593	8	3	19	17	680	21	2	ST-865 complex
10594	16	2	6	25	18	25	22	ST-53 complex
10595	7	442	1	3	36	53	700	ST-213 complex
10596	6	5	2	18	6	13	9	
10597	6	3	4	9	6	13	169	
10598	4	283	11	18	6	10	12	ST-35 complex
10599	5	5	173	13	5	24	17	ST-174 complex
10600	4	5	12	35	60	22	17	ST-461 complex
10601	16	2	717	25	17	22	22	ST-53 complex
10602	7	5	1	3	36	20	15	ST-213 complex
10603	4	10	2	5	3	41	9	
10604	16	2	717	25	17	25	22	ST-53 complex
10605	16	2	6	25	17	25	9	ST-53 complex
10606	3	2	4	37	8	18	21	ST-92 complex
10607	658	3	58	275	263	5	255	ST-4821 complex
10608	222	3	58	275	30	63	705	ST-4821 complex
10609	659	5	1	13	36	53	15	ST-213 complex
10610	656	245	12	11	3	63	118	
10611	657	4	17	17	14	7	12	ST-198 complex
10612	10	5	18	59	681	13	17	ST-23 complex
10613	25	5	4	13	21	13	8	ST-116 complex
10614	25	5	6	21	21	13	2	
10615	343	2	34	666	365	68	21	
10616	8	245	718	11	3	63	118	
10617	8	245	719	522	3	63	21	
10618	222	3	4	275	30	6	3	ST-4821 complex
10619	3	6	9	5	9	24	70	ST-41/44 complex
10620	6	7	9	56	26	18	8	ST-175 complex
10621	222	3	4	275	30	6	704	ST-4821 complex
10622	59	39	67	156	149	153	133	
10623	59	39	67	111	682	153	133	
10624	59	39	67	111	150	153	133	
10625	109	39	170	156	150	71	65	
10626	126	39	67	159	149	154	65	
10627	109	39	67	156	149	71	65	
10628	59	39	170	159	188	71	65	
10629	660	39	170	78	147	153	65	
10630	660	39	67	78	147	153	65	
10631	109	39	170	111	152	153	65	
10632	109	39	170	156	188	153	65	
10633	126	39	170	78	147	153	65	
10634	59	39	67	78	149	153	65	
10635	661	2	56	5	3	136	10	
10636	13	440	72	58	5	21	2	
10637	3	5	13	53	26	41	3	ST-162 complex
10638	7	16	15	9	8	11	9	ST-269 complex
10639	4	10	9	17	5	11	9	ST-269 complex
10640	9	4	10	3	116	6	360	
10641	7	5	2	46	26	20	2	
10642	3	6	9	17	9	31	9	ST-41/44 complex
10643	6	3	4	1	21	13	8	
10644	630	106	10	9	21	1	2	
10645	7	8	720	26	10	24	16	
10646	222	3	58	275	13	41	255	ST-4821 complex
10647	9	6	403	9	259	6	9	ST-41/44 complex
10648	9	3	58	275	386	18	255	ST-4821 complex
10649	46	3	4	125	6	471	96	
10650	4	35	56	4	6	3	8	ST-32 complex
10651	662	3	4	3	8	4	6	ST-11 complex
10652	7	5	1	13	36	53	694	ST-213 complex
10653	6	6	63	667	9	11	74	
10654	6	5	2	88	3	39	14	
10655	27	6	9	3	9	685	16	
